날짜,발전기명,최고기온(℃),최저기온(℃),강수량(mm),평균풍속(m/s),평균 전운량(1/10),발전량(kWh)
2021-11-21,서오창1호태양광,-0.48251917305223846,-0.5115466980139746,-0.2195357871106264,-1.4953972978801915,1.2382320013778394,1.000888889
2021-11-22,서오창1호태양광,-0.9489694954209125,-0.880469546599352,0.3611110566539654,-0.1202448866918741,0.6954441527089438,1.593777778
2021-11-23,서오창1호태양광,-1.8818701401582605,-1.249392395184729,-0.12276131314986108,-1.1516091950831122,0.22502801719590096,0.977777778
2021-11-24,서오창1호태양광,-0.8853626332797297,-0.9581375147225891,-0.24027317438793325,-0.8937681179853026,-0.4263174012067738,2.573333333
2021-11-25,서오창1호태양광,-0.7263454779267727,-0.9095950346455658,-0.2195357871106264,-0.8937681179853026,-1.6566365248562709,3.527111111
2021-11-26,서오창1호태양광,-1.0337786449424895,-1.2105584111231105,-0.24027317438793325,-0.9797151436845725,-1.2947779590770068,3.757333333
2021-11-27,서오창1호태양광,-1.0337786449424895,-1.2785178832309432,-0.24027317438793325,-1.4094502721809217,-1.873751664323829,4.018666667
2021-11-28,서오창1호태양광,-0.7687500526875611,-1.395019835415799,-0.24027317438793325,-1.4953972978801915,-0.4986891143626266,3.491555556
2021-11-29,서오창1호태양광,-0.7687500526875611,-1.1620159310460871,-0.24027317438793325,-1.3235032464816519,0.5145148698193119,2.668444444
2021-11-30,서오창1호태양광,-1.0761832197032781,-0.7057166183220679,1.5915293684408387,0.3094902418044751,1.4191612842674715,0.177777778
2021-12-01,서오창1호태양광,-1.775858703256289,-1.1814329230768965,-0.24027317438793325,0.8251723960000943,-1.6566365248562709,3.354666667
2021-12-02,서오창1호태양광,-1.373015243028798,-1.589189755723892,-0.24027317438793325,-1.1516091950831122,-0.6434325406743321,2.919111111
2021-12-03,서오창1호태양광,-1.4260209614797836,-0.8901780426147565,-0.10202392587255422,-0.37808596378968345,-1.113848676187375,2.288
2021-12-04,서오창1호태양광,-1.5002289673111635,-1.4241453234620132,-0.24027317438793325,-1.3235032464816519,-1.2947779590770068,0.841777778
2021-12-05,서오창1호태양광,-1.1079866507738696,-1.4435623154928223,-0.24027317438793325,-1.4953972978801915,-1.76519409459005,1.981333333
2021-12-06,서오창1호태양광,-0.7475477653071669,-1.307643371277157,-0.24027317438793325,-1.4953972978801915,-0.4986891143626266,1.939555556
2021-12-07,서오창1호태양광,-0.758148908997364,-1.0940564589382544,-0.24027317438793325,-1.3235032464816519,-1.76519409459005,2.278222222
2021-12-08,서오창1호태양광,-0.7051431905463783,-1.1328904429998732,-0.24027317438793325,-1.4953972978801915,-1.3671496722328595,3.664
2021-12-09,서오창1호태양광,-0.9913740701817011,-1.103764954953659,-0.24027317438793325,-1.4094502721809217,0.29739973035175377,1.425777778
2021-12-10,서오창1호태양광,-1.1397900818444608,-0.7736760904299005,-0.1780610125560127,-1.4953972978801915,0.8401875790206494,0.472
2021-12-11,서오창1호태양광,-1.0125763575620952,-0.6862996262912585,-0.24027317438793325,-1.2375562207823818,1.2382320013778394,1.144
2021-12-12,서오창1호태양광,-1.3306106682680094,-1.2008499151077057,-0.24027317438793325,-0.20619191239114382,-0.9329193932977431,2.772444444
2021-12-13,서오창1호태양광,-1.850066709087669,-1.5600642676776784,-0.24027317438793325,-0.721874066586763,-1.5842648117004179,4.096
2021-12-14,서오창1호태양광,-1.3518129556484035,-1.4241453234620132,-0.2195357871106264,-0.9797151436845725,0.5868865829751647,1.523555556
2021-12-15,서오창1호태양광,-1.0337786449424895,-0.7348421063682818,-0.1780610125560127,-1.5813443235794613,0.5868865829751647,0.728888889
2021-12-16,서오창1호태양광,-0.9383683517307154,-0.7639675944144958,-0.24027317438793325,-1.3235032464816519,1.4915329974233245,1.512
2021-12-17,서오창1호태양광,-1.447223248860178,-1.7445256919703669,-0.24027317438793325,0.997066447398634,-0.4986891143626266,2.950222222
2021-12-18,서오창1호태양광,-2.0302861518210205,-2.0746145564941254,-0.24027317438793325,-0.9797151436845725,-0.7881759669860375,3.619555556
2021-12-19,서오창1호태양광,-1.5850381168327408,-1.3853113394003944,-0.15041116285293687,-0.9797151436845725,-1.2947779590770068,2.456
2021-12-20,서오창1호태양광,-0.8853626332797297,-1.307643371277157,-0.24027317438793325,-1.1516091950831122,-0.8605476801418904,2.026666667
2021-12-21,서오창1호태양광,-0.8005534837581526,-0.9969714987842078,-0.24027317438793325,-1.0656621693838422,-0.028272978849583744,2.483555556
2021-12-22,서오창1호태양광,-1.1079866507738696,-1.4241453234620132,-0.24027317438793325,-1.3235032464816519,-1.873751664323829,3.046222222
2021-12-23,서오창1호태양광,-1.0973855070836724,-1.482396299554441,-0.24027317438793325,-1.4094502721809217,-1.1862203893432277,2.998222222
2021-12-24,서오창1호태양광,-1.4366221051699808,-1.3464773553387757,-0.24027317438793325,-0.721874066586763,0.8763734355985757,1.189333333
2021-12-25,서오창1호태양광,-2.560343336330877,-2.094031548524935,-0.24027317438793325,0.395437267503745,-1.873751664323829,4.154666667
2021-12-26,서오창1호태양광,-2.62395019847206,-2.2299504927406,-0.24027317438793325,-0.20619191239114382,-1.873751664323829,4.088888889
2021-12-27,서오창1호태양광,-2.1999044508641745,-2.3464524449254562,-0.24027317438793325,-1.2375562207823818,-0.9691052498756695,2.612444444
2021-12-28,서오창1호태양광,-1.8924712838484576,-1.6765662198625344,-0.24027317438793325,-1.2375562207823818,0.7678158658647967,0.968888889
2021-12-29,서오창1호태양광,-1.298807237197418,-1.4047283314312036,-0.24027317438793325,-0.4640329894889534,0.33358558692968004,1.230222222
2021-12-30,서오창1호태양광,-1.9454770022994434,-1.2882263792463478,-0.24027317438793325,-0.1202448866918741,-1.2224062459211542,2.834666667
2021-12-31,서오창1호태양광,-2.2635113130053575,-1.7930681720473902,-0.24027317438793325,-0.03429786099260417,-1.873751664323829,4.106666667
2022-01-01,서오창1호태양광,-1.9666792896798375,-2.1814080126635766,-0.24027317438793325,-1.2375562207823818,-1.2947779590770068,3.457777778
2022-01-02,서오창1호태양광,-1.5532346857621493,-1.734817195954962,-0.2195357871106264,-0.721874066586763,-0.5710608275184793,2.578666667
2022-01-03,서오창1호태양광,-1.7546564158758948,-2.0551975644633163,-0.24027317438793325,-1.2375562207823818,-0.9329193932977431,3.153777778
2022-01-04,서오창1호태양광,-1.8076621343268806,-1.6765662198625344,-0.24027317438793325,-0.721874066586763,-1.2585921024990805,3.907555556
2022-01-05,서오창1호태양광,-1.7440552721856974,-1.9386956122784602,-0.24027317438793325,-1.4953972978801915,1.0573027184882076,1.614222222
2022-01-06,서오창1호태양광,-1.6062404042131349,-1.773651180016581,-0.24027317438793325,-0.8078210922860327,-1.873751664323829,3.710222222
2022-01-07,서오창1호태양광,-1.5426335420719521,-1.9775295963400787,-0.24027317438793325,-1.1516091950831122,-1.873751664323829,3.593777778
2022-01-08,서오창1호태양광,-1.383616386718995,-1.9095701242322465,-0.24027317438793325,-1.1516091950831122,-0.7881759669860375,3.128888889
2022-01-09,서오창1호태양광,-1.4896278236209664,-1.365894347369585,-0.24027317438793325,-1.1516091950831122,-0.6796183972522585,2.527111111
2022-01-10,서오창1호태양광,-1.532032398381755,-1.6474407318163202,-0.24027317438793325,-0.8937681179853026,0.8763734355985757,1.792
2022-01-11,서오창1호태양광,-2.0408872955112174,-1.734817195954962,-0.2057108622590885,0.5673313189022848,-1.0052911064535959,3.336
2022-01-12,서오창1호태양광,-2.221106738244569,-2.239658988756005,-0.24027317438793325,-0.8078210922860327,-0.8243618235639639,3.963555556
2022-01-13,서오창1호태양광,-2.2317078819347658,-1.8124851640781998,-0.24027317438793325,0.051649164706665744,-0.6796183972522585,3.604444444
2022-01-14,서오창1호태양광,-1.9242747149190491,-2.0357805724325067,-0.24027317438793325,-1.0656621693838422,-0.6072466840964057,4.16
2022-01-15,서오창1호태양광,-1.6274426915935292,-1.7542341879857717,-0.24027317438793325,-1.3235032464816519,0.6592582961310176,1.833777778
2022-01-16,서오창1호태양광,-1.7334541284955007,-1.365894347369585,-0.22644824953639534,-0.29213893809041375,-1.0414769630315224,4.128
2022-01-17,서오창1호태양광,-1.8924712838484576,-1.9969465883708883,-0.17114855013024372,-0.4640329894889534,-0.10064469200543624,2.720888889
2022-01-18,서오창1호태양광,-2.0620895828916117,-2.2784929728176233,-0.24027317438793325,-0.9797151436845725,-1.8375658077459027,3.343111111
2022-01-19,서오창1호태양광,-2.0302861518210205,-2.113448540555744,-0.24027317438793325,-0.9797151436845725,0.1164704474621219,1.418666667
2022-01-20,서오창1호태양광,-1.8076621343268806,-2.1328655325865533,-0.24027317438793325,-1.2375562207823818,-1.8375658077459027,4.068444444
2022-01-21,서오창1호태양광,-1.5108301110013607,-2.1328655325865533,-0.24027317438793325,-1.3235032464816519,-1.3309638156549333,4.265777778
2022-01-22,서오창1호태양광,-1.1715935129150523,-1.6183152437701065,-0.24027317438793325,-1.4094502721809217,1.1296744316440608,2.160888889
2022-01-23,서오창1호태양광,-1.086784363393475,-1.2105584111231105,-0.24027317438793325,-1.1516091950831122,-0.028272978849583744,2.462222222
2022-01-24,서오창1호태양광,-1.0973855070836724,-1.4338538194774177,-0.24027317438793325,-0.1202448866918741,-0.7519901104081111,3.473777778
2022-01-25,서오창1호태양광,-1.6062404042131349,-0.8513440585531379,-0.2057108622590885,-1.1516091950831122,1.0573027184882076,0.250666667
2022-01-26,서오창1호태양광,-1.4260209614797836,-1.103764954953659,-0.24027317438793325,-0.8937681179853026,-0.5710608275184793,3.109333333
2022-01-27,서오창1호태양광,-1.5956392605229377,-1.5212302836160598,-0.24027317438793325,-0.8937681179853026,-0.3901315446288475,4.061333333
2022-01-28,서오창1호태양광,-1.7652575595660922,-1.4629793075236317,-0.24027317438793325,-0.721874066586763,-0.3901315446288475,4.560888889
2022-01-29,서오창1호태양광,-1.9030724275386546,-1.6959832118933436,-0.24027317438793325,-0.721874066586763,-1.113848676187375,4.651555556
2022-01-30,서오창1호태양광,-1.8076621343268806,-1.9969465883708883,-0.24027317438793325,-0.9797151436845725,-1.2947779590770068,4.150222222
2022-01-31,서오창1호태양광,-1.4896278236209664,-1.9581126043092698,-0.18497347498178165,-1.1516091950831122,-0.6072466840964057,4.202666667
2022-02-01,서오창1호태양광,-1.9666792896798375,-1.0746394669074453,-0.19188593740755056,-0.03429786099260417,0.6954441527089438,1.017777778
2022-02-02,서오창1호태양광,-1.998482720750429,-1.5794812597084877,-0.24027317438793325,-0.5499800151882233,0.1164704474621219,3.316444444
2022-02-03,서오창1호태양광,-1.8818701401582605,-1.7833596760319854,-0.24027317438793325,-0.8078210922860327,-0.8243618235639639,4.555555556
2022-02-04,서오창1호태양광,-1.977280433370035,-1.6183152437701065,-0.24027317438793325,-0.20619191239114382,0.1164704474621219,3.912888889
2022-02-05,서오창1호태양광,-2.146898732413189,-1.7251086999395577,-0.24027317438793325,0.051649164706665744,-0.5710608275184793,3.320888889
2022-02-06,서오창1호태양광,-1.7652575595660922,-2.0454890684479117,-0.24027317438793325,-0.5499800151882233,-1.113848676187375,4.031111111
2022-02-07,서오창1호태양광,-1.8288644217072747,-1.9386956122784602,-0.24027317438793325,-0.8937681179853026,0.26121387377382754,2.598222222
2022-02-08,서오창1호태양광,-1.4578243925503749,-1.7056917079087484,-0.24027317438793325,-0.9797151436845725,-0.6796183972522585,3.994666667
2022-02-09,서오창1호태양광,-1.2670038061268265,-1.8124851640781998,-0.24027317438793325,-1.3235032464816519,-0.10064469200543624,4.144
2022-02-10,서오창1호태양광,-1.298807237197418,-1.2882263792463478,-0.24027317438793325,-0.8078210922860327,-1.0052911064535959,4.548444444
2022-02-11,서오창1호태양광,-1.0337786449424895,-1.5794812597084877,-0.24027317438793325,-1.1516091950831122,-0.6796183972522585,4.157333333
2022-02-12,서오창1호태양광,-0.8747614895895325,-1.2202669071385153,-0.24027317438793325,-1.1516091950831122,-0.28157397489506814,3.975111111
2022-02-13,서오창1호태양광,-0.9277672080405182,-1.2202669071385153,-0.24027317438793325,-1.2375562207823818,0.15265630404004815,2.828444444
2022-02-14,서오창1호태양광,-0.9383683517307154,-1.3853113394003944,-0.17114855013024372,-0.4640329894889534,-0.10064469200543624,2.843555556
2022-02-15,서오창1호태양광,-2.072690726581809,-1.4338538194774177,-0.24027317438793325,0.6532783446015544,0.9487451487544285,1.940444444
2022-02-16,서오창1호태양광,-2.443730755738709,-1.6668577238471298,-0.24027317438793325,0.3094902418044751,0.1164704474621219,3.021333333
2022-02-17,서오창1호태양광,-2.1999044508641745,-1.8901531322014369,-0.24027317438793325,-0.4640329894889534,-1.8375658077459027,5.389333333
2022-02-18,서오창1호태양광,-1.447223248860178,-2.1328655325865533,-0.24027317438793325,-1.2375562207823818,0.6592582961310176,5.106666667
2022-02-19,서오창1호태양광,-1.7122518411151064,-1.365894347369585,-0.24027317438793325,-0.20619191239114382,0.8401875790206494,2.416888889
2022-02-20,서오창1호태양광,-2.157499876103386,-1.540647275646869,-0.2057108622590885,0.3094902418044751,-0.8243618235639639,5.736888889
2022-02-21,서오창1호태양광,-1.5108301110013607,-1.8901531322014369,-0.24027317438793325,0.051649164706665744,-1.1500345327653014,3.323555556
2022-02-22,서오창1호태양광,-1.839465565397472,-1.5503557716622736,-0.2057108622590885,-0.20619191239114382,-0.6072466840964057,5.107555556
2022-02-23,서오창1호태양광,-2.093893013962203,-2.0357805724325067,-0.24027317438793325,-0.37808596378968345,-0.8605476801418904,5.227555556
