날짜,발전기명,최고기온(℃),최저기온(℃),강수량(mm),평균풍속(m/s),평균 전운량(1/10),발전량(kWh)
2021-11-12,당진제2회처리장수상태양광,10.2,2.7,0.6,1.9,5.3,2.480914286
2021-11-13,당진제2회처리장수상태양광,15.1,0.4,,1.1,2.1,2.172342857
2021-11-14,당진제2회처리장수상태양광,17,5.1,0,1.2,3.5,2.326628571
2021-11-15,당진제2회처리장수상태양광,16.6,2.7,,0.6,4.3,2.929371429
2021-11-16,당진제2회처리장수상태양광,14.4,2.6,,0.9,0.5,3.436114286
2021-11-17,당진제2회처리장수상태양광,14.5,0.6,,0.7,3.3,3.309942857
2021-11-18,당진제2회처리장수상태양광,17.2,3.5,0,2.4,5.4,2.2272
2021-11-19,당진제2회처리장수상태양광,17.8,7.7,,1.7,3.6,2.211428571
2021-11-20,당진제2회처리장수상태양광,16.8,4.8,,0.8,6,2.046171429
2021-11-21,당진제2회처리장수상태양광,14.7,5.8,5.1,1.5,8.9,0.9408
2021-11-22,당진제2회처리장수상태양광,8.3,0.7,12,4.2,8.8,1.931657143
2021-11-23,당진제2회처리장수상태양광,4.9,-0.4,5.2,2.2,8.9,0.990171429
2021-11-24,당진제2회처리장수상태양광,11.7,-0.3,,1.9,4.4,1.578514286
2021-11-25,당진제2회처리장수상태양광,13.1,0.4,0,1.5,1.4,3.2016
2021-11-26,당진제2회처리장수상태양광,10.8,-1.8,,1,2.3,3.3072
2021-11-27,당진제2회처리장수상태양광,9.7,-2.2,,1.1,0,3.578057143
2021-11-28,당진제2회처리장수상태양광,11.7,-3.3,,0.9,4.4,3.068571429
2021-11-29,당진제2회처리장수상태양광,14.8,-0.1,,0.7,4.5,2.393142857
2021-11-30,당진제2회처리장수상태양광,10.6,2.5,35.5,4.2,9,0.217371429
2021-12-01,당진제2회처리장수상태양광,3.6,-1.2,0,4.7,5.4,2.357485714
2021-12-02,당진제2회처리장수상태양광,8.8,-3,0.9,2.1,6.3,2.535771429
2021-12-03,당진제2회처리장수상태양광,8.8,0.7,1.7,3.3,2.6,2.885485714
2021-12-04,당진제2회처리장수상태양광,7.4,-3.3,0.3,0.9,2.9,1.7376
2021-12-05,당진제2회처리장수상태양광,9.7,-4.2,,0.8,0.1,3.391542857
2021-12-06,당진제2회처리장수상태양광,12.3,-2.9,,0.9,3,2.8992
2021-12-07,당진제2회처리장수상태양광,11.8,0.6,,1.2,0.9,2.765485714
2021-12-08,당진제2회처리장수상태양광,13.5,2.7,,1.3,2.8,3.161142857
2021-12-09,당진제2회처리장수상태양광,12.4,-0.3,,0.8,7.4,1.188342857
2021-12-10,당진제2회처리장수상태양광,12.6,5.3,1.3,1.2,8,1.385142857
2021-12-11,당진제2회처리장수상태양광,10.6,2.8,,0.7,8.3,1.551085714
2021-12-12,당진제2회처리장수상태양광,6.9,-1.6,,3,4.5,2.810057143
2021-12-13,당진제2회처리장수상태양광,3,-4.4,,1.5,1.4,3.539657143
2021-12-14,당진제2회처리장수상태양광,8.4,-1.7,2.4,1.6,7.9,0.713828571
2021-12-15,당진제2회처리장수상태양광,11.5,0.6,4.7,1.5,5.3,1.184914286
2021-12-16,당진제2회처리장수상태양광,11.6,0.6,0,1.1,9.1,2.200457143
2021-12-17,당진제2회처리장수상태양광,5.2,-5.9,0.1,5.4,5.9,1.081371429
2021-12-18,당진제2회처리장수상태양광,2.6,-8.9,0.9,1.9,4.5,1.968
2021-12-19,당진제2회처리장수상태양광,6.3,-1.7,1.1,1.9,2.3,3.063085714
2021-12-20,당진제2회처리장수상태양광,11.8,-1.4,,2,4.6,2.541257143
2021-12-21,당진제2회처리장수상태양광,11.5,0,,1.4,4.3,2.284114286
2021-12-22,당진제2회처리장수상태양광,8.8,-2.9,,1.3,0,3.171428571
2021-12-23,당진제2회처리장수상태양광,10.4,-4.7,,0.8,3.5,2.733942857
2021-12-24,당진제2회처리장수상태양광,3.6,-4.2,,2.6,7.3,0.312
2021-12-25,당진제2회처리장수상태양광,-4.2,-9.5,0.5,4.4,9.4,2.052342857
2021-12-26,당진제2회처리장수상태양광,-5.2,-10.2,0.6,2.8,4.8,3.1008
2021-12-27,당진제2회처리장수상태양광,-0.6,-12.4,1.6,1.5,5.8,1.591542857
2021-12-28,당진제2회처리장수상태양광,4.5,-7.1,,0.6,4.8,0
2021-12-29,당진제2회처리장수상태양광,7.4,-3.9,0,2.3,6.3,1.045714286
2021-12-30,당진제2회처리장수상태양광,1.2,-3.5,2.2,2.8,5.5,1.049828571
2021-12-31,당진제2회처리장수상태양광,-2.3,-9.2,,3,0.5,3.584914286
2022-01-01,당진제2회처리장수상태양광,2.4,-11.4,,1,3.4,3.032228571
2022-01-02,당진제2회처리장수상태양광,3.8,-6.8,0.1,1.8,2.5,2.641371429
2022-01-03,당진제2회처리장수상태양광,3.6,-9.2,,1,3.4,2.450057143
2022-01-04,당진제2회처리장수상태양광,1.1,-6.6,,1.9,0.2,3.501942857
2022-01-05,당진제2회처리장수상태양광,0.8,-7.7,,1.3,7.8,1.466742857
2022-01-06,당진제2회처리장수상태양광,3.9,-7.3,,1.4,0,3.377828571
2022-01-07,당진제2회처리장수상태양광,5.8,-9.5,,0.7,0.5,3.356571429
2022-01-08,당진제2회처리장수상태양광,6.2,-8.1,,1.1,5.7,1.343314286
2022-01-09,당진제2회처리장수상태양광,5.4,-4.9,,1.1,3.5,2.615314286
2022-01-10,당진제2회처리장수상태양광,5.1,-6.2,1.1,0.9,9.1,1.383771429
2022-01-11,당진제2회처리장수상태양광,0.7,-6.3,,4.6,7,2.947885714
2022-01-12,당진제2회처리장수상태양광,-1.9,-9.7,,1.7,3.3,3.421028571
2022-01-13,당진제2회처리장수상태양광,-2,-7,1.2,3.4,4.1,2.907428571
2022-01-14,당진제2회처리장수상태양광,1.4,-11.1,,1.3,3.6,3.853028571
2022-01-15,당진제2회처리장수상태양광,4.6,-6.2,0.1,1.3,8.5,1.211657143
2022-01-16,당진제2회처리장수상태양광,3.3,-5.1,,3.4,2,3.941485714
2022-01-17,당진제2회처리장수상태양광,1.6,-9.1,0.9,2.2,4,2.498057143
2022-01-18,당진제2회처리장수상태양광,0.8,-12,,1.1,0.1,3.927771429
2022-01-19,당진제2회처리장수상태양광,1.1,-10.3,1.6,1.9,5.6,0.4128
2022-01-20,당진제2회처리장수상태양광,1.3,-12.9,,1.5,0.4,0.257828571
2022-01-21,당진제2회처리장수상태양광,5.4,-10.5,,1.2,3.4,2.571428571
2022-01-22,당진제2회처리장수상태양광,6.3,-6.5,,1.2,8.5,2.158628571
2022-01-23,당진제2회처리장수상태양광,6.6,-2.8,,2.1,4.1,2.799771429
2022-01-24,당진제2회처리장수상태양광,9.2,-1.9,,1.8,4.5,2.9328
2022-01-25,당진제2회처리장수상태양광,5.7,-1.6,0.5,1.1,7.1,0.781028571
2022-01-26,당진제2회처리장수상태양광,6.3,-3,,1.5,5.7,3.421714286
2022-01-27,당진제2회처리장수상태양광,3.4,-5.9,,1.5,3.8,3.768
2022-01-28,당진제2회처리장수상태양광,1.7,-4.9,,1.9,4,4.119085714
2022-01-29,당진제2회처리장수상태양광,0.7,-8.5,,1.8,2,4.274742857
2022-01-30,당진제2회처리장수상태양광,2.1,-9.4,,1.7,1.4,4.303542857
2022-01-31,당진제2회처리장수상태양광,5,-9.6,3.1,1.8,3.5,3.173485714
2022-02-01,당진제2회처리장수상태양광,1.1,-2.5,1.6,2.7,8.6,0.0637714286
2022-02-02,당진제2회처리장수상태양광,0.1,-5.9,,1.7,5.5,2.490514286
2022-02-03,당진제2회처리장수상태양광,1.4,-8.2,,1.4,2.5,4.374171429
2022-02-04,당진제2회처리장수상태양광,-0.2,-6.8,0.2,2.6,6.3,3.918857143
2022-02-05,당진제2회처리장수상태양광,-0.8,-6.3,0.6,3.8,5.6,3.0816
2022-02-06,당진제2회처리장수상태양광,2.7,-7.8,,2.7,2.4,4.285028571
2022-02-07,당진제2회처리장수상태양광,1.6,-8.6,,1.2,5.8,2.303314286
2022-02-08,당진제2회처리장수상태양광,4.9,-5.8,,1.5,4.5,4.110857143
2022-02-09,당진제2회처리장수상태양광,7.4,-7.9,,1,5.5,3.622628571
2022-02-10,당진제2회처리장수상태양광,6.8,-5.2,,1.3,1.9,3.962057143
2022-02-11,당진제2회처리장수상태양광,9.1,-6,,0.9,2,3.621257143
2022-02-12,당진제2회처리장수상태양광,9.4,-2.5,,1.5,4.5,4.057371429
2022-02-13,당진제2회처리장수상태양광,10.6,-0.7,,2,5.6,2.454171429
2022-02-14,당진제2회처리장수상태양광,9.5,-3.9,1.7,2.5,5.3,2.255314286
2022-02-15,당진제2회처리장수상태양광,-0.3,-4.9,0.6,4.4,7.3,2.829942857
2022-02-16,당진제2회처리장수상태양광,-3.1,-6.5,,4.2,7,4.084114286
2022-02-17,당진제2회처리장수상태양광,-2.9,-9.3,,2.8,2.3,4.974171429
2022-02-18,당진제2회처리장수상태양광,5.8,-10.7,,1.5,6.3,4.387885714
2022-02-19,당진제2회처리장수상태양광,3.7,-3.8,,2.5,8.5,2.857371429
2022-02-20,당진제2회처리장수상태양광,-0.7,-5.6,,4.1,2.3,5.124342857
2022-02-21,당진제2회처리장수상태양광,5.3,-9.5,,3.1,3.4,4.752
2022-02-22,당진제2회처리장수상태양광,1,-6.4,0,2.7,5.3,4.354971429
2022-02-23,당진제2회처리장수상태양광,-1.5,-10.8,,2.3,2.8,5.2944
2022-02-24,당진제2회처리장수상태양광,4.2,-10.2,,1.7,0.9,5.016
2022-02-25,당진제2회처리장수상태양광,8.4,-6.3,,1.8,3.1,2.712685714
2022-02-26,당진제2회처리장수상태양광,8.8,-2.1,,4.3,6.8,2.652342857
2022-02-27,당진제2회처리장수상태양광,8.8,-4.4,,2.6,0.3,4.997485714
2022-02-28,당진제2회처리장수상태양광,12.4,-2.2,,1.4,6,3.375085714
2022-03-01,당진제2회처리장수상태양광,8.7,-1.5,0.7,2,5.9,2.364342857
2022-03-02,당진제2회처리장수상태양광,8.7,-6.4,,1.9,0,5.376685714
2022-03-03,당진제2회처리장수상태양광,11.5,-3,,1.4,0.4,5.032457143
2022-03-04,당진제2회처리장수상태양광,12.4,-1.4,,4,5.3,3.357942857
2022-03-05,당진제2회처리장수상태양광,6,-0.4,,4.9,0.5,5.038628571
2022-03-06,당진제2회처리장수상태양광,5,-3.8,,3.1,2.9,5.513142857
2022-03-07,당진제2회처리장수상태양광,9.5,-5.4,,1.1,5,4.169828571
2022-03-08,당진제2회처리장수상태양광,11.3,-4.6,,1.3,3.3,4.626514286
2022-03-09,당진제2회처리장수상태양광,14.4,-1,,1.4,3.3,4.804114286
2022-03-10,당진제2회처리장수상태양광,13.8,-2,,1.7,8.8,3.224914286
2022-03-11,당진제2회처리장수상태양광,16.7,2.3,,1.5,6.3,2.112
2022-03-12,당진제2회처리장수상태양광,15.8,5.3,,2.3,8.8,2.123657143
2022-03-13,당진제2회처리장수상태양광,13.1,9.3,19.1,2.1,9.3,0.829714286
2022-03-14,당진제2회처리장수상태양광,10.1,3.7,4.9,2.9,9.4,0.2688
2022-03-15,당진제2회처리장수상태양광,13.6,-1,,1.5,2.6,4.900114286
2022-03-16,당진제2회처리장수상태양광,16.6,-0.2,,1.7,5.1,4.461942857
2022-03-17,당진제2회처리장수상태양광,10.6,6.4,1.2,2.6,10,1.380342857
2022-03-18,당진제2회처리장수상태양광,9.3,5.6,1,3.9,8.5,1.924114286
2022-03-19,당진제2회처리장수상태양광,6.3,0.9,9.1,2.8,7.8,1.433828571
2022-03-20,당진제2회처리장수상태양광,8.6,-0.5,,1.9,7.5,4.610057143
2022-03-21,당진제2회처리장수상태양광,11.1,-2.7,,1.5,7,3.874285714
2022-03-22,당진제2회처리장수상태양광,10.5,-0.3,,2.1,2.8,5.594057143
2022-03-23,당진제2회처리장수상태양광,9.4,0.7,,1.4,7.8,2.110628571
2022-03-24,당진제2회처리장수상태양광,12.7,0.8,,2.3,4.6,3.469028571
2022-03-25,당진제2회처리장수상태양광,18.2,3.7,12.6,2.7,8.3,2.2992
2022-03-26,당진제2회처리장수상태양광,13.9,5.8,23.1,3.9,6.8,2.772342857
2022-03-27,당진제2회처리장수상태양광,12.2,0.2,,2.7,0.5,4.821257143
2022-03-28,당진제2회처리장수상태양광,13.6,-1.6,,1.6,0.3,5.984914286
2022-03-29,당진제2회처리장수상태양광,15.7,-1.3,,1.7,0.9,5.790857143
2022-03-30,당진제2회처리장수상태양광,14.6,2,0.4,1.5,6.8,1.506514286
2022-03-31,당진제2회처리장수상태양광,11.7,5.1,,2.3,8.5,3.916114286
2022-04-01,당진제2회처리장수상태양광,13.9,0.9,,2.1,4.5,6.289371429
2022-04-02,당진제2회처리장수상태양광,12.4,-2.4,,1.6,1.3,6.0288
2022-04-03,당진제2회처리장수상태양광,14.8,-1.6,,1.5,0.8,6.078857143
2022-04-04,당진제2회처리장수상태양광,16,-0.9,,1.4,1.1,6.149485714
2022-04-05,당진제2회처리장수상태양광,14.7,-0.5,,1.8,5.8,5.1936
2022-04-06,당진제2회처리장수상태양광,16.4,3.7,,1.5,6.4,5.511771429
2022-04-07,당진제2회처리장수상태양광,15.9,3.6,0.4,2.4,4.3,5.9808
2022-04-08,당진제2회처리장수상태양광,19.3,1.3,,1.7,0.8,6.042514286
2022-04-09,당진제2회처리장수상태양광,20.4,8.7,0,4.7,0.9,5.063314286
2022-04-10,당진제2회처리장수상태양광,21.8,11.7,,3.4,4.1,5.764114286
2022-04-11,당진제2회처리장수상태양광,24.5,10.5,,2.3,3.8,5.570057143
2022-04-12,당진제2회처리장수상태양광,21.4,12.5,,3.4,7.6,4.504457143
2022-04-13,당진제2회처리장수상태양광,13.1,9.3,16.9,3.1,10,0.390171429
2022-04-14,당진제2회처리장수상태양광,13.2,8.1,10,4.2,8.8,3.793371429
2022-04-15,당진제2회처리장수상태양광,16.1,5.5,,2.2,3,6.2448
2022-04-16,당진제2회처리장수상태양광,17.5,5.5,,2.2,2.1,6.325714286
2022-04-17,당진제2회처리장수상태양광,17.6,2.3,,1.7,3.9,6.243428571
2022-04-18,당진제2회처리장수상태양광,19.2,7.5,,1.9,6.1,5.112
2022-04-19,당진제2회처리장수상태양광,19.1,4.7,,1.9,1.8,5.875885714
2022-04-20,당진제2회처리장수상태양광,19.4,5.2,,1.9,3,6.169371429
2022-04-21,당진제2회처리장수상태양광,19.4,4.8,,2.7,2,4.893257143
2022-04-22,당진제2회처리장수상태양광,18.1,10.1,,4.1,6,2.2416
2022-04-23,당진제2회처리장수상태양광,24.9,8,,1.3,7.4,5.085257143
2022-04-24,당진제2회처리장수상태양광,21.8,10.2,,1.9,6,5.048914286
2022-04-25,당진제2회처리장수상태양광,24.4,15,3.2,1.4,9.8,2.685257143
2022-04-26,당진제2회처리장수상태양광,23.5,12.4,3.6,2.8,5.9,5.589942857
2022-04-27,당진제2회처리장수상태양광,18.9,8.9,,2.4,1,6.198171429
2022-04-28,당진제2회처리장수상태양광,22.8,7.4,,1.8,5.5,5.195657143
2022-04-29,당진제2회처리장수상태양광,16.2,9.8,18.1,2.6,8.9,4.369371429
2022-04-30,당진제2회처리장수상태양광,17.4,7.7,,2,7.6,4.815771429
2022-05-01,당진제2회처리장수상태양광,17.6,4.1,,2.8,2.6,6.437485714
2022-05-02,당진제2회처리장수상태양광,17.8,5.3,,2.1,1.8,6.477942857
2022-05-03,당진제2회처리장수상태양광,18.3,3.5,,2.2,0.4,6.362057143
2022-05-04,당진제2회처리장수상태양광,20.6,7.8,,3.2,1.5,6.144685714
2022-05-05,당진제2회처리장수상태양광,22.8,6.9,,2,1.1,6.424457143
2022-05-06,당진제2회처리장수상태양광,24.9,10.5,,1.8,5,6.085028571
2022-05-07,당진제2회처리장수상태양광,20.7,10.8,,2.6,6.9,5.278628571
2022-05-08,당진제2회처리장수상태양광,20.3,10.7,0.5,2.1,9.6,2.171657143
2022-05-09,당진제2회처리장수상태양광,22.9,11.2,,2.5,5.1,6.540342857
2022-05-10,당진제2회처리장수상태양광,24.7,10.7,0,1.9,6.3,6.109028571
2022-05-11,당진제2회처리장수상태양광,22.6,13.3,0.3,1.6,8.6,5.247085714
2022-05-12,당진제2회처리장수상태양광,25.2,11.8,,2,5.3,6.2544
2022-05-13,당진제2회처리장수상태양광,21.7,12.9,,2.6,6.1,4.614857143
2022-05-14,당진제2회처리장수상태양광,19.3,7.2,,3,4.4,5.663314286
2022-05-15,당진제2회처리장수상태양광,19.9,6.5,,2.3,1.4,6.688457143
2022-05-16,당진제2회처리장수상태양광,20.6,6.2,,3,0.1,6.363428571
2022-05-17,당진제2회처리장수상태양광,22.3,12,,3.4,0.1,5.9952
2022-05-18,당진제2회처리장수상태양광,23.1,15.2,,4,3.5,4.845942857
2022-05-19,당진제2회처리장수상태양광,22,15.3,,3.7,6.8,4.400228571
2022-05-20,당진제2회처리장수상태양광,23.9,13,,2.1,4.7,5.626285714
2022-05-21,당진제2회처리장수상태양광,23.2,13.4,,2.4,4.1,5.0832
2022-05-22,당진제2회처리장수상태양광,22,13.9,,3.4,3.5,6.003428571
2022-05-23,당진제2회처리장수상태양광,25.8,15.3,,2.4,3.1,5.657828571
2022-05-24,당진제2회처리장수상태양광,27.6,12.5,,1.5,0.8,6.226285714
2022-05-25,당진제2회처리장수상태양광,25.5,13.5,2,2.2,4.9,4.731428571
2022-05-26,당진제2회처리장수상태양광,22.5,12.1,,3.1,1,6.712457143
2022-05-27,당진제2회처리장수상태양광,25.3,15.3,,3,1.8,6.754285714
2022-05-28,당진제2회처리장수상태양광,24.7,15.7,,3.6,4,6.150171429
2022-05-29,당진제2회처리장수상태양광,26.5,17.5,,2.5,6.8,4.767085714
2022-05-30,당진제2회처리장수상태양광,23.2,13.9,0.1,2.1,5.8,2.225142857
2022-05-31,당진제2회처리장수상태양광,25.3,9.8,,2.2,2,6.269485714
2022-06-01,당진제2회처리장수상태양광,27.4,14.9,,2.7,1.4,6.5664
2022-06-02,당진제2회처리장수상태양광,25.2,14.3,,2.2,3.5,6.041142857
2022-06-03,당진제2회처리장수상태양광,28,18.4,,2.2,4.1,5.573485714
2022-06-04,당진제2회처리장수상태양광,29.8,18.3,,1.5,7.4,4.2864
2022-06-05,당진제2회처리장수상태양광,22.9,17.7,0,2.2,9.5,1.839085714
2022-06-06,당진제2회처리장수상태양광,23.9,17.3,0.1,2.4,5.8,4.503771429
2022-06-07,당진제2회처리장수상태양광,23.4,14.5,,2.6,6.8,3.767314286
2022-06-08,당진제2회처리장수상태양광,23.9,14.6,0,1.5,5.3,5.930057143
2022-06-09,당진제2회처리장수상태양광,25.9,15.3,0.1,1.5,5.3,4.944
2022-06-10,당진제2회처리장수상태양광,27.1,14.8,0,1.7,6.3,3.999771429
2022-06-11,당진제2회처리장수상태양광,29.5,16.4,,2.2,2.9,6.169371429
2022-06-12,당진제2회처리장수상태양광,27.3,18.6,,2.4,5.8,5.088685714
2022-06-13,당진제2회처리장수상태양광,29.5,18.8,,2.4,6.8,5.469942857
2022-06-14,당진제2회처리장수상태양광,24.2,15.4,1.4,3.4,7.5,4.178742857
2022-06-15,당진제2회처리장수상태양광,23.2,15,18.1,3,8,2.459657143
2022-06-16,당진제2회처리장수상태양광,25,16.7,,1.9,4,6.137142857
2022-06-17,당진제2회처리장수상태양광,26.4,15.9,,2.3,6.6,1.872685714
2022-06-18,당진제2회처리장수상태양광,25.3,20,,2.7,6.4,2.856685714
2022-06-19,당진제2회처리장수상태양광,26.1,20.7,0,2.3,6,1.968
2022-06-20,당진제2회처리장수상태양광,29.6,20.5,,1.5,3.6,5.509714286
2022-06-21,당진제2회처리장수상태양광,29.9,19.4,,2.2,2.9,4.704685714
2022-06-22,당진제2회처리장수상태양광,30.2,20.6,,1.8,4.5,4.154057143
2022-06-23,당진제2회처리장수상태양광,28.2,20.7,31.2,3.8,9.4,0.975085714
2022-06-24,당진제2회처리장수상태양광,23.8,20.1,9.5,3.5,6.8,3.090514286
2022-06-25,당진제2회처리장수상태양광,27.3,21.3,,3.4,4.5,4.439314286
2022-06-26,당진제2회처리장수상태양광,26.8,23.2,0.1,4.8,7.9,2.843657143
2022-06-27,당진제2회처리장수상태양광,28.1,24.6,0.5,5.1,9.8,1.206171429
2022-06-28,당진제2회처리장수상태양광,27.3,24.4,0.2,6.7,9.1,1.174628571
2022-06-29,당진제2회처리장수상태양광,25.8,22.1,209.6,4.9,9.4,1.248685714
2022-06-30,당진제2회처리장수상태양광,26.7,22.1,81.6,3.9,8.1,0.526628571
2021-06-01,당진태양광,25.8,14.8,,2,8.3,4.051968
2021-06-02,당진태양광,29.2,16.1,,1.8,3.9,4.860192
2021-06-03,당진태양광,22.1,13.9,19,1.2,9.3,0.63984
2021-06-04,당진태양광,23,11.6,,2.8,2.1,5.751456
2021-06-05,당진태양광,23.6,16.6,,3.8,6.1,4.49616
2021-06-06,당진태양광,24.4,17.9,,3.3,3.6,5.102304
2021-06-07,당진태양광,26.7,16.2,,1.9,7.1,2.963616
2021-06-08,당진태양광,27.8,17.5,,1.5,7.6,3.456
2021-06-09,당진태양광,32.2,17.4,,1.3,5.3,4.921632
2021-06-10,당진태양광,30.2,20.1,7.2,2.2,9.3,2.51184
2021-06-11,당진태양광,26.3,18.1,5.6,2.7,6.5,2.832384
2021-06-12,당진태양광,29.2,17,,2,5.3,4.98096
2021-06-13,당진태양광,29,17.4,,1.4,5.1,4.997376
2021-06-14,당진태양광,27.2,17.6,,1.5,7.8,3.790656
2021-06-15,당진태양광,24.8,19.9,1.8,1.8,8,2.06976
2021-06-16,당진태양광,29.6,20.2,,3.2,4.8,5.03424
2021-06-17,당진태양광,24.8,19.5,0,2.1,10,1.24992
2021-06-18,당진태양광,21.7,18.5,11.1,2.4,8.3,1.049952
2021-06-19,당진태양광,26,17.8,,1.7,3.8,5.017056
2021-06-20,당진태양광,27,16.8,,3.3,4.8,4.740768
2021-06-21,당진태양광,29.4,18.2,,1.6,1.9,5.478144
2021-06-22,당진태양광,27.8,18.4,,1.7,6,4.20864
2021-06-23,당진태양광,25.3,18.2,22.3,1.9,6.1,3.748704
2021-06-24,당진태양광,26.6,17.3,,1.4,4.5,4.698816
2021-06-25,당진태양광,28.3,16.7,0,1.4,5.6,5.135808
2021-06-26,당진태양광,28,20.6,0.2,1.4,8.1,3.113472
2021-06-27,당진태양광,30.5,19,,1.7,5.4,5.024928
2021-06-28,당진태양광,28.5,20.1,2.8,1,6.5,4.842624
2021-06-29,당진태양광,28.7,19.1,,1.4,5.6,4.728288
2021-06-30,당진태양광,30.3,19.4,0.9,1,6.6,4.412928
2021-07-01,당진태양광,32.3,19.3,,1.5,5.4,4.454304
2021-07-02,당진태양광,32.4,21.1,,1.8,4.1,4.422336
2021-07-03,당진태양광,27.5,21.3,67.1,2.6,9.2,1.340448
2021-07-04,당진태양광,24,20.4,13.1,4,8.1,0.864576
2021-07-05,당진태양광,25.6,18.8,0.1,1.5,9.5,2.997216
2021-07-06,당진태양광,27.6,20.3,14.5,1.5,9.3,2.822304
2021-07-07,당진태양광,26.9,22,6,1.5,9.1,2.002368
2021-07-08,당진태양광,28.7,22.3,0.3,1.7,7.5,2.959872
2021-07-09,당진태양광,29.2,21.9,2.2,1.5,4.8,4.288032
2021-07-10,당진태양광,28.6,23.1,0.3,2.6,5.9,3.922176
2021-07-11,당진태양광,27.7,23.3,1.8,2.2,7.8,1.733376
2021-07-12,당진태양광,32.5,23.2,,1.7,5.6,3.018816
2021-07-13,당진태양광,31.8,24.2,,1.9,7.5,2.126112
2021-07-14,당진태양광,32.5,23.5,,2.6,7.6,4.463136
2021-07-15,당진태양광,32.8,23.2,,1.7,5.8,5.260608
2021-07-16,당진태양광,33.6,23.1,6.8,1.8,5.6,5.004672
2021-07-17,당진태양광,32.8,22.2,4.3,1.7,5.9,4.948992
2021-07-18,당진태양광,32.9,22.3,0,1.2,6.5,4.920288
2021-07-19,당진태양광,31.9,22.3,2.6,1.1,8.1,3.414048
2021-07-20,당진태양광,34.1,23.1,,1.3,6.3,4.492704
2021-07-21,당진태양광,35.6,23.7,,1.9,1.9,5.223264
2021-07-22,당진태양광,35.2,21.3,,1.6,2.9,4.88112
2021-07-23,당진태양광,35.7,23.3,,1.7,3,5.174496
2021-07-24,당진태양광,35.7,24.3,,1.5,4,4.856448
2021-07-25,당진태양광,34.7,24.1,0,1.4,6.4,4.39344
2021-07-26,당진태양광,34.9,23.7,,1.6,2.1,5.03568
2021-07-27,당진태양광,35.8,22.7,,1.4,2,4.995168
2021-07-28,당진태양광,34.1,23.3,,1.1,5.6,4.841472
2021-07-29,당진태양광,34.2,23.4,,1.4,6,4.248288
2021-07-30,당진태양광,33.6,22.7,2.5,2.1,4.9,3.872928
2021-07-31,당진태양광,33.3,25.1,0,2.1,4.1,4.776288
2021-08-01,당진태양광,27.8,24,15.6,1.1,9.6,0.905952
2021-08-02,당진태양광,29.3,23.7,1.1,1.2,7.6,2.260032
2021-08-03,당진태양광,32.1,22.7,,1.5,7,3.899328
2021-08-04,당진태양광,32.7,23.9,,1.6,5.1,4.075104
2021-08-05,당진태양광,34.5,24.4,0,1.5,5.8,5.051808
2021-08-06,당진태양광,34.3,22.8,0.1,1.7,7.4,3.504096
2021-08-07,당진태양광,31.7,21.3,,1.5,4.9,4.02192
2021-08-08,당진태양광,33.4,21.9,0,1.7,7.3,3.837792
2021-08-09,당진태양광,33.9,22.9,,1.7,4.3,4.721184
2021-08-10,당진태양광,32.2,22.2,,1.6,3.5,5.157792
2021-08-11,당진태양광,32.8,22.3,,1.5,5,4.707072
2021-08-12,당진태양광,33.1,23.4,1.9,1.4,8.3,2.695488
2021-08-13,당진태양광,29.9,22.9,,1.4,9.6,2.126688
2021-08-14,당진태양광,30.6,23.6,,2,8.6,2.915808
2021-08-15,당진태양광,33.5,21.5,,2.3,3.5,5.029344
2021-08-16,당진태양광,31.8,20.8,,1.8,3.5,4.527072
2021-08-17,당진태양광,31.8,21.9,,2.2,4.8,4.8216
2021-08-18,당진태양광,31.1,20.3,3,2.4,7.1,3.90192
2021-08-19,당진태양광,31,20.5,6.6,2.4,6.6,4.556352
2021-08-20,당진태양광,31.1,19.9,0.2,1.7,7,3.069216
2021-08-21,당진태양광,27.8,22.3,27.7,3.4,6.1,2.238432
2021-08-22,당진태양광,29.8,20.9,0,1.5,8.1,2.414496
2021-08-23,당진태양광,23.6,20.1,59.8,2.1,9.6,0.496704
2021-08-24,당진태양광,27.4,21.4,14.7,3.1,8.6,1.901856
2021-08-25,당진태양광,27.2,21,3.1,1.1,6.9,2.261568
2021-08-26,당진태양광,26.5,21,,2.1,9.3,1.809696
2021-08-27,당진태양광,25,18.7,15.8,1.3,9.5,0.552
2021-08-28,당진태양광,26.8,18.1,1.1,0.7,9.6,2.527008
2021-08-29,당진태양광,27.3,18,23.9,1.5,8.4,2.727648
2021-08-30,당진태양광,26.2,19.9,0.1,0.7,8.6,1.656
2021-08-31,당진태양광,25.4,18.9,43.1,2,8.8,0.367776
2021-09-01,당진태양광,24.6,20.8,93.4,1.7,8.6,0.687264
2021-09-02,당진태양광,29,20.3,5.9,1.8,6.9,3.583008
2021-09-03,당진태양광,29.3,19.2,,1.9,2.1,5.123136
2021-09-04,당진태양광,28.3,18.5,,2.2,6.3,4.569696
2021-09-05,당진태양광,24.1,18.7,0.7,2.4,7,1.770048
2021-09-06,당진태양광,23,18.3,37.9,2.6,10,1.341504
2021-09-07,당진태양광,25.4,19.3,4.2,2.8,9.5,0.685824
2021-09-08,당진태양광,27.3,17.2,,1.6,3.8,5.296224
2021-09-09,당진태양광,28.3,16.2,,0.9,6.8,4.218624
2021-09-10,당진태양광,28.2,18.3,,1.3,4.9,4.346304
2021-09-11,당진태양광,29.5,19.4,,1.1,2,5.124192
