날짜,발전기명,최고기온(℃),최저기온(℃),강수량(mm),평균풍속(m/s),평균 전운량(1/10),발전량(kWh)
2021-06-01,광양항광양냉장태양광,28.8,15.4,,0.9,4.9,4.244454
2021-06-02,광양항광양냉장태양광,28.6,17.7,,0.8,7.9,3.248909
2021-06-03,광양항광양냉장태양광,20.6,17.9,22,1.2,9.6,0.72991
2021-06-04,광양항광양냉장태양광,27,16.8,1.5,1.7,7.5,4.507685
2021-06-05,광양항광양냉장태양광,27,14,,1.5,5.8,4.013043
2021-06-06,광양항광양냉장태양광,27.7,17,,1.1,2.5,4.278685
2021-06-07,광양항광양냉장태양광,28.7,16.7,,0.9,4,4.040043
2021-06-08,광양항광양냉장태양광,30.4,18.5,,1.1,5.1,4.194316
2021-06-09,광양항광양냉장태양광,30.8,19,,1.2,4,4.371249
2021-06-10,광양항광양냉장태양광,26.4,19.2,0,1.2,8.9,2.115959
2021-06-11,광양항광양냉장태양광,24.1,19.1,52,1,7.8,1.84116
2021-06-12,광양항광양냉장태양광,28.2,20.6,,1.6,6.6,3.770062
2021-06-13,광양항광양냉장태양광,30.1,21.4,,1,6.5,3.889625
2021-06-14,광양항광양냉장태양광,27.2,20.8,,1.4,7.6,1.88021
2021-06-15,광양항광양냉장태양광,22.3,19.7,19,2.5,7.8,0.686036
2021-06-16,광양항광양냉장태양광,25.4,19.2,0.5,4.2,5.4,2.777408
2021-06-17,광양항광양냉장태양광,26.3,19.2,1.5,1.8,8.9,2.703646
2021-06-18,광양항광양냉장태양광,26,19,2,0.7,9.1,1.633372
2021-06-19,광양항광양냉장태양광,30.2,18.6,,0.7,2.4,4.57566
2021-06-20,광양항광양냉장태양광,30.4,18.5,,1,6.6,4.149963
2021-06-21,광양항광양냉장태양광,31.6,19.9,,1.1,4.9,4.24783
2021-06-22,광양항광양냉장태양광,27.7,19.3,,1.1,5.9,3.604701
2021-06-23,광양항광양냉장태양광,26.4,19.4,0.2,0.9,7,2.528159
2021-06-24,광양항광양냉장태양광,26.9,18.9,,1,7,3.578185
2021-06-25,광양항광양냉장태양광,28.6,18.4,,0.8,7.6,4.028472
2021-06-26,광양항광양냉장태양광,28.3,20.2,0,1,6.9,3.515031
2021-06-27,광양항광양냉장태양광,29.5,19.1,,1.2,4.8,4.015454
2021-06-28,광양항광양냉장태양광,29.2,21.5,0.1,1.6,6.5,3.062332
2021-06-29,광양항광양냉장태양광,28.7,21.3,,0.9,7.6,3.387272
2021-06-30,광양항광양냉장태양광,29.5,21,,1.2,6.7,3.349187
2021-07-01,광양항광양냉장태양광,31.3,19.9,,1.3,3.9,4.222279
2021-07-02,광양항광양냉장태양광,30.5,21.8,,1.1,6.8,3.291333
2021-07-03,광양항광양냉장태양광,25,21.5,45.5,2.3,9.6,0.42811
2021-07-04,광양항광양냉장태양광,28,22.1,9,2.4,8.4,2.781747
2021-07-05,광양항광양냉장태양광,23.1,20.5,57.5,0.5,10,0.521155
2021-07-06,광양항광양냉장태양광,24.1,20.7,206.5,1,10,0.252141
2021-07-07,광양항광양냉장태양광,28.7,22.8,38.5,1.5,9.6,0.987832
2021-07-08,광양항광양냉장태양광,29.7,23,6.6,0.6,9.8,2.019057
2021-07-09,광양항광양냉장태양광,29.7,23,13,1.3,7.5,2.796208
2021-07-10,광양항광양냉장태양광,30.1,22.6,,1.1,5.4,3.091259
2021-07-11,광양항광양냉장태양광,31.9,22.9,0,1.1,5.5,3.279759
2021-07-12,광양항광양냉장태양광,32.6,24.8,,1.1,6.6,3.919998
2021-07-13,광양항광양냉장태양광,32.4,24.9,,1.1,6.4,4.167318
2021-07-14,광양항광양냉장태양광,32.1,25.3,,1.1,7,3.728602
2021-07-15,광양항광양냉장태양광,32.3,23.7,,0.9,5.5,3.486585
2021-07-16,광양항광양냉장태양광,32.5,23.1,0.5,1,6.1,3.306277
2021-07-17,광양항광양냉장태양광,30,23,0.5,2.1,7.5,2.866597
2021-07-18,광양항광양냉장태양광,31.3,23.8,0,2.6,6.3,3.232032
2021-07-19,광양항광양냉장태양광,30.8,22.9,0.5,1.7,9.5,3.228177
2021-07-20,광양항광양냉장태양광,29.5,25.3,0,1.8,10,2.135727
2021-07-21,광양항광양냉장태양광,32.5,25.2,,2.2,6.8,3.079689
2021-07-22,광양항광양냉장태양광,32.4,25,,2.5,4.9,3.392093
2021-07-23,광양항광양냉장태양광,32.3,24.8,,2.2,7.8,3.789831
2021-07-24,광양항광양냉장태양광,32.3,25.9,,2.4,8.1,3.657249
2021-07-25,광양항광양냉장태양광,32.3,25.4,,2.9,6.4,3.991832
2021-07-26,광양항광양냉장태양광,32.4,25.1,,2.7,5.6,3.769099
2021-07-27,광양항광양냉장태양광,33.2,24,,1.5,3.3,4.281576
2021-07-28,광양항광양냉장태양광,33.9,24.3,,1.1,3.6,4.158159
2021-07-29,광양항광양냉장태양광,33.8,24,,1,5.8,3.840934
2021-07-30,광양항광양냉장태양광,33.4,23.8,,1,5.9,4.044864
2021-07-31,광양항광양냉장태양광,34.8,25.6,1,1,6.8,3.708352
2021-08-01,광양항광양냉장태양광,35.3,26.4,0,1.1,8,3.834181
2021-08-02,광양항광양냉장태양광,32.3,24.8,24,0.8,8.3,3.340025
2021-08-03,광양항광양냉장태양광,31.6,25,0.5,0.7,6.8,2.729678
2021-08-04,광양항광양냉장태양광,34.3,24.1,,0.8,3.1,3.988939
2021-08-05,광양항광양냉장태양광,35.1,24.6,,0.7,2.9,3.843345
2021-08-06,광양항광양냉장태양광,36.5,25.3,,1,2.5,3.960496
2021-08-07,광양항광양냉장태양광,36.2,25.4,0,1.2,6,3.837076
2021-08-08,광양항광양냉장태양광,29.4,23.7,7.5,1.7,8.9,1.540327
2021-08-09,광양항광양냉장태양광,32.5,22.6,77.5,0.9,6.1,2.961573
2021-08-10,광양항광양냉장태양광,30.5,23.2,1,1.1,7.8,3.212749
2021-08-11,광양항광양냉장태양광,29.9,23.2,0.3,1.3,6.1,3.033888
2021-08-12,광양항광양냉장태양광,30.3,22.5,0.5,1.3,7.6,2.775961
2021-08-13,광양항광양냉장태양광,28,23.7,0.5,1.7,10,1.322897
2021-08-14,광양항광양냉장태양광,26.2,21.6,8,2,9.1,1.792948
2021-08-15,광양항광양냉장태양광,30.4,21.5,,1.8,7.4,3.692925
2021-08-16,광양항광양냉장태양광,29.3,22.3,,2.8,6.8,2.596137
2021-08-17,광양항광양냉장태양광,30.3,23,,2.3,7.4,2.580225
2021-08-18,광양항광양냉장태양광,29.7,21.9,0.5,2.1,7.4,3.803329
2021-08-19,광양항광양냉장태양광,30.8,20.9,8,1,5.6,3.793206
2021-08-20,광양항광양냉장태양광,29.8,20.2,,1.3,4,3.746922
2021-08-21,광양항광양냉장태양광,25.2,21.6,62.5,1.6,8.8,0.255515
2021-08-22,광양항광양냉장태양광,30.3,21.7,,1,7.8,3.239263
2021-08-23,광양항광양냉장태양광,25,22.4,83,1.6,9.9,0.972888
2021-08-24,광양항광양냉장태양광,29,23.2,17,1.7,9,1.270347
2021-08-25,광양항광양냉장태양광,26.4,23.2,27,0.3,8,0.720747
2021-08-26,광양항광양냉장태양광,31.6,22.5,,0.7,4.5,3.756564
2021-08-27,광양항광양냉장태양광,31.7,22.6,3,1.3,7.5,2.423542
2021-08-28,광양항광양냉장태양광,31.3,23.2,0,0.7,8.1,2.873349
2021-08-29,광양항광양냉장태양광,31,23.8,21.5,0.9,7.6,2.30832
2021-08-30,광양항광양냉장태양광,31.6,23.1,12,0.7,7.1,3.022801
2021-08-31,광양항광양냉장태양광,31.4,22.6,,0.8,6.9,3.107168
2021-09-01,광양항광양냉장태양광,29.1,23.5,40.5,1.1,9.4,1.193692
2021-09-02,광양항광양냉장태양광,25.4,19.8,7.5,1.6,8.1,1.105951
2021-09-03,광양항광양냉장태양광,24.7,19.3,0.2,2.8,7.1,2.142957
2021-09-04,광양항광양냉장태양광,26.8,20.4,0,1.9,9.6,2.641938
2021-09-05,광양항광양냉장태양광,23.2,20.1,0.5,2.7,10,1.141144
2021-09-06,광양항광양냉장태양광,21.5,17.1,17,2.7,9.8,0.541405
2021-09-07,광양항광양냉장태양광,26.1,20.9,2,1.3,9.1,0.998923
2021-09-08,광양항광양냉장태양광,28.4,20.2,,1,6.6,3.422946
2021-09-09,광양항광양냉장태양광,29.5,19,,0.6,7.3,2.889738
2021-09-10,광양항광양냉장태양광,24.9,20.7,1.5,0.3,8.9,0.907805
2021-09-11,광양항광양냉장태양광,30.2,19.4,,0.7,1.5,3.581558
2021-09-12,광양항광양냉장태양광,30.1,20.2,,0.9,7.8,2.953377
2021-09-13,광양항광양냉장태양광,25.3,22.2,,3.3,10,1.643015
2021-09-14,광양항광양냉장태양광,23.9,19.1,9,4.4,9.4,1.117038
2021-09-15,광양항광양냉장태양광,27.4,21.4,,4.5,7.4,2.850688
2021-09-16,광양항광양냉장태양광,22.7,20.3,0.4,4,8.1,0.912624
2021-09-17,광양항광양냉장태양광,25.5,19.4,7,4.5,8.3,1.330609
2021-09-18,광양항광양냉장태양광,27.6,20,,1,5.8,2.414385
2021-09-19,광양항광양냉장태양광,27.3,18.4,,1.5,3.6,3.70739
2021-09-20,광양항광양냉장태양광,25.4,19.7,0,2.6,6.8,2.141513
2021-09-21,광양항광양냉장태양광,26.6,19.3,3,1.4,5.6,1.537917
2021-09-22,광양항광양냉장태양광,28.3,18.2,6.5,0.9,3.6,3.056548
2021-09-23,광양항광양냉장태양광,27.5,18,,1.4,3,3.348702
2021-09-24,광양항광양냉장태양광,26.6,16.8,,1.5,5,3.403182
2021-09-25,광양항광양냉장태양광,26.4,19.2,,2.7,5.6,1.709546
2021-09-26,광양항광양냉장태양광,26,20.1,0,2.4,8.8,2.306876
2021-09-27,광양항광양냉장태양광,26.8,19.9,0,2.4,7.3,3.289886
2021-09-28,광양항광양냉장태양광,24.9,20.1,0.5,1.5,8,1.302167
2021-09-29,광양항광양냉장태양광,26.6,20.7,41,0.4,8.4,0.94107
2021-09-30,광양항광양냉장태양광,26.6,19.5,10,1.3,4.3,2.588423
2021-10-01,광양항광양냉장태양광,28.9,16.7,,0.7,0.7,3.332794
2021-10-02,광양항광양냉장태양광,29.7,17.8,,0.7,0,3.319296
2021-10-03,광양항광양냉장태양광,28.9,18.3,,0.7,3.1,3.228178
2021-10-04,광양항광양냉장태양광,30.1,21.6,,1.2,5,2.893113
2021-10-05,광양항광양냉장태양광,30.3,19.9,,0.9,0.6,3.207445
2021-10-06,광양항광양냉장태양광,28.2,19.1,,0.8,2,3.076313
2021-10-07,광양항광양냉장태양광,28.4,19.2,,0.7,5.1,2.686289
2021-10-08,광양항광양냉장태양광,27.4,20.1,0.3,1.2,8.4,2.100531
2021-10-09,광양항광양냉장태양광,28.3,20.8,,2,3.4,3.006408
2021-10-10,광양항광양냉장태양광,29.4,19.5,26,0.7,6,1.828142
2021-10-11,광양항광양냉장태양광,22.8,16.9,17.5,1.3,9.5,0.519227
2021-10-12,광양항광양냉장태양광,19.2,16.9,2.5,3.7,6.8,1.407265
2021-10-13,광양항광양냉장태양광,23.8,16.9,,2.6,7,2.359905
2021-10-14,광양항광양냉장태양광,27.4,17.4,,0.9,3.5,2.906613
2021-10-15,광양항광양냉장태양광,25.4,15.5,0.5,0.6,6.9,2.211416
2021-10-16,광양항광양냉장태양광,18.3,8.6,11,1.5,9.6,0.807045
2021-10-17,광양항광양냉장태양광,16.2,3.5,,1.2,0.9,3.50105
2021-10-18,광양항광양냉장태양광,18.6,3.8,,0.7,2.3,3.364614
2021-10-19,광양항광양냉장태양광,19.6,9,,1.4,4.8,2.923487
2021-10-20,광양항광양냉장태양광,17.2,6.3,,0.8,7.5,2.297713
2021-10-21,광양항광양냉장태양광,19.2,7.7,,0.9,5.6,2.579264
2021-10-22,광양항광양냉장태양광,18.3,7.7,,1.2,0,3.276871
2021-10-23,광양항광양냉장태양광,19.9,7,,1,0,3.169359
2021-10-24,광양항광양냉장태양광,20.6,9.1,,0.5,7.3,2.360869
2021-10-25,광양항광양냉장태양광,21.9,9.4,,0.7,2,3.05944
2021-10-26,광양항광양냉장태양광,21.3,8.7,,0.6,5.4,2.847797
2021-10-27,광양항광양냉장태양광,21.8,10.4,,1.4,1.9,2.685326
2021-10-28,광양항광양냉장태양광,21.1,8.1,,1.1,0.8,2.974108
2021-10-29,광양항광양냉장태양광,20,12.2,,2.3,4,2.769695
2021-10-30,광양항광양냉장태양광,19,11.5,,0.7,7.5,1.327238
2021-10-31,광양항광양냉장태양광,21.9,9.8,,0.6,1.6,2.737392
2021-11-01,광양항광양냉장태양광,22.4,11.5,,0.8,2.5,2.464521
2021-11-02,광양항광양냉장태양광,20.4,8.4,,1,1.6,2.680507
2021-11-03,광양항광양냉장태양광,20.7,7.4,,0.8,2.8,2.680986
2021-11-04,광양항광양냉장태양광,21.2,9.7,,0.6,3.1,2.615902
2021-11-05,광양항광양냉장태양광,19.2,9.9,,1.4,5.5,1.879245
2021-11-06,광양항광양냉장태양광,20.7,14.8,,2.7,2.5,2.392208
2021-11-07,광양항광양냉장태양광,21.7,13,,2.7,4.1,2.563837
2021-11-08,광양항광양냉장태양광,17.7,7,28.5,1.9,6.1,0.579491
2021-11-09,광양항광양냉장태양광,13.2,5.3,0.1,2.1,4.6,1.630963
2021-11-10,광양항광양냉장태양광,12.1,6.3,1,2.1,5.1,1.698938
2021-11-11,광양항광양냉장태양광,13.3,5.9,0.2,1.9,4.9,1.456924
2021-11-12,광양항광양냉장태양광,12.3,4.3,0.1,1.3,2.3,1.697011
2021-11-13,광양항광양냉장태양광,16.4,3.9,,1,2.5,2.08366
2021-11-14,광양항광양냉장태양광,18.6,6.9,,0.8,1.1,2.057625
2021-11-15,광양항광양냉장태양광,18,7.9,,0.7,1.4,2.310249
2021-11-16,광양항광양냉장태양광,17.5,8.2,,0.7,3.8,1.898048
2021-11-17,광양항광양냉장태양광,17.7,5.5,,0.9,2.9,2.410526
2021-11-18,광양항광양냉장태양광,19,6,,0.8,0.5,2.322784
2021-11-19,광양항광양냉장태양광,20.5,6.9,,0.8,0,2.416794
2021-11-20,광양항광양냉장태양광,19.8,7.7,,0.6,3,2.14826
2021-11-21,광양항광양냉장태양광,17.7,9.2,,0.5,8.9,0.95746
2021-11-22,광양항광양냉장태양광,14.7,3.2,0.1,2.9,5.8,1.695083
2021-11-23,광양항광양냉장태양광,8.6,2.7,0.1,2.2,6.6,1.72883
2021-11-24,광양항광양냉장태양광,13.7,3.4,0,1.2,4,1.893229
2021-11-25,광양항광양냉장태양광,17.3,6.3,,1.2,1.5,2.027253
2021-11-26,광양항광양냉장태양광,14.6,5.1,,1.4,0,2.434149
2021-11-27,광양항광양냉장태양광,12.7,3.8,,1,0.1,2.366173
2021-11-28,광양항광양냉장태양광,15,1.9,,0.5,2.4,2.327604
2021-11-29,광양항광양냉장태양광,16.8,4.3,,0.6,2,2.14151
2021-11-30,광양항광양냉장태양광,13.2,4.4,14.5,2.1,7.3,0.419914
2021-12-01,광양항광양냉장태양광,6,0.6,0.1,3.1,3.4,1.609749
2021-12-02,광양항광양냉장태양광,9.9,-1.8,,1.1,2.6,2.287105
2021-12-03,광양항광양냉장태양광,11.4,2.8,0,1.8,5.3,1.65362
2021-12-04,광양항광양냉장태양광,10,0.7,,1.4,2.4,1.301685
2021-12-05,광양항광양냉장태양광,11.9,1.9,,0.6,4.1,1.597695
2021-12-06,광양항광양냉장태양광,15.7,5.9,,0.6,4,2.138618
2021-12-07,광양항광양냉장태양광,16.2,5,0,1,0,2.200809
2021-12-08,광양항광양냉장태양광,14,5.3,,1.1,0.5,2.264448
2021-12-09,광양항광양냉장태양광,14.4,4.6,,1.2,5.4,1.265526
2021-12-10,광양항광양냉장태양광,17.1,7.3,,1,4.6,1.496455
2021-12-11,광양항광양냉장태양광,14.9,5.8,,0.8,5.5,1.974221
2021-12-12,광양항광양냉장태양광,12.5,0.7,,2.8,5.3,1.224547
2021-12-13,광양항광양냉장태양광,8.1,-2.2,,2,0,2.42981
2021-12-14,광양항광양냉장태양광,10.6,-2.5,,1,2.5,1.992542
2021-12-15,광양항광양냉장태양광,14.6,3.7,,0.7,4.1,1.396177
2021-12-16,광양항광양냉장태양광,11.8,6.1,1.5,0.6,9,0.673017
2021-12-17,광양항광양냉장태양광,8.2,-4.2,0,3.8,6,1.613605
2021-12-18,광양항광양냉장태양광,4.3,-7.1,0,1.7,2.9,2.432704
2021-12-19,광양항광양냉장태양광,8.4,-0.6,0,2.4,3.8,2.229737
2021-12-20,광양항광양냉장태양광,12.9,1.9,,1.1,3.8,1.926973
2021-12-21,광양항광양냉장태양광,16,5.7,,1.2,0.3,1.96024
2021-12-22,광양항광양냉장태양광,14.5,2.5,,0.6,0,2.13621
2021-12-23,광양항광양냉장태양광,13.9,2,,0.5,0.6,2.005075
2021-12-24,광양항광양냉장태양광,10.9,1.1,,1.3,6,0.985905
2021-12-25,광양항광양냉장태양광,1.2,-6.9,,3.1,0,2.377743
2021-12-26,광양항광양냉장태양광,0,-7.8,,2.5,0,2.411975
2021-12-27,광양항광양냉장태양광,4.5,-7.4,,1.7,1.9,2.295784
2021-12-28,광양항광양냉장태양광,9.6,-1,,1.2,4.4,2.032073
2021-12-29,광양항광양냉장태양광,10.9,1.8,,2.2,5,1.351823
2021-12-30,광양항광양냉장태양광,5.8,-0.3,0,3.7,3.8,2.066785
2021-12-31,광양항광양냉장태양광,3,-2.9,0,3.4,2.3,2.439934
2022-01-01,광양항광양냉장태양광,6.7,-4.8,,0.7,3.5,2.327121
2022-01-02,광양항광양냉장태양광,10.5,-1.7,,1.6,1.1,2.04316
2022-01-03,광양항광양냉장태양광,9.4,-2,,1.5,0.1,2.37919
2022-01-04,광양항광양냉장태양광,9.3,0.3,,1.5,2.9,2.246128
2022-01-05,광양항광양냉장태양광,7.4,0.9,0.3,0.8,9.5,0.674466
2022-01-06,광양항광양냉장태양광,10.2,0,0,1.5,2.3,2.410044
2022-01-07,광양항광양냉장태양광,10.9,-2.1,,0.7,0,2.378224
2022-01-08,광양항광양냉장태양광,11.1,-2,,1.3,1.7,2.414384
2022-01-09,광양항광양냉장태양광,9.5,0.7,,0.5,4.1,1.635301
2022-01-10,광양항광양냉장태양광,11.5,0.4,,1,4.9,1.946741
2022-01-11,광양항광양냉장태양광,4.7,-4.2,,3.8,3,2.4867
2022-01-12,광양항광양냉장태양광,3.6,-5,,4,2.3,2.545999
2022-01-13,광양항광양냉장태양광,2.3,-3.4,,2.7,4.9,2.325193
2022-01-14,광양항광양냉장태양광,6.8,-4.3,,1.8,3.1,2.54841
2022-01-15,광양항광양냉장태양광,10.8,-1.4,,1,4.5,2.276981
2022-01-16,광양항광양냉장태양광,7.4,-1.7,,2.8,3.9,2.242271
2022-01-17,광양항광양냉장태양광,5.1,-2.2,,3.1,6,1.907208
2022-01-18,광양항광양냉장태양광,5.8,-4.8,,1.7,0,2.61783
2022-01-19,광양항광양냉장태양광,8.2,-4.8,,1.3,2.6,2.281323
2022-01-20,광양항광양냉장태양광,6.1,-4.7,,1.5,0.5,2.498269
2022-01-21,광양항광양냉장태양광,9,-2.6,,0.7,3.5,2.268786
2022-01-22,광양항광양냉장태양광,11.6,1.1,,0.8,7.6,1.635782
2022-01-23,광양항광양냉장태양광,12.1,4.5,,0.9,8.8,1.108841
2022-01-24,광양항광양냉장태양광,10,4.8,,3.2,7.6,1.507061
2022-01-25,광양항광양냉장태양광,8.1,4.2,0,1.1,6.4,0.540441
2022-01-26,광양항광양냉장태양광,9.7,1.2,,2,4.3,2.27602
2022-01-27,광양항광양냉장태양광,10.9,1.1,,1.3,6.5,2.254806
2022-01-28,광양항광양냉장태양광,9.6,-0.5,,2,6.1,2.636151
2022-01-29,광양항광양냉장태양광,8.1,0,,2.1,7.3,2.108729
2022-01-30,광양항광양냉장태양광,8.5,-1.6,,1.6,4.3,2.157422
2022-01-31,광양항광양냉장태양광,9.8,-3.1,,1.3,1,2.717143
2022-02-01,광양항광양냉장태양광,7.3,0,0,2.9,4.1,2.300123
2022-02-02,광양항광양냉장태양광,7.6,-0.6,,3,5.5,2.014237
2022-02-03,광양항광양냉장태양광,8.1,-1.4,,2.7,4.1,2.80537
2022-02-04,광양항광양냉장태양광,6,-2.7,,2.6,3.8,2.637597
2022-02-05,광양항광양냉장태양광,2,-3.6,0,3.7,4.9,2.87817
2022-02-06,광양항광양냉장태양광,5.6,-4,0,2.6,3.5,2.20515
2022-02-07,광양항광양냉장태양광,4.6,-2.6,,1.1,8.9,1.153679
2022-02-08,광양항광양냉장태양광,9.5,-1.9,,1.1,3.4,2.69545
2022-02-09,광양항광양냉장태양광,10.3,-1.2,,0.6,5.6,2.096193
2022-02-10,광양항광양냉장태양광,11.6,3.5,,2,3.6,2.782229
2022-02-11,광양항광양냉장태양광,12.8,-0.7,,0.8,3.5,2.790909
2022-02-12,광양항광양냉장태양광,13.9,2.7,,1,3.9,2.623134
2022-02-13,광양항광양냉장태양광,14,6.6,,2.3,8.1,2.034965
2022-02-14,광양항광양냉장태양광,14.3,4.9,,1.7,5.6,1.710029
2022-02-15,광양항광양냉장태양광,5.1,-4,,4.4,1.9,2.956753
2022-02-16,광양항광양냉장태양광,0.9,-5.5,,3.8,5.1,2.292411
2022-02-17,광양항광양냉장태양광,3.7,-7.4,,2.9,3,3.030513
2022-02-18,광양항광양냉장태양광,8.6,-4.1,,1.9,5.9,2.931683
2022-02-19,광양항광양냉장태양광,8.2,-0.9,,2.5,8.5,1.577931
2022-02-20,광양항광양냉장태양광,3.3,-4.3,,3.9,1.6,3.418608
2022-02-21,광양항광양냉장태양광,8.3,-5.4,,2.6,2.1,2.946626
2022-02-22,광양항광양냉장태양광,5.5,-2.7,,3.1,4.1,3.106687
2022-02-23,광양항광양냉장태양광,5.4,-3.5,,3.7,4.9,2.890702
2022-02-24,광양항광양냉장태양광,7.8,-6,,3.3,0,3.363648
2022-02-25,광양항광양냉장태양광,11.9,-1.8,,2.2,0,3.183822
2022-02-26,광양항광양냉장태양광,14,0.5,0,2.7,2.9,2.936987
2022-02-27,광양항광양냉장태양광,14.6,1.3,,3.1,0,3.300011
2022-02-28,광양항광양냉장태양광,15.3,0.1,,1.2,5,2.22829
2022-03-01,광양항광양냉장태양광,16,3.9,6.9,2.4,5.3,2.411973
2022-03-02,광양항광양냉장태양광,12.4,-0.7,,3.1,0.9,3.686658
2022-03-03,광양항광양냉장태양광,14.6,0.9,,2,0,3.390647
2022-03-04,광양항광양냉장태양광,15.8,4.1,,2.1,5.1,2.384493
2022-03-05,광양항광양냉장태양광,9.6,0.9,,4.8,0.9,3.674124
2022-03-06,광양항광양냉장태양광,12.1,-0.8,,3.5,2,3.778742
2022-03-07,광양항광양냉장태양광,13,1.3,,1.4,5.5,2.792353
2022-03-08,광양항광양냉장태양광,16.8,1.4,,1.5,1.1,3.397397
2022-03-09,광양항광양냉장태양광,18.4,3.6,,1.4,0,3.392575
2022-03-10,광양항광양냉장태양광,18.1,4,,1.5,5.1,2.847315
2022-03-11,광양항광양냉장태양광,19,8.6,,0.9,7.8,1.376412
2022-03-12,광양항광양냉장태양광,23.2,12.9,,1.9,5.9,2.977483
2022-03-13,광양항광양냉장태양광,16.6,13.8,11.1,1.3,9.4,0.337474
2022-03-14,광양항광양냉장태양광,14,8.9,,2.2,9.6,0.338437
2022-03-15,광양항광양냉장태양광,18.6,4.3,,1.7,2.8,3.537688
2022-03-16,광양항광양냉장태양광,22.8,6.1,,1.2,2.6,3.56806
2022-03-17,광양항광양냉장태양광,13.7,7.1,6.1,3.6,10,0.786794
2022-03-18,광양항광양냉장태양광,11.5,6.2,10,4.7,8.5,1.691225
2022-03-19,광양항광양냉장태양광,9.9,2.7,5.2,2.3,8.9,2.159833
2022-03-20,광양항광양냉장태양광,12,1.2,,2,7,2.805371
2022-03-21,광양항광양냉장태양광,13.4,2.4,,1.4,8.4,2.565763
2022-03-22,광양항광양냉장태양광,15.3,5.2,,1.6,7.4,3.356418
2022-03-23,광양항광양냉장태양광,14.4,6.2,,2.3,6.1,2.205631
2022-03-24,광양항광양냉장태양광,17.6,3.6,,1.5,1.5,3.585417
2022-03-25,광양항광양냉장태양광,16.6,7.1,16.2,2.4,8,1.131019
2022-03-26,광양항광양냉장태양광,17,9.9,87.2,3.8,8.4,2.702681
2022-03-27,광양항광양냉장태양광,20,6.4,,2.7,5.1,3.81249
2022-03-28,광양항광양냉장태양광,14.9,4.1,,1.9,7.3,3.278317
2022-03-29,광양항광양냉장태양광,18,3.7,,1.4,1,4.035222
2022-03-30,광양항광양냉장태양광,21.3,7.1,,1.2,7.4,2.441863
2022-03-31,광양항광양냉장태양광,18.9,9.4,0,2.1,8.4,2.568173
2022-04-01,광양항광양냉장태양광,15.2,6,,2.4,6.6,3.755119
2022-04-02,광양항광양냉장태양광,17,6.8,,1.9,2.4,4.19528
2022-04-03,광양항광양냉장태양광,17.9,3.9,,1.5,0.4,4.015456
2022-04-04,광양항광양냉장태양광,20,5.6,,1.4,0.6,4.04197
2022-04-05,광양항광양냉장태양광,19.5,6.1,,2.1,6,3.245051
2022-04-06,광양항광양냉장태양광,22,9,,1.6,0.9,3.854914
2022-04-07,광양항광양냉장태양광,21.8,9.4,0,2.4,0.9,3.618201
2022-04-08,광양항광양냉장태양광,21.3,7.9,,1.8,0.3,4.009669
2022-04-09,광양항광양냉장태양광,24.5,9.7,,1.7,0.4,3.905534
2022-04-10,광양항광양냉장태양광,24.1,12.4,,1.7,4.1,3.942175
2022-04-11,광양항광양냉장태양광,22.1,15.4,,1.1,6.4,1.5302
2022-04-12,광양항광양냉장태양광,25.9,15.9,,1.8,4.5,3.822129
2022-04-13,광양항광양냉장태양광,18.7,11.5,0,2.6,8.8,0.941551
2022-04-14,광양항광양냉장태양광,16.9,10,,4,8.6,2.418724
2022-04-15,광양항광양냉장태양광,20.2,10.3,,2.8,6,3.865522
2022-04-16,광양항광양냉장태양광,19.7,8.2,,1.8,3.3,4.088734
2022-04-17,광양항광양냉장태양광,24.1,7,,1.3,3.1,4.28929
2022-04-18,광양항광양냉장태양광,24,10.6,,1.3,7.6,3.125971
2022-04-19,광양항광양냉장태양광,25.5,10.5,,1.5,3.6,4.038595
2022-04-20,광양항광양냉장태양광,25.1,9.8,,1.6,2.3,4.105125
2022-04-21,광양항광양냉장태양광,15.6,10.7,5.7,0.8,6.9,1.286258
2022-04-22,광양항광양냉장태양광,23.8,9.3,,1.9,4.1,4.114768
2022-04-23,광양항광양냉장태양광,22.7,13,,1.8,8.1,2.404741
2022-04-24,광양항광양냉장태양광,28.1,16,,1.6,1.1,3.996169
2022-04-25,광양항광양냉장태양광,27.8,15,30.2,1.6,8.9,3.021835
2022-04-26,광양항광양냉장태양광,19.6,16.6,17.2,1.4,8.3,0.353382
2022-04-27,광양항광양냉장태양광,23.8,13.6,,1.6,6,3.866484
2022-04-28,광양항광양냉장태양광,22.4,11.4,,1.9,5.9,3.549261
2022-04-29,광양항광양냉장태양광,16.2,9.8,17.1,3.1,9.5,1.492598
2022-04-30,광양항광양냉장태양광,19,10.6,,2.2,8.3,2.653027
2022-05-01,광양항광양냉장태양광,21.1,8.4,,2.1,1.8,4.558305
2022-05-02,광양항광양냉장태양광,21.2,7.5,,1.8,2,3.910357
2022-05-03,광양항광양냉장태양광,21.3,6.7,,1.7,1.5,4.518773
2022-05-04,광양항광양냉장태양광,23.3,8,,1.5,1,4.484542
2022-05-05,광양항광양냉장태양광,24.5,10.8,,1.4,1.6,4.515878
2022-05-06,광양항광양냉장태양광,26.4,12.9,,1.5,1.4,4.267595
2022-05-07,광양항광양냉장태양광,27.1,14.7,,2,3,4.143695
2022-05-08,광양항광양냉장태양광,22.4,14,,2.5,7.3,3.78308
