,발전량,일시,지점,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),미세먼지
1,0.0,2020-01-01 01:00,258.0,보성군,-3.3,0.0,6.8,41.0,0.0,1
2,0.0,2020-01-01 02:00,258.0,보성군,-3.3,0.0,3.2,37.0,0.0,1
3,0.0,2020-01-01 03:00,258.0,보성군,-3.1,0.0,4.8,56.0,0.0,1
4,0.0,2020-01-01 04:00,258.0,보성군,-3.4,0.0,3.1,50.0,0.0,1
5,0.0,2020-01-01 05:00,258.0,보성군,-2.8,0.0,2.8,59.0,5.0,1
6,0.0,2020-01-01 06:00,258.0,보성군,-1.9,0.0,3.4,61.0,10.0,1
7,0.0,2020-01-01 07:00,258.0,보성군,-1.2,0.0,3.7,61.0,8.0,1
8,8.1,2020-01-01 08:00,258.0,보성군,-1.6,0.0,4.2,65.0,0.0,1
9,27.2,2020-01-01 09:00,258.0,보성군,0.6,0.0,4.1,60.0,0.0,1
10,62.1,2020-01-01 10:00,258.0,보성군,2.8,0.0,5.6,53.0,3.0,1
11,74.5,2020-01-01 11:00,258.0,보성군,4.3,0.0,6.7,52.0,2.0,1
12,79.3,2020-01-01 12:00,258.0,보성군,5.2,0.0,6.4,50.0,1.0,1
14,68.3,2020-01-01 14:00,258.0,보성군,6.1,0.0,6.9,51.0,2.0,1
15,37.3,2020-01-01 15:00,258.0,보성군,5.7,0.0,6.9,51.0,1.0,1
16,8.7,2020-01-01 16:00,258.0,보성군,5.2,0.0,6.5,52.0,0.0,1
17,1.1,2020-01-01 17:00,258.0,보성군,4.4,0.0,5.0,55.0,2.0,1
18,0.0,2020-01-01 18:00,258.0,보성군,3.3,0.0,4.1,59.0,0.0,1
19,0.0,2020-01-01 19:00,258.0,보성군,2.9,0.0,3.6,59.0,0.0,1
20,0.0,2020-01-01 20:00,258.0,보성군,2.2,0.0,2.6,63.0,0.0,1
21,0.0,2020-01-01 21:00,258.0,보성군,1.2,0.0,2.1,69.0,0.0,1
22,0.0,2020-01-01 22:00,258.0,보성군,0.2,0.0,1.1,69.0,0.0,1
23,0.0,2020-01-01 23:00,258.0,보성군,-0.8,0.0,1.4,76.0,0.0,1
24,0.0,2020-01-02 00:00,258.0,보성군,-0.3,0.0,3.0,76.0,0.0,1
25,0.0,2020-01-02 01:00,258.0,보성군,-1.2,0.0,2.7,80.0,0.0,1
26,0.0,2020-01-02 02:00,258.0,보성군,-0.3,0.0,1.5,76.0,0.0,1
27,0.0,2020-01-02 03:00,258.0,보성군,0.0,0.0,3.6,75.0,0.0,1
28,0.0,2020-01-02 04:00,258.0,보성군,0.6,0.0,3.9,72.0,3.0,1
29,0.0,2020-01-02 05:00,258.0,보성군,0.7,0.0,4.1,73.0,0.0,1
30,0.0,2020-01-02 06:00,258.0,보성군,0.5,0.0,3.6,75.0,0.0,1
31,0.2,2020-01-02 07:00,258.0,보성군,0.9,0.0,3.2,74.0,0.0,1
32,5.2,2020-01-02 08:00,258.0,보성군,1.2,0.0,3.7,74.0,0.0,1
33,20.8,2020-01-02 09:00,258.0,보성군,2.6,0.0,3.0,69.0,2.0,1
34,50.6,2020-01-02 10:00,258.0,보성군,5.2,0.0,4.6,57.0,3.0,1
35,44.0,2020-01-02 11:00,258.0,보성군,6.2,0.0,5.5,53.0,3.0,1
36,66.2,2020-01-02 12:00,258.0,보성군,7.0,0.0,4.9,51.0,7.0,1
38,59.1,2020-01-02 14:00,258.0,보성군,9.0,0.0,5.6,48.0,0.0,1
39,31.4,2020-01-02 15:00,258.0,보성군,8.8,0.0,6.2,48.0,2.0,1
40,9.1,2020-01-02 16:00,258.0,보성군,8.0,0.0,6.6,48.0,1.0,1
43,0.0,2020-01-02 19:00,258.0,보성군,5.6,0.0,4.0,55.0,0.0,1
44,0.0,2020-01-02 20:00,258.0,보성군,3.4,0.0,2.4,66.0,0.0,1
45,0.0,2020-01-02 21:00,258.0,보성군,3.9,0.0,3.4,65.0,0.0,1
46,0.0,2020-01-02 22:00,258.0,보성군,3.1,0.0,3.0,68.0,0.0,0
47,0.0,2020-01-02 23:00,258.0,보성군,3.0,0.0,3.1,70.0,0.0,0
48,0.0,2020-01-03 00:00,258.0,보성군,3.6,0.0,3.0,69.0,1.0,1
49,0.0,2020-01-03 01:00,258.0,보성군,3.1,0.0,2.3,70.0,0.0,1
50,0.0,2020-01-03 02:00,258.0,보성군,2.5,0.0,2.5,71.0,5.0,1
51,0.0,2020-01-03 03:00,258.0,보성군,3.8,0.0,2.2,70.0,2.0,1
52,0.0,2020-01-03 04:00,258.0,보성군,4.8,0.0,4.0,68.0,6.0,1
53,0.0,2020-01-03 05:00,258.0,보성군,3.9,0.0,4.2,72.0,0.0,1
54,0.0,2020-01-03 06:00,258.0,보성군,3.5,0.0,4.0,75.0,0.0,1
55,0.1,2020-01-03 07:00,258.0,보성군,3.0,0.0,4.1,75.0,0.0,1
56,5.7,2020-01-03 08:00,258.0,보성군,2.1,0.0,3.8,80.0,0.0,1
57,20.8,2020-01-03 09:00,258.0,보성군,3.5,0.0,2.8,75.0,2.0,1
58,50.8,2020-01-03 10:00,258.0,보성군,6.1,0.0,3.4,61.0,2.0,1
59,61.5,2020-01-03 11:00,258.0,보성군,7.1,0.0,5.9,57.0,3.0,1
61,67.2,2020-01-03 13:00,258.0,보성군,8.9,0.0,5.3,52.0,0.0,1
62,55.0,2020-01-03 14:00,258.0,보성군,9.6,0.0,6.4,49.0,0.0,1
63,27.8,2020-01-03 15:00,258.0,보성군,9.4,0.0,6.2,48.0,0.0,1
68,0.0,2020-01-03 20:00,258.0,보성군,4.5,0.0,5.0,71.0,0.0,1
70,0.0,2020-01-03 22:00,258.0,보성군,2.1,0.0,1.5,76.0,0.0,1
71,0.0,2020-01-03 23:00,258.0,보성군,2.4,0.0,2.0,74.0,0.0,1
72,0.0,2020-01-04 00:00,258.0,보성군,2.8,0.0,2.3,74.0,0.0,0
73,0.0,2020-01-04 01:00,258.0,보성군,0.7,0.0,1.1,82.0,0.0,0
74,0.0,2020-01-04 02:00,258.0,보성군,0.5,0.0,1.8,83.0,0.0,0
75,0.0,2020-01-04 03:00,258.0,보성군,1.1,0.0,4.6,81.0,0.0,0
76,0.0,2020-01-04 04:00,258.0,보성군,0.9,0.0,4.1,80.0,4.0,0
77,0.0,2020-01-04 05:00,258.0,보성군,0.6,0.0,4.5,80.0,7.0,1
78,0.0,2020-01-04 06:00,258.0,보성군,0.8,0.0,4.7,79.0,9.0,1
79,0.0,2020-01-04 07:00,258.0,보성군,0.7,0.0,4.6,78.0,6.0,1
80,5.0,2020-01-04 08:00,258.0,보성군,1.0,0.0,3.7,76.0,8.0,1
81,16.2,2020-01-04 09:00,258.0,보성군,2.8,0.0,3.4,71.0,6.0,1
82,27.4,2020-01-04 10:00,258.0,보성군,5.0,0.0,3.2,68.0,8.0,1
83,57.5,2020-01-04 11:00,258.0,보성군,6.6,0.0,3.4,62.0,6.0,1
84,73.7,2020-01-04 12:00,258.0,보성군,8.2,0.0,4.1,56.0,4.0,1
85,70.8,2020-01-04 13:00,258.0,보성군,9.1,0.0,6.2,51.0,0.0,1
86,61.8,2020-01-04 14:00,258.0,보성군,9.6,0.0,6.8,48.0,0.0,1
87,38.7,2020-01-04 15:00,258.0,보성군,10.0,0.0,5.5,47.0,0.0,1
88,8.7,2020-01-04 16:00,258.0,보성군,9.8,0.0,4.7,46.0,0.0,1
89,1.0,2020-01-04 17:00,258.0,보성군,8.7,0.0,5.5,50.0,0.0,1
90,0.0,2020-01-04 18:00,258.0,보성군,7.9,0.0,4.6,52.0,0.0,1
91,0.0,2020-01-04 19:00,258.0,보성군,6.1,0.0,3.2,59.0,1.0,1
92,0.0,2020-01-04 20:00,258.0,보성군,4.0,0.0,2.5,69.0,9.0,1
93,0.0,2020-01-04 21:00,258.0,보성군,3.8,0.0,1.6,71.0,7.0,1
94,0.0,2020-01-04 22:00,258.0,보성군,1.3,0.0,2.4,79.0,0.0,1
95,0.0,2020-01-04 23:00,258.0,보성군,-0.1,0.0,1.9,88.0,0.0,1
96,0.0,2020-01-05 00:00,258.0,보성군,1.4,0.0,3.3,84.0,4.0,1
97,0.0,2020-01-05 01:00,258.0,보성군,1.8,0.0,3.9,82.0,0.0,0
98,0.0,2020-01-05 02:00,258.0,보성군,2.3,0.0,3.3,79.0,0.0,0
99,0.0,2020-01-05 03:00,258.0,보성군,1.3,0.0,2.5,82.0,0.0,0
100,0.0,2020-01-05 04:00,258.0,보성군,0.6,0.0,2.8,85.0,0.0,0
101,0.0,2020-01-05 05:00,258.0,보성군,0.6,0.0,3.4,82.0,0.0,1
102,0.0,2020-01-05 06:00,258.0,보성군,0.9,0.0,3.8,81.0,0.0,1
103,0.1,2020-01-05 07:00,258.0,보성군,-1.6,0.0,1.0,87.0,0.0,1
104,7.4,2020-01-05 08:00,258.0,보성군,-2.6,0.0,0.5,91.0,0.0,1
105,25.8,2020-01-05 09:00,258.0,보성군,1.5,0.0,2.9,73.0,2.0,1
106,59.5,2020-01-05 10:00,258.0,보성군,3.4,0.0,1.5,69.0,0.0,1
111,23.6,2020-01-05 15:00,258.0,보성군,10.2,0.0,2.1,29.0,6.0,1
112,6.1,2020-01-05 16:00,258.0,보성군,9.1,0.0,2.1,43.0,3.0,1
113,0.6,2020-01-05 17:00,258.0,보성군,7.1,0.0,2.2,43.0,4.0,1
114,0.0,2020-01-05 18:00,258.0,보성군,5.3,0.0,2.3,54.0,6.0,1
115,0.0,2020-01-05 19:00,258.0,보성군,4.5,0.0,1.1,53.0,7.0,1
116,0.0,2020-01-05 20:00,258.0,보성군,3.4,0.0,2.3,70.0,10.0,1
117,0.0,2020-01-05 21:00,258.0,보성군,2.7,0.0,2.3,72.0,9.0,1
118,0.0,2020-01-05 22:00,258.0,보성군,3.2,0.0,1.1,71.0,10.0,1
119,0.0,2020-01-05 23:00,258.0,보성군,3.2,0.0,0.6,70.0,3.0,1
120,0.0,2020-01-06 00:00,258.0,보성군,3.3,0.0,1.6,74.0,8.0,1
121,0.0,2020-01-06 01:00,258.0,보성군,3.8,0.0,2.2,70.0,10.0,1
122,0.0,2020-01-06 02:00,258.0,보성군,3.9,0.0,1.5,74.0,9.0,1
123,0.0,2020-01-06 03:00,258.0,보성군,4.5,0.0,1.9,68.0,10.0,1
124,0.0,2020-01-06 04:00,258.0,보성군,4.2,0.0,1.7,74.0,7.0,1
125,0.0,2020-01-06 05:00,258.0,보성군,4.6,0.0,2.1,72.0,9.0,1
126,0.0,2020-01-06 06:00,258.0,보성군,4.9,0.0,0.8,72.0,10.0,1
127,0.0,2020-01-06 07:00,258.0,보성군,4.5,0.0,0.7,84.0,10.0,1
128,0.7,2020-01-06 08:00,258.0,보성군,4.7,0.0,2.2,88.0,10.0,1
129,1.3,2020-01-06 09:00,258.0,보성군,5.1,0.4,0.3,94.0,10.0,1
130,2.3,2020-01-06 10:00,258.0,보성군,5.8,0.0,0.9,95.0,10.0,1
131,2.2,2020-01-06 11:00,258.0,보성군,8.0,0.0,1.7,75.0,10.0,1
132,4.1,2020-01-06 12:00,258.0,보성군,7.9,0.2,2.3,81.0,10.0,1
135,1.1,2020-01-06 15:00,258.0,보성군,7.5,3.8,3.1,97.0,10.0,1
136,0.3,2020-01-06 16:00,258.0,보성군,7.9,0.0,2.8,95.0,10.0,1
137,0.0,2020-01-06 17:00,258.0,보성군,7.7,0.0,3.2,96.0,10.0,1
138,0.0,2020-01-06 18:00,258.0,보성군,7.7,3.5,2.4,96.0,10.0,1
139,0.0,2020-01-06 19:00,258.0,보성군,7.8,0.0,2.7,96.0,10.0,1
140,0.0,2020-01-06 20:00,258.0,보성군,7.8,0.0,3.1,97.0,10.0,1
141,0.0,2020-01-06 21:00,258.0,보성군,8.0,4.2,3.5,98.0,10.0,1
142,0.0,2020-01-06 22:00,258.0,보성군,7.9,0.0,2.5,99.0,10.0,1
143,0.0,2020-01-06 23:00,258.0,보성군,8.2,0.0,2.7,99.0,2.0,1
144,0.0,2020-01-07 00:00,258.0,보성군,8.4,7.2,2.2,99.0,10.0,1
145,0.0,2020-01-07 01:00,258.0,보성군,8.4,0.0,1.9,100.0,9.0,1
146,0.0,2020-01-07 02:00,258.0,보성군,8.9,0.0,2.6,98.0,10.0,1
147,0.0,2020-01-07 03:00,258.0,보성군,8.4,6.7,2.9,100.0,4.0,1
148,0.0,2020-01-07 04:00,258.0,보성군,8.4,0.0,2.4,100.0,10.0,1
149,0.0,2020-01-07 05:00,258.0,보성군,8.5,0.0,1.6,100.0,10.0,1
150,0.0,2020-01-07 06:00,258.0,보성군,8.5,1.4,1.6,100.0,10.0,1
151,0.0,2020-01-07 07:00,258.0,보성군,8.3,0.0,1.1,100.0,7.0,1
152,0.2,2020-01-07 08:00,258.0,보성군,8.5,0.0,0.5,100.0,1.0,1
153,0.5,2020-01-07 09:00,258.0,보성군,8.5,2.1,0.4,100.0,7.0,1
154,2.1,2020-01-07 10:00,258.0,보성군,8.9,0.0,0.2,100.0,10.0,1
163,0.0,2020-01-07 19:00,258.0,보성군,15.1,0.0,3.3,96.0,10.0,1
164,0.0,2020-01-07 20:00,258.0,보성군,17.0,0.0,6.3,93.0,10.0,1
165,0.0,2020-01-07 21:00,258.0,보성군,16.6,16.7,3.8,73.0,9.0,1
166,0.0,2020-01-07 22:00,258.0,보성군,14.9,0.0,2.3,85.0,8.0,1
167,0.0,2020-01-07 23:00,258.0,보성군,14.3,0.0,5.1,78.0,7.0,1
168,0.0,2020-01-08 00:00,258.0,보성군,12.8,1.1,5.9,78.0,10.0,1
170,0.0,2020-01-08 02:00,258.0,보성군,9.7,0.0,10.1,79.0,10.0,1
171,0.0,2020-01-08 03:00,258.0,보성군,8.5,0.0,7.9,81.0,10.0,1
172,0.0,2020-01-08 04:00,258.0,보성군,7.7,0.0,7.3,79.0,6.0,1
173,0.0,2020-01-08 05:00,258.0,보성군,6.9,0.0,6.9,82.0,10.0,1
174,0.0,2020-01-08 06:00,258.0,보성군,6.9,0.0,8.1,81.0,10.0,1
175,0.0,2020-01-08 07:00,258.0,보성군,6.7,0.0,9.5,81.0,6.0,1
176,0.6,2020-01-08 08:00,258.0,보성군,6.5,0.0,11.2,78.0,10.0,1
177,2.0,2020-01-08 09:00,258.0,보성군,6.4,0.0,9.7,74.0,10.0,1
178,5.4,2020-01-08 10:00,258.0,보성군,6.3,0.0,10.7,71.0,10.0,1
179,5.2,2020-01-08 11:00,258.0,보성군,6.0,0.0,9.3,72.0,9.0,1
180,5.1,2020-01-08 12:00,258.0,보성군,5.7,0.0,10.2,74.0,10.0,1
181,5.2,2020-01-08 13:00,258.0,보성군,5.5,0.0,7.2,73.0,9.0,1
182,4.5,2020-01-08 14:00,258.0,보성군,5.5,0.0,8.0,72.0,9.0,1
183,1.7,2020-01-08 15:00,258.0,보성군,5.3,0.0,5.7,75.0,9.0,1
184,0.1,2020-01-08 16:00,258.0,보성군,5.1,0.0,5.9,79.0,9.0,1
185,0.0,2020-01-08 17:00,258.0,보성군,5.2,0.0,4.7,80.0,10.0,1
186,0.0,2020-01-08 18:00,258.0,보성군,5.1,0.0,4.9,81.0,9.0,1
187,0.0,2020-01-08 19:00,258.0,보성군,5.3,0.0,6.2,76.0,9.0,1
188,0.0,2020-01-08 20:00,258.0,보성군,5.3,0.0,4.7,73.0,9.0,1
189,0.0,2020-01-08 21:00,258.0,보성군,5.1,0.0,5.4,73.0,9.0,1
190,0.0,2020-01-08 22:00,258.0,보성군,5.1,0.0,5.1,70.0,4.0,1
191,0.0,2020-01-08 23:00,258.0,보성군,4.7,0.0,6.1,68.0,8.0,1
192,0.0,2020-01-09 00:00,258.0,보성군,4.6,0.0,5.9,67.0,7.0,1
193,0.0,2020-01-09 01:00,258.0,보성군,4.0,0.0,3.9,70.0,3.0,1
194,0.0,2020-01-09 02:00,258.0,보성군,3.9,0.0,3.4,70.0,10.0,1
195,0.0,2020-01-09 03:00,258.0,보성군,3.8,0.0,4.2,70.0,9.0,1
196,0.0,2020-01-09 04:00,258.0,보성군,3.5,0.0,4.4,70.0,9.0,1
197,0.0,2020-01-09 05:00,258.0,보성군,3.8,0.0,3.6,67.0,10.0,1
198,0.0,2020-01-09 06:00,258.0,보성군,3.2,0.0,3.7,70.0,10.0,1
199,0.0,2020-01-09 07:00,258.0,보성군,3.2,0.0,4.6,70.0,8.0,1
200,4.4,2020-01-09 08:00,258.0,보성군,3.4,0.0,4.0,68.0,10.0,1
201,18.6,2020-01-09 09:00,258.0,보성군,3.6,0.0,6.0,66.0,7.0,1
202,43.7,2020-01-09 10:00,258.0,보성군,4.5,0.0,4.8,63.0,5.0,1
203,51.6,2020-01-09 11:00,258.0,보성군,5.6,0.0,5.0,60.0,7.0,1
204,46.5,2020-01-09 12:00,258.0,보성군,6.2,0.0,5.9,60.0,6.0,1
205,40.1,2020-01-09 13:00,258.0,보성군,6.9,0.0,6.7,54.0,7.0,1
206,27.4,2020-01-09 14:00,258.0,보성군,7.4,0.0,6.5,54.0,8.0,1
207,15.5,2020-01-09 15:00,258.0,보성군,7.2,0.0,5.8,55.0,9.0,1
208,7.8,2020-01-09 16:00,258.0,보성군,7.0,0.0,4.1,54.0,6.0,1
209,0.6,2020-01-09 17:00,258.0,보성군,6.3,0.0,4.2,56.0,8.0,1
210,0.0,2020-01-09 18:00,258.0,보성군,5.3,0.0,3.6,58.0,10.0,1
211,0.0,2020-01-09 19:00,258.0,보성군,4.6,0.0,3.3,59.0,8.0,1
212,0.0,2020-01-09 20:00,258.0,보성군,3.6,0.0,3.5,65.0,6.0,1
213,0.0,2020-01-09 21:00,258.0,보성군,3.1,0.0,6.3,65.0,7.0,1
214,0.0,2020-01-09 22:00,258.0,보성군,2.9,0.0,6.5,65.0,9.0,1
215,0.0,2020-01-09 23:00,258.0,보성군,1.9,0.0,4.8,71.0,9.0,1
216,0.0,2020-01-10 00:00,258.0,보성군,1.4,0.0,2.6,73.0,0.0,1
217,0.0,2020-01-10 01:00,258.0,보성군,1.0,0.0,2.3,77.0,0.0,1
218,0.0,2020-01-10 02:00,258.0,보성군,0.8,0.0,2.4,76.0,0.0,1
219,0.0,2020-01-10 03:00,258.0,보성군,0.5,0.0,3.7,78.0,0.0,1
220,0.0,2020-01-10 04:00,258.0,보성군,0.3,0.0,5.4,79.0,0.0,1
221,0.0,2020-01-10 05:00,258.0,보성군,-0.1,0.0,6.4,83.0,2.0,1
222,0.0,2020-01-10 06:00,258.0,보성군,0.0,0.0,4.7,81.0,4.0,1
223,0.2,2020-01-10 07:00,258.0,보성군,-0.5,0.0,3.1,83.0,2.0,1
224,7.4,2020-01-10 08:00,258.0,보성군,-0.7,0.0,2.8,84.0,0.0,1
225,27.3,2020-01-10 09:00,258.0,보성군,-0.6,0.0,0.9,86.0,6.0,1
226,59.0,2020-01-10 10:00,258.0,보성군,2.3,0.0,1.4,68.0,7.0,1
227,70.9,2020-01-10 11:00,258.0,보성군,4.5,0.0,1.4,56.0,1.0,1
229,61.0,2020-01-10 13:00,258.0,보성군,6.5,0.0,3.4,59.0,0.0,1
235,0.0,2020-01-10 19:00,258.0,보성군,5.2,0.0,3.1,60.0,5.0,1
236,0.0,2020-01-10 20:00,258.0,보성군,4.2,0.0,4.5,63.0,5.0,1
237,0.0,2020-01-10 21:00,258.0,보성군,3.6,0.0,3.0,66.0,7.0,1
238,0.0,2020-01-10 22:00,258.0,보성군,3.3,0.0,3.0,65.0,8.0,1
239,0.0,2020-01-10 23:00,258.0,보성군,3.0,0.0,3.8,66.0,9.0,1
240,0.0,2020-01-11 00:00,258.0,보성군,3.0,0.0,3.5,65.0,9.0,1
241,0.0,2020-01-11 01:00,258.0,보성군,2.4,0.0,4.5,68.0,10.0,1
242,0.0,2020-01-11 02:00,258.0,보성군,2.1,0.0,5.0,68.0,9.0,1
243,0.0,2020-01-11 03:00,258.0,보성군,2.1,0.0,4.1,67.0,8.0,1
244,0.0,2020-01-11 04:00,258.0,보성군,1.5,0.0,5.0,71.0,7.0,1
245,0.0,2020-01-11 05:00,258.0,보성군,2.0,0.0,5.5,64.0,8.0,1
246,0.0,2020-01-11 06:00,258.0,보성군,2.0,0.0,4.1,61.0,6.0,1
247,0.0,2020-01-11 07:00,258.0,보성군,2.1,0.0,4.1,61.0,4.0,1
248,6.0,2020-01-11 08:00,258.0,보성군,1.3,0.0,3.5,71.0,0.0,1
249,24.0,2020-01-11 09:00,258.0,보성군,3.0,0.0,3.0,66.0,0.0,1
250,53.7,2020-01-11 10:00,258.0,보성군,5.5,0.0,2.5,59.0,2.0,1
251,67.6,2020-01-11 11:00,258.0,보성군,7.3,0.0,2.8,53.0,2.0,1
252,71.8,2020-01-11 12:00,258.0,보성군,8.7,0.0,3.7,53.0,1.0,1
253,69.7,2020-01-11 13:00,258.0,보성군,9.0,0.0,4.4,47.0,0.0,1
254,58.8,2020-01-11 14:00,258.0,보성군,9.8,0.0,5.1,46.0,0.0,1
255,37.7,2020-01-11 15:00,258.0,보성군,9.7,0.0,4.8,50.0,3.0,1
256,10.6,2020-01-11 16:00,258.0,보성군,8.8,0.0,6.2,53.0,4.0,1
257,0.6,2020-01-11 17:00,258.0,보성군,7.5,0.0,5.4,56.0,6.0,1
258,0.0,2020-01-11 18:00,258.0,보성군,6.7,0.0,4.1,58.0,8.0,1
259,0.0,2020-01-11 19:00,258.0,보성군,6.3,0.0,4.9,58.0,9.0,1
260,0.0,2020-01-11 20:00,258.0,보성군,5.4,0.0,7.3,60.0,8.0,1
261,0.0,2020-01-11 21:00,258.0,보성군,5.0,0.0,5.4,62.0,10.0,1
262,0.0,2020-01-11 22:00,258.0,보성군,4.5,0.0,6.7,63.0,10.0,1
263,0.0,2020-01-11 23:00,258.0,보성군,4.1,0.0,6.0,58.0,10.0,1
264,0.0,2020-01-12 00:00,258.0,보성군,3.6,0.0,3.6,61.0,10.0,1
265,0.0,2020-01-12 01:00,258.0,보성군,3.7,0.0,3.5,56.0,10.0,1
266,0.0,2020-01-12 02:00,258.0,보성군,3.3,0.0,4.1,60.0,9.0,1
267,0.0,2020-01-12 03:00,258.0,보성군,3.2,0.0,4.4,63.0,10.0,1
268,0.0,2020-01-12 04:00,258.0,보성군,3.2,0.0,4.2,64.0,9.0,1
269,0.0,2020-01-12 05:00,258.0,보성군,3.4,0.0,3.6,65.0,10.0,1
270,0.0,2020-01-12 06:00,258.0,보성군,3.2,0.0,2.7,66.0,6.0,1
271,0.0,2020-01-12 07:00,258.0,보성군,2.9,0.0,3.2,70.0,0.0,1
272,5.7,2020-01-12 08:00,258.0,보성군,2.9,0.0,4.2,70.0,0.0,1
273,12.6,2020-01-12 09:00,258.0,보성군,4.1,0.0,6.6,65.0,8.0,1
274,57.1,2020-01-12 10:00,258.0,보성군,4.7,0.0,7.3,63.0,9.0,1
275,61.4,2020-01-12 11:00,258.0,보성군,5.6,0.0,7.8,55.0,8.0,1
276,79.9,2020-01-12 12:00,258.0,보성군,6.2,0.0,8.4,54.0,6.0,1
277,52.8,2020-01-12 13:00,258.0,보성군,6.4,0.0,8.3,52.0,5.0,1
278,51.4,2020-01-12 14:00,258.0,보성군,5.9,0.0,7.6,52.0,7.0,1
279,27.2,2020-01-12 15:00,258.0,보성군,6.1,0.0,7.7,53.0,7.0,1
280,6.6,2020-01-12 16:00,258.0,보성군,5.8,0.0,7.4,52.0,8.0,1
281,0.9,2020-01-12 17:00,258.0,보성군,4.9,0.0,9.2,55.0,8.0,1
282,0.0,2020-01-12 18:00,258.0,보성군,4.0,0.0,5.0,60.0,3.0,1
283,0.0,2020-01-12 19:00,258.0,보성군,4.0,0.0,5.5,57.0,7.0,1
284,0.0,2020-01-12 20:00,258.0,보성군,3.2,0.0,4.4,63.0,0.0,1
285,0.0,2020-01-12 21:00,258.0,보성군,3.6,0.0,5.4,63.0,6.0,1
286,0.0,2020-01-12 22:00,258.0,보성군,3.6,0.0,5.4,63.0,0.0,1
287,0.0,2020-01-12 23:00,258.0,보성군,3.3,0.0,5.7,66.0,4.0,1
288,0.0,2020-01-13 00:00,258.0,보성군,3.6,0.0,5.3,67.0,7.0,1
289,0.0,2020-01-13 01:00,258.0,보성군,3.3,0.0,4.8,68.0,4.0,1
290,0.0,2020-01-13 02:00,258.0,보성군,3.0,0.0,4.5,67.0,8.0,1
291,0.0,2020-01-13 03:00,258.0,보성군,3.4,0.0,4.5,64.0,10.0,1
292,0.0,2020-01-13 04:00,258.0,보성군,3.4,0.0,6.9,65.0,5.0,1
293,0.0,2020-01-13 05:00,258.0,보성군,2.5,0.0,4.1,68.0,1.0,1
294,0.0,2020-01-13 06:00,258.0,보성군,2.6,0.0,4.0,69.0,3.0,1
295,0.1,2020-01-13 07:00,258.0,보성군,2.2,0.0,4.2,71.0,0.0,1
296,3.1,2020-01-13 08:00,258.0,보성군,2.3,0.0,4.5,73.0,1.0,1
297,10.5,2020-01-13 09:00,258.0,보성군,3.2,0.0,3.9,70.0,7.0,1
298,10.9,2020-01-13 10:00,258.0,보성군,3.4,0.0,5.7,72.0,9.0,1
299,45.0,2020-01-13 11:00,258.0,보성군,3.5,0.0,5.0,76.0,9.0,1
300,32.0,2020-01-13 12:00,258.0,보성군,5.7,0.0,4.9,58.0,9.0,1
301,49.2,2020-01-13 13:00,258.0,보성군,5.1,0.0,6.8,57.0,9.0,1
302,66.7,2020-01-13 14:00,258.0,보성군,5.8,0.0,7.1,48.0,8.0,1
303,49.1,2020-01-13 15:00,258.0,보성군,5.8,0.0,7.4,50.0,6.0,1
304,12.3,2020-01-13 16:00,258.0,보성군,5.3,0.0,6.4,49.0,4.0,1
305,1.8,2020-01-13 17:00,258.0,보성군,4.4,0.0,5.9,57.0,2.0,1
306,0.0,2020-01-13 18:00,258.0,보성군,2.1,0.0,4.1,65.0,0.0,1
307,0.0,2020-01-13 19:00,258.0,보성군,1.8,0.0,3.4,64.0,0.0,1
308,0.0,2020-01-13 20:00,258.0,보성군,0.9,0.0,2.3,66.0,6.0,1
309,0.0,2020-01-13 21:00,258.0,보성군,0.7,0.0,2.6,69.0,8.0,1
310,0.0,2020-01-13 22:00,258.0,보성군,0.4,0.0,1.9,71.0,9.0,1
311,0.0,2020-01-13 23:00,258.0,보성군,0.7,0.0,2.7,68.0,10.0,1
312,0.0,2020-01-14 00:00,258.0,보성군,1.0,0.0,3.4,62.0,10.0,1
313,0.0,2020-01-14 01:00,258.0,보성군,1.1,0.0,2.4,59.0,10.0,1
314,0.0,2020-01-14 02:00,258.0,보성군,1.6,0.0,1.1,56.0,10.0,1
315,0.0,2020-01-14 03:00,258.0,보성군,1.2,0.0,2.5,57.0,10.0,1
316,0.0,2020-01-14 04:00,258.0,보성군,1.4,0.0,2.8,58.0,10.0,1
317,0.0,2020-01-14 05:00,258.0,보성군,1.3,0.0,3.0,60.0,10.0,1
318,0.0,2020-01-14 06:00,258.0,보성군,-0.3,0.0,3.1,83.0,10.0,1
319,0.0,2020-01-14 07:00,258.0,보성군,-0.1,0.0,2.9,79.0,10.0,1
320,1.2,2020-01-14 08:00,258.0,보성군,0.2,0.0,3.4,74.0,9.0,1
321,4.7,2020-01-14 09:00,258.0,보성군,0.8,0.0,2.3,68.0,10.0,1
322,9.4,2020-01-14 10:00,258.0,보성군,2.0,0.0,1.5,66.0,2.0,1
323,15.4,2020-01-14 11:00,258.0,보성군,2.7,0.0,1.8,58.0,2.0,1
324,25.1,2020-01-14 12:00,258.0,보성군,3.6,0.0,1.7,47.0,10.0,1
325,48.5,2020-01-14 13:00,258.0,보성군,4.9,0.0,1.8,45.0,7.0,1
326,53.0,2020-01-14 14:00,258.0,보성군,6.4,0.0,3.0,41.0,6.0,1
327,41.3,2020-01-14 15:00,258.0,보성군,6.3,0.0,2.9,40.0,5.0,1
