,발전량,일시,지점,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),미세먼지
2158,0.0,2020-03-31 03:00,258.0,보성군,5.2,0.0,2.1,95.0,0.0,1
2159,0.0,2020-03-31 04:00,258.0,보성군,5.5,0.0,2.3,94.0,0.0,1
2160,0.0,2020-03-31 05:00,258.0,보성군,5.2,0.0,2.7,94.0,1.0,1
2161,0.7,2020-03-31 06:00,258.0,보성군,3.4,0.0,0.8,99.0,4.0,1
2162,10.8,2020-03-31 07:00,258.0,보성군,5.1,0.0,0.4,94.0,9.0,1
2163,31.8,2020-03-31 08:00,258.0,보성군,7.9,0.0,2.3,90.0,0.0,1
2164,47.9,2020-03-31 09:00,258.0,보성군,11.3,0.0,2.6,77.0,0.0,1
2165,65.8,2020-03-31 10:00,258.0,보성군,15.0,0.0,1.3,57.0,0.0,1
2166,75.2,2020-03-31 11:00,258.0,보성군,15.4,0.0,3.1,51.0,0.0,1
2167,71.1,2020-03-31 12:00,258.0,보성군,17.1,0.0,3.0,51.0,2.0,1
2168,67.7,2020-03-31 13:00,258.0,보성군,18.1,0.0,4.3,46.0,7.0,1
2169,69.4,2020-03-31 14:00,258.0,보성군,19.1,0.0,4.3,42.0,7.0,1
2170,54.3,2020-03-31 15:00,258.0,보성군,19.1,0.0,3.3,34.0,2.0,1
2171,35.0,2020-03-31 16:00,258.0,보성군,18.7,0.0,4.6,47.0,5.0,1
2172,14.9,2020-03-31 17:00,258.0,보성군,17.2,0.0,2.4,52.0,6.0,1
2173,2.6,2020-03-31 18:00,258.0,보성군,15.2,0.0,2.0,49.0,5.0,1
2174,0.0,2020-03-31 19:00,258.0,보성군,12.4,0.0,2.3,64.0,7.0,1
2175,0.0,2020-03-31 20:00,258.0,보성군,11.2,0.0,2.0,69.0,6.0,1
2176,0.0,2020-03-31 21:00,258.0,보성군,9.7,0.0,2.9,75.0,4.0,1
2177,0.0,2020-03-31 22:00,258.0,보성군,10.6,0.0,2.0,76.0,8.0,1
2178,0.0,2020-03-31 23:00,258.0,보성군,9.6,0.0,1.0,79.0,10.0,1
2179,0.0,2020-04-01 00:00,258.0,보성군,11.7,0.0,2.4,59.0,10.0,1
2180,0.0,2020-04-01 01:00,258.0,보성군,10.8,0.0,2.7,63.0,10.0,1
2181,0.0,2020-04-01 02:00,258.0,보성군,10.9,0.0,1.8,59.0,10.0,1
2182,0.0,2020-04-01 03:00,258.0,보성군,10.1,0.0,4.2,63.0,10.0,1
2183,0.0,2020-04-01 04:00,258.0,보성군,8.3,0.2,3.8,77.0,10.0,1
2184,0.0,2020-04-01 05:00,258.0,보성군,7.8,0.2,3.7,82.0,10.0,1
2185,0.1,2020-04-01 06:00,258.0,보성군,7.4,0.1,3.7,85.0,10.0,1
2187,12.6,2020-04-01 08:00,258.0,보성군,8.4,0.0,3.1,79.0,10.0,1
2188,14.0,2020-04-01 09:00,258.0,보성군,9.9,0.0,3.2,73.0,10.0,1
2189,20.2,2020-04-01 10:00,258.0,보성군,10.3,0.0,2.3,71.0,9.0,1
2190,57.5,2020-04-01 11:00,258.0,보성군,12.3,0.0,5.0,64.0,9.0,1
2191,75.0,2020-04-01 12:00,258.0,보성군,16.0,0.0,4.1,48.0,4.0,1
2192,71.4,2020-04-01 13:00,258.0,보성군,17.3,0.0,7.4,47.0,0.0,1
2193,65.8,2020-04-01 14:00,258.0,보성군,18.1,0.0,8.3,43.0,0.0,0
2194,53.5,2020-04-01 15:00,258.0,보성군,17.9,0.0,7.9,43.0,0.0,0
2195,33.9,2020-04-01 16:00,258.0,보성군,16.8,0.0,8.7,44.0,0.0,0
2196,15.7,2020-04-01 17:00,258.0,보성군,15.4,0.0,9.7,41.0,0.0,1
2197,2.8,2020-04-01 18:00,258.0,보성군,13.0,0.0,8.9,40.0,0.0,1
2198,0.0,2020-04-01 19:00,258.0,보성군,10.6,0.0,9.5,35.0,0.0,1
2199,0.0,2020-04-01 20:00,258.0,보성군,8.4,0.0,10.6,43.0,0.0,1
2200,0.0,2020-04-01 21:00,258.0,보성군,7.5,0.0,8.3,42.0,0.0,1
2201,0.0,2020-04-01 22:00,258.0,보성군,7.8,0.0,10.3,37.0,0.0,1
2202,0.0,2020-04-01 23:00,258.0,보성군,8.1,0.0,8.5,39.0,0.0,1
2203,0.0,2020-04-02 00:00,258.0,보성군,7.3,0.0,4.8,45.0,0.0,1
2204,0.0,2020-04-02 01:00,258.0,보성군,4.9,0.0,2.9,63.0,0.0,1
2205,0.0,2020-04-02 02:00,258.0,보성군,6.5,0.0,2.5,59.0,1.0,1
2206,0.0,2020-04-02 03:00,258.0,보성군,4.1,0.0,5.4,74.0,7.0,1
2207,0.0,2020-04-02 04:00,258.0,보성군,4.8,0.0,4.1,74.0,10.0,1
2208,0.0,2020-04-02 05:00,258.0,보성군,5.8,0.0,2.7,70.0,10.0,1
2209,1.0,2020-04-02 06:00,258.0,보성군,6.5,0.0,4.4,69.0,6.0,1
2210,11.0,2020-04-02 07:00,258.0,보성군,5.4,0.0,4.0,74.0,0.0,1
2211,30.3,2020-04-02 08:00,258.0,보성군,7.9,0.0,2.7,65.0,1.0,1
2212,49.0,2020-04-02 09:00,258.0,보성군,10.1,0.0,1.9,57.0,0.0,1
2213,65.7,2020-04-02 10:00,258.0,보성군,11.9,0.0,1.7,56.0,0.0,1
2214,73.1,2020-04-02 11:00,258.0,보성군,13.9,0.0,3.5,46.0,0.0,1
2215,76.1,2020-04-02 12:00,258.0,보성군,14.7,0.0,4.0,39.0,1.0,1
2216,73.9,2020-04-02 13:00,258.0,보성군,15.4,0.0,3.0,28.0,0.0,1
2217,63.3,2020-04-02 14:00,258.0,보성군,15.7,0.0,5.1,35.0,0.0,1
2218,45.2,2020-04-02 15:00,258.0,보성군,16.3,0.0,5.2,39.0,6.0,1
2219,22.9,2020-04-02 16:00,258.0,보성군,16.3,0.0,4.6,37.0,7.0,1
2220,10.0,2020-04-02 17:00,258.0,보성군,15.3,0.0,3.1,36.0,6.0,1
2221,1.8,2020-04-02 18:00,258.0,보성군,13.0,0.0,0.7,43.0,6.0,1
2222,0.0,2020-04-02 19:00,258.0,보성군,11.4,0.0,1.5,46.0,6.0,1
2223,0.0,2020-04-02 20:00,258.0,보성군,10.1,0.0,1.3,61.0,3.0,1
2224,0.0,2020-04-02 21:00,258.0,보성군,9.5,0.0,3.0,46.0,1.0,1
2225,0.0,2020-04-02 22:00,258.0,보성군,9.0,0.0,3.2,43.0,3.0,1
2226,0.0,2020-04-02 23:00,258.0,보성군,7.1,0.0,4.2,53.0,7.0,1
2227,0.0,2020-04-03 00:00,258.0,보성군,7.1,0.0,3.8,53.0,0.0,1
2228,0.0,2020-04-03 01:00,258.0,보성군,7.0,0.0,3.4,51.0,4.0,1
2229,0.0,2020-04-03 02:00,258.0,보성군,7.3,0.0,3.9,50.0,7.0,1
2230,0.0,2020-04-03 03:00,258.0,보성군,6.8,0.0,4.8,53.0,8.0,1
2231,0.0,2020-04-03 04:00,258.0,보성군,7.6,0.0,5.2,45.0,6.0,1
2232,0.0,2020-04-03 05:00,258.0,보성군,6.6,0.0,1.6,44.0,7.0,1
2233,0.9,2020-04-03 06:00,258.0,보성군,5.7,0.0,2.0,47.0,5.0,1
2234,10.9,2020-04-03 07:00,258.0,보성군,5.8,0.0,3.8,49.0,2.0,1
2235,32.3,2020-04-03 08:00,258.0,보성군,8.6,0.0,3.8,43.0,0.0,1
2236,51.9,2020-04-03 09:00,258.0,보성군,12.3,0.0,2.3,32.0,1.0,1
2237,67.5,2020-04-03 10:00,258.0,보성군,15.2,0.0,1.7,26.0,0.0,1
2238,78.0,2020-04-03 11:00,258.0,보성군,16.3,0.0,2.2,19.0,0.0,1
2239,80.6,2020-04-03 12:00,258.0,보성군,17.2,0.0,3.3,26.0,0.0,1
2240,73.7,2020-04-03 13:00,258.0,보성군,18.0,0.0,5.0,23.0,0.0,1
2241,70.6,2020-04-03 14:00,258.0,보성군,18.0,0.0,6.2,25.0,0.0,1
2242,57.6,2020-04-03 15:00,258.0,보성군,19.1,0.0,5.2,27.0,0.0,1
2243,38.7,2020-04-03 16:00,258.0,보성군,19.2,0.0,4.6,31.0,0.0,1
2244,16.9,2020-04-03 17:00,258.0,보성군,18.0,0.0,5.6,35.0,0.0,1
2245,3.1,2020-04-03 18:00,258.0,보성군,15.8,0.0,5.8,40.0,0.0,1
2246,0.0,2020-04-03 19:00,258.0,보성군,13.7,0.0,5.5,36.0,0.0,1
2247,0.0,2020-04-03 20:00,258.0,보성군,11.8,0.0,3.2,40.0,0.0,1
2248,0.0,2020-04-03 21:00,258.0,보성군,10.4,0.0,1.7,42.0,0.0,1
2249,0.0,2020-04-03 22:00,258.0,보성군,9.3,0.0,3.1,42.0,0.0,1
2250,0.0,2020-04-03 23:00,258.0,보성군,8.8,0.0,2.7,42.0,0.0,1
2251,0.0,2020-04-04 00:00,258.0,보성군,9.0,0.0,3.0,38.0,0.0,1
2252,0.0,2020-04-04 01:00,258.0,보성군,8.5,0.0,2.7,36.0,0.0,1
2253,0.0,2020-04-04 02:00,258.0,보성군,7.9,0.0,3.2,42.0,0.0,1
2254,0.0,2020-04-04 03:00,258.0,보성군,6.9,0.0,4.5,48.0,0.0,1
2255,0.0,2020-04-04 04:00,258.0,보성군,7.6,0.0,4.2,49.0,0.0,1
2256,0.0,2020-04-04 05:00,258.0,보성군,5.8,0.0,3.9,61.0,0.0,1
2257,0.9,2020-04-04 06:00,258.0,보성군,5.4,0.0,3.1,68.0,0.0,1
2258,11.9,2020-04-04 07:00,258.0,보성군,6.4,0.0,3.4,67.0,0.0,1
2259,33.9,2020-04-04 08:00,258.0,보성군,9.8,0.0,2.9,55.0,0.0,1
2260,55.3,2020-04-04 09:00,258.0,보성군,12.6,0.0,8.3,43.0,0.0,1
2261,69.4,2020-04-04 10:00,258.0,보성군,14.9,0.0,6.2,46.0,0.0,1
2262,78.0,2020-04-04 11:00,258.0,보성군,15.7,0.0,7.1,48.0,0.0,1
2263,80.6,2020-04-04 12:00,258.0,보성군,17.6,0.0,6.2,46.0,0.0,1
2264,79.1,2020-04-04 13:00,258.0,보성군,19.8,0.0,4.5,36.0,0.0,1
2265,71.8,2020-04-04 14:00,258.0,보성군,19.1,0.0,7.9,37.0,0.0,1
2266,59.4,2020-04-04 15:00,258.0,보성군,18.7,0.0,9.7,25.0,0.0,0
2267,36.5,2020-04-04 16:00,258.0,보성군,15.6,0.0,10.5,38.0,0.0,0
2268,24.0,2020-04-04 17:00,258.0,보성군,13.1,0.0,9.5,29.0,0.0,0
2269,3.5,2020-04-04 18:00,258.0,보성군,11.0,0.0,7.5,31.0,0.0,0
2270,0.0,2020-04-04 19:00,258.0,보성군,8.2,0.0,6.6,41.0,0.0,1
2271,0.0,2020-04-04 20:00,258.0,보성군,7.1,0.0,4.9,52.0,0.0,1
2272,0.0,2020-04-04 21:00,258.0,보성군,6.4,0.0,4.0,50.0,0.0,1
2273,0.0,2020-04-04 22:00,258.0,보성군,6.1,0.0,4.1,46.0,0.0,1
2274,0.0,2020-04-04 23:00,258.0,보성군,6.4,0.0,6.2,48.0,0.0,1
2275,0.0,2020-04-05 00:00,258.0,보성군,5.4,0.0,5.4,52.0,0.0,1
2276,0.0,2020-04-05 01:00,258.0,보성군,3.8,0.0,2.9,58.0,0.0,1
2277,0.0,2020-04-05 02:00,258.0,보성군,4.6,0.0,2.9,50.0,0.0,1
2278,0.0,2020-04-05 03:00,258.0,보성군,4.1,0.0,2.3,51.0,0.0,1
2279,0.0,2020-04-05 04:00,258.0,보성군,3.9,0.0,3.3,49.0,0.0,1
2280,0.0,2020-04-05 05:00,258.0,보성군,2.4,0.0,2.9,58.0,0.0,1
2281,1.0,2020-04-05 06:00,258.0,보성군,0.7,0.0,3.6,68.0,0.0,1
2282,13.6,2020-04-05 07:00,258.0,보성군,3.8,0.0,3.7,50.0,0.0,1
2283,38.5,2020-04-05 08:00,258.0,보성군,6.8,0.0,3.2,37.0,0.0,1
2284,60.5,2020-04-05 09:00,258.0,보성군,9.0,0.0,2.6,33.0,0.0,1
2285,75.7,2020-04-05 10:00,258.0,보성군,10.4,0.0,4.7,26.0,0.0,1
2286,82.3,2020-04-05 11:00,258.0,보성군,12.1,0.0,3.2,21.0,0.0,1
2287,85.0,2020-04-05 12:00,258.0,보성군,13.8,0.0,2.7,22.0,0.0,1
2288,83.0,2020-04-05 13:00,258.0,보성군,14.0,0.0,5.3,31.0,0.0,1
2289,74.4,2020-04-05 14:00,258.0,보성군,16.0,0.0,5.6,24.0,0.0,1
2290,60.0,2020-04-05 15:00,258.0,보성군,16.1,0.0,5.1,18.0,0.0,1
2291,38.9,2020-04-05 16:00,258.0,보성군,16.1,0.0,4.2,22.0,0.0,1
2292,16.3,2020-04-05 17:00,258.0,보성군,14.5,0.0,7.4,27.0,0.0,1
2293,2.6,2020-04-05 18:00,258.0,보성군,12.6,0.0,7.0,30.0,2.0,1
2294,0.0,2020-04-05 19:00,258.0,보성군,9.6,0.0,7.8,38.0,0.0,1
2295,0.0,2020-04-05 20:00,258.0,보성군,7.2,0.0,4.3,48.0,5.0,1
2296,0.0,2020-04-05 21:00,258.0,보성군,6.5,0.0,4.4,51.0,5.0,1
2297,0.0,2020-04-05 22:00,258.0,보성군,6.8,0.0,3.5,49.0,6.0,1
2298,0.0,2020-04-05 23:00,258.0,보성군,6.3,0.0,4.8,48.0,1.0,1
2299,0.0,2020-04-06 00:00,258.0,보성군,4.2,0.0,4.9,65.0,0.0,1
2300,0.0,2020-04-06 01:00,258.0,보성군,4.6,0.0,5.7,60.0,0.0,1
2301,0.0,2020-04-06 02:00,258.0,보성군,3.9,0.0,3.2,59.0,0.0,1
2302,0.0,2020-04-06 03:00,258.0,보성군,2.8,0.0,4.0,70.0,0.0,1
2303,0.0,2020-04-06 04:00,258.0,보성군,2.5,0.0,3.9,70.0,0.0,1
2304,0.0,2020-04-06 05:00,258.0,보성군,0.6,0.0,3.1,73.0,0.0,1
2305,1.0,2020-04-06 06:00,258.0,보성군,0.7,0.0,0.4,76.0,0.0,1
2306,11.6,2020-04-06 07:00,258.0,보성군,2.1,0.0,4.0,75.0,6.0,1
2307,34.8,2020-04-06 08:00,258.0,보성군,5.2,0.0,1.7,69.0,0.0,1
2308,55.2,2020-04-06 09:00,258.0,보성군,9.1,0.0,2.5,51.0,0.0,1
2309,68.4,2020-04-06 10:00,258.0,보성군,11.6,0.0,2.2,37.0,0.0,1
2310,79.7,2020-04-06 11:00,258.0,보성군,13.9,0.0,3.5,32.0,5.0,1
2311,81.5,2020-04-06 12:00,258.0,보성군,14.5,0.0,3.9,32.0,2.0,1
2312,78.2,2020-04-06 13:00,258.0,보성군,15.7,0.0,4.6,26.0,1.0,1
2313,64.3,2020-04-06 14:00,258.0,보성군,16.5,0.0,5.2,29.0,5.0,1
2314,44.2,2020-04-06 15:00,258.0,보성군,16.8,0.0,6.3,28.0,6.0,1
2315,22.4,2020-04-06 16:00,258.0,보성군,17.1,0.0,3.0,27.0,8.0,1
2316,10.8,2020-04-06 17:00,258.0,보성군,15.1,0.0,2.5,42.0,8.0,1
2317,2.5,2020-04-06 18:00,258.0,보성군,13.0,0.0,2.0,53.0,8.0,1
2318,0.0,2020-04-06 19:00,258.0,보성군,12.5,0.0,1.9,52.0,8.0,1
2319,0.0,2020-04-06 20:00,258.0,보성군,11.9,0.0,5.2,36.0,10.0,1
2320,0.0,2020-04-06 21:00,258.0,보성군,11.1,0.0,3.1,32.0,10.0,1
2321,0.0,2020-04-06 22:00,258.0,보성군,10.4,0.0,3.9,33.0,9.0,1
2322,0.0,2020-04-06 23:00,258.0,보성군,9.9,0.0,3.9,38.0,10.0,1
2323,0.0,2020-04-07 00:00,258.0,보성군,9.5,0.0,3.8,40.0,8.0,1
2324,0.0,2020-04-07 01:00,258.0,보성군,7.6,0.0,2.9,50.0,8.0,1
2325,0.0,2020-04-07 02:00,258.0,보성군,7.9,0.0,3.6,45.0,7.0,1
2326,0.0,2020-04-07 03:00,258.0,보성군,8.0,0.0,3.3,45.0,6.0,1
2327,0.0,2020-04-07 04:00,258.0,보성군,7.5,0.0,3.9,47.0,6.0,1
2328,0.0,2020-04-07 05:00,258.0,보성군,6.5,0.0,3.2,51.0,6.0,1
2329,1.2,2020-04-07 06:00,258.0,보성군,5.5,0.0,3.8,54.0,0.0,1
2330,11.6,2020-04-07 07:00,258.0,보성군,5.3,0.0,3.3,54.0,0.0,1
2331,32.2,2020-04-07 08:00,258.0,보성군,8.6,0.0,4.5,42.0,0.0,1
2332,52.6,2020-04-07 09:00,258.0,보성군,11.8,0.0,1.8,40.0,0.0,1
2333,67.6,2020-04-07 10:00,258.0,보성군,14.7,0.0,4.5,29.0,0.0,1
2334,76.3,2020-04-07 11:00,258.0,보성군,16.8,0.0,3.6,26.0,0.0,1
2335,78.5,2020-04-07 12:00,258.0,보성군,18.5,0.0,5.0,28.0,0.0,1
2336,76.7,2020-04-07 13:00,258.0,보성군,19.6,0.0,5.1,28.0,0.0,1
2337,66.8,2020-04-07 14:00,258.0,보성군,19.7,0.0,6.9,29.0,0.0,0
2338,52.8,2020-04-07 15:00,258.0,보성군,20.1,0.0,6.5,29.0,0.0,0
2339,34.1,2020-04-07 16:00,258.0,보성군,19.9,0.0,7.6,28.0,0.0,0
2340,15.0,2020-04-07 17:00,258.0,보성군,18.8,0.0,6.4,25.0,0.0,0
2341,2.7,2020-04-07 18:00,258.0,보성군,17.3,0.0,6.0,29.0,0.0,1
2342,0.0,2020-04-07 19:00,258.0,보성군,15.1,0.0,4.8,42.0,0.0,1
2343,0.0,2020-04-07 20:00,258.0,보성군,12.3,0.0,3.0,55.0,0.0,1
2344,0.0,2020-04-07 21:00,258.0,보성군,11.5,0.0,3.2,58.0,0.0,1
2345,0.0,2020-04-07 22:00,258.0,보성군,11.3,0.0,4.0,66.0,0.0,1
2346,0.0,2020-04-07 23:00,258.0,보성군,10.4,0.0,3.4,75.0,3.0,1
2347,0.0,2020-04-08 00:00,258.0,보성군,9.9,0.0,3.5,79.0,1.0,1
2348,0.0,2020-04-08 01:00,258.0,보성군,9.0,0.0,3.1,85.0,6.0,1
2349,0.0,2020-04-08 02:00,258.0,보성군,8.9,0.0,2.0,83.0,4.0,1
2350,0.0,2020-04-08 03:00,258.0,보성군,8.6,0.0,3.4,85.0,7.0,1
2351,0.0,2020-04-08 04:00,258.0,보성군,8.8,0.0,3.4,81.0,0.0,1
2352,0.0,2020-04-08 05:00,258.0,보성군,8.5,0.0,3.4,79.0,0.0,1
2353,1.5,2020-04-08 06:00,258.0,보성군,7.6,0.0,3.3,74.0,0.0,1
2354,13.6,2020-04-08 07:00,258.0,보성군,7.7,0.0,3.2,67.0,0.0,1
2355,31.1,2020-04-08 08:00,258.0,보성군,10.0,0.0,3.8,49.0,2.0,1
2356,49.8,2020-04-08 09:00,258.0,보성군,12.1,0.0,3.0,38.0,0.0,1
2357,65.3,2020-04-08 10:00,258.0,보성군,14.0,0.0,3.9,28.0,0.0,1
2358,70.9,2020-04-08 11:00,258.0,보성군,15.0,0.0,6.6,25.0,0.0,1
2359,72.5,2020-04-08 12:00,258.0,보성군,16.9,0.0,6.7,26.0,0.0,1
2360,74.6,2020-04-08 13:00,258.0,보성군,18.2,0.0,3.7,23.0,0.0,1
2361,69.1,2020-04-08 14:00,258.0,보성군,18.3,0.0,7.0,24.0,0.0,1
2362,54.8,2020-04-08 15:00,258.0,보성군,18.0,0.0,6.7,18.0,0.0,1
2363,36.9,2020-04-08 16:00,258.0,보성군,17.6,0.0,6.6,19.0,0.0,1
2364,17.0,2020-04-08 17:00,258.0,보성군,16.5,0.0,5.9,22.0,0.0,1
2365,3.5,2020-04-08 18:00,258.0,보성군,14.6,0.0,5.4,23.0,0.0,1
2366,0.0,2020-04-08 19:00,258.0,보성군,12.3,0.0,4.9,25.0,0.0,1
2367,0.0,2020-04-08 20:00,258.0,보성군,12.5,0.0,4.1,19.0,8.0,1
2368,0.0,2020-04-08 21:00,258.0,보성군,10.1,0.0,3.4,27.0,7.0,1
2369,0.0,2020-04-08 22:00,258.0,보성군,8.3,0.0,2.6,35.0,6.0,1
2370,0.0,2020-04-08 23:00,258.0,보성군,7.9,0.0,3.1,35.0,1.0,1
2371,0.0,2020-04-09 00:00,258.0,보성군,4.0,0.0,2.5,58.0,0.0,1
2372,0.0,2020-04-09 01:00,258.0,보성군,5.0,0.0,2.0,51.0,0.0,1
2373,0.0,2020-04-09 02:00,258.0,보성군,3.8,0.0,2.7,58.0,0.0,1
2374,0.0,2020-04-09 03:00,258.0,보성군,3.2,0.0,3.3,61.0,0.0,1
2375,0.0,2020-04-09 04:00,258.0,보성군,3.8,0.0,3.5,59.0,0.0,1
2376,0.0,2020-04-09 05:00,258.0,보성군,2.1,0.0,2.9,70.0,0.0,1
2377,1.1,2020-04-09 06:00,258.0,보성군,4.0,0.0,3.3,62.0,0.0,1
2378,11.1,2020-04-09 07:00,258.0,보성군,3.5,0.0,4.2,66.0,0.0,1
2379,30.6,2020-04-09 08:00,258.0,보성군,7.1,0.0,3.6,54.0,0.0,1
2380,49.9,2020-04-09 09:00,258.0,보성군,10.6,0.0,3.3,38.0,0.0,1
2381,65.5,2020-04-09 10:00,258.0,보성군,12.8,0.0,5.0,27.0,0.0,1
2382,75.1,2020-04-09 11:00,258.0,보성군,14.1,0.0,5.3,28.0,0.0,1
2383,78.7,2020-04-09 12:00,258.0,보성군,15.5,0.0,5.1,27.0,1.0,1
2384,75.8,2020-04-09 13:00,258.0,보성군,16.6,0.0,5.3,25.0,0.0,1
2385,67.0,2020-04-09 14:00,258.0,보성군,17.5,0.0,5.9,27.0,0.0,1
2386,52.3,2020-04-09 15:00,258.0,보성군,17.5,0.0,5.8,26.0,0.0,1
2387,33.1,2020-04-09 16:00,258.0,보성군,16.7,0.0,6.0,25.0,0.0,1
2388,14.4,2020-04-09 17:00,258.0,보성군,15.7,0.0,6.0,30.0,1.0,1
2389,2.9,2020-04-09 18:00,258.0,보성군,13.9,0.0,5.4,37.0,0.0,1
2390,0.0,2020-04-09 19:00,258.0,보성군,11.8,0.0,4.5,44.0,7.0,1
2391,0.0,2020-04-09 20:00,258.0,보성군,10.3,0.0,5.7,47.0,5.0,1
2392,0.0,2020-04-09 21:00,258.0,보성군,9.4,0.0,4.4,50.0,6.0,1
2393,0.0,2020-04-09 22:00,258.0,보성군,9.1,0.0,3.6,50.0,6.0,1
2394,0.0,2020-04-09 23:00,258.0,보성군,9.3,0.0,3.9,48.0,10.0,1
2395,0.0,2020-04-10 00:00,258.0,보성군,9.7,0.0,7.1,45.0,9.0,1
2396,0.0,2020-04-10 01:00,258.0,보성군,9.4,0.0,4.5,47.0,10.0,1
2397,0.0,2020-04-10 02:00,258.0,보성군,9.2,0.0,2.2,46.0,10.0,1
2398,0.0,2020-04-10 03:00,258.0,보성군,7.9,0.0,2.4,57.0,10.0,1
2399,0.0,2020-04-10 04:00,258.0,보성군,8.4,0.0,3.9,52.0,9.0,1
2400,0.0,2020-04-10 05:00,258.0,보성군,8.2,0.0,3.0,54.0,4.0,1
2401,0.3,2020-04-10 06:00,258.0,보성군,8.4,0.0,2.7,53.0,8.0,1
2402,2.9,2020-04-10 07:00,258.0,보성군,8.2,0.0,2.4,57.0,9.0,1
2403,16.7,2020-04-10 08:00,258.0,보성군,9.0,0.0,2.2,57.0,9.0,1
2404,18.2,2020-04-10 09:00,258.0,보성군,11.0,0.0,1.0,55.0,7.0,1
2405,13.0,2020-04-10 10:00,258.0,보성군,11.7,0.0,3.2,62.0,9.0,1
2406,15.7,2020-04-10 11:00,258.0,보성군,12.0,0.0,3.4,63.0,9.0,1
2407,12.4,2020-04-10 12:00,258.0,보성군,12.0,0.0,4.6,65.0,9.0,1
2408,14.5,2020-04-10 13:00,258.0,보성군,12.1,0.0,3.6,64.0,9.0,1
2409,13.0,2020-04-10 14:00,258.0,보성군,12.7,0.0,3.2,63.0,9.0,1
2411,6.9,2020-04-10 16:00,258.0,보성군,12.0,0.0,2.4,64.0,10.0,1
2412,7.2,2020-04-10 17:00,258.0,보성군,11.7,0.0,2.5,65.0,9.0,1
2413,1.3,2020-04-10 18:00,258.0,보성군,11.4,0.0,3.0,70.0,9.0,1
2414,0.0,2020-04-10 19:00,258.0,보성군,9.6,0.0,2.6,77.0,0.0,1
2415,0.0,2020-04-10 20:00,258.0,보성군,9.6,0.0,1.3,81.0,9.0,1
2416,0.0,2020-04-10 21:00,258.0,보성군,8.4,0.0,1.0,84.0,7.0,1
2417,0.0,2020-04-10 22:00,258.0,보성군,8.2,0.0,0.2,87.0,10.0,1
2418,0.0,2020-04-10 23:00,258.0,보성군,8.2,0.0,1.0,88.0,1.0,1
2419,0.0,2020-04-11 00:00,258.0,보성군,7.6,0.0,1.4,90.0,9.0,1
2420,0.0,2020-04-11 01:00,258.0,보성군,7.3,0.0,2.6,89.0,7.0,1
2421,0.0,2020-04-11 02:00,258.0,보성군,7.7,0.0,2.4,89.0,9.0,1
2422,0.0,2020-04-11 03:00,258.0,보성군,7.7,0.0,1.7,89.0,9.0,1
2423,0.0,2020-04-11 04:00,258.0,보성군,8.2,0.1,1.7,88.0,9.0,1
2424,0.0,2020-04-11 05:00,258.0,보성군,7.8,0.1,0.4,92.0,9.0,1
2425,0.5,2020-04-11 06:00,258.0,보성군,7.4,0.4,0.8,97.0,9.0,1
2426,2.2,2020-04-11 07:00,258.0,보성군,7.7,0.6,2.7,96.0,6.0,1
2427,4.3,2020-04-11 08:00,258.0,보성군,8.1,0.4,0.3,93.0,8.0,1
2429,16.0,2020-04-11 10:00,258.0,보성군,8.7,1.2,2.1,93.0,10.0,1
2430,25.4,2020-04-11 11:00,258.0,보성군,9.5,0.2,1.8,88.0,7.0,1
2431,25.2,2020-04-11 12:00,258.0,보성군,10.0,0.1,2.1,86.0,10.0,1
2432,16.0,2020-04-11 13:00,258.0,보성군,10.6,0.3,1.7,89.0,10.0,1
2433,15.7,2020-04-11 14:00,258.0,보성군,10.2,0.2,3.2,77.0,10.0,1
2434,12.1,2020-04-11 15:00,258.0,보성군,10.1,1.0,2.4,85.0,10.0,1
2435,7.4,2020-04-11 16:00,258.0,보성군,9.7,0.7,2.0,85.0,10.0,1
2436,2.3,2020-04-11 17:00,258.0,보성군,9.2,0.8,0.8,86.0,9.0,1
2437,0.5,2020-04-11 18:00,258.0,보성군,8.2,1.0,1.2,92.0,10.0,1
2438,0.0,2020-04-11 19:00,258.0,보성군,7.8,1.4,1.3,93.0,10.0,1
2439,0.0,2020-04-11 20:00,258.0,보성군,7.5,1.4,0.8,95.0,10.0,1
2440,0.0,2020-04-11 21:00,258.0,보성군,7.2,1.5,0.6,95.0,10.0,1
2441,0.0,2020-04-11 22:00,258.0,보성군,7.1,0.8,1.4,97.0,10.0,1
2442,0.0,2020-04-11 23:00,258.0,보성군,6.9,0.9,1.3,98.0,10.0,1
2443,0.0,2020-04-12 00:00,258.0,보성군,6.8,0.6,1.2,98.0,9.0,1
2444,0.0,2020-04-12 01:00,258.0,보성군,6.9,0.1,1.2,97.0,10.0,1
2445,0.0,2020-04-12 02:00,258.0,보성군,7.0,0.2,0.4,96.0,10.0,1
2446,0.0,2020-04-12 03:00,258.0,보성군,6.8,0.1,1.3,95.0,10.0,1
2447,0.0,2020-04-12 04:00,258.0,보성군,6.8,0.1,0.9,95.0,10.0,1
2448,0.0,2020-04-12 05:00,258.0,보성군,6.6,0.1,1.0,97.0,5.0,1
2449,0.4,2020-04-12 06:00,258.0,보성군,6.6,0.0,2.0,94.0,8.0,1
2450,6.8,2020-04-12 07:00,258.0,보성군,6.6,0.0,2.7,95.0,9.0,1
