지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위)
258,보성군,2020-01-01 00:00,-3.5,,5.8,48,0
258,보성군,2020-01-01 01:00,-3.3,,6.8,41,0
258,보성군,2020-01-01 02:00,-3.3,,3.2,37,0
258,보성군,2020-01-01 03:00,-3.1,,4.8,56,0
258,보성군,2020-01-01 04:00,-3.4,,3.1,50,0
258,보성군,2020-01-01 05:00,-2.8,,2.8,59,5
258,보성군,2020-01-01 06:00,-1.9,,3.4,61,10
258,보성군,2020-01-01 07:00,-1.2,,3.7,61,8
258,보성군,2020-01-01 08:00,-1.6,,4.2,65,0
258,보성군,2020-01-01 09:00,.6,,4.1,60,0
258,보성군,2020-01-01 10:00,2.8,,5.6,53,3
258,보성군,2020-01-01 11:00,4.3,,6.7,52,2
258,보성군,2020-01-01 12:00,5.2,,6.4,50,1
258,보성군,2020-01-01 13:00,5.9,,5.8,49,
258,보성군,2020-01-01 14:00,6.1,,6.9,51,2
258,보성군,2020-01-01 15:00,5.7,,6.9,51,1
258,보성군,2020-01-01 16:00,5.2,,6.5,52,0
258,보성군,2020-01-01 17:00,4.4,,5,55,2
258,보성군,2020-01-01 18:00,3.3,,4.1,59,0
258,보성군,2020-01-01 19:00,2.9,,3.6,59,0
258,보성군,2020-01-01 20:00,2.2,,2.6,63,0
258,보성군,2020-01-01 21:00,1.2,,2.1,69,0
258,보성군,2020-01-01 22:00,.2,,1.1,69,0
258,보성군,2020-01-01 23:00,-.8,,1.4,76,0
258,보성군,2020-01-02 00:00,-.3,,3,76,0
258,보성군,2020-01-02 01:00,-1.2,,2.7,80,0
258,보성군,2020-01-02 02:00,-.3,,1.5,76,0
258,보성군,2020-01-02 03:00,0,,3.6,75,0
258,보성군,2020-01-02 04:00,.6,,3.9,72,3
258,보성군,2020-01-02 05:00,.7,,4.1,73,0
258,보성군,2020-01-02 06:00,.5,,3.6,75,0
258,보성군,2020-01-02 07:00,.9,,3.2,74,0
258,보성군,2020-01-02 08:00,1.2,,3.7,74,0
258,보성군,2020-01-02 09:00,2.6,,3,69,2
258,보성군,2020-01-02 10:00,5.2,,4.6,57,3
258,보성군,2020-01-02 11:00,6.2,,5.5,53,3
258,보성군,2020-01-02 12:00,7,,4.9,51,7
258,보성군,2020-01-02 13:00,8.3,,6,48,
258,보성군,2020-01-02 14:00,9,,5.6,48,0
258,보성군,2020-01-02 15:00,8.8,,6.2,48,2
258,보성군,2020-01-02 16:00,8,,6.6,48,1
258,보성군,2020-01-02 17:00,7.4,,7.1,50,
258,보성군,2020-01-02 18:00,6.4,,4.2,53,
258,보성군,2020-01-02 19:00,5.6,,4,55,0
258,보성군,2020-01-02 20:00,3.4,,2.4,66,0
258,보성군,2020-01-02 21:00,3.9,,3.4,65,0
258,보성군,2020-01-02 22:00,3.1,,3,68,0
258,보성군,2020-01-02 23:00,3,,3.1,70,0
258,보성군,2020-01-03 00:00,3.6,,3,69,1
258,보성군,2020-01-03 01:00,3.1,,2.3,70,0
258,보성군,2020-01-03 02:00,2.5,,2.5,71,5
258,보성군,2020-01-03 03:00,3.8,,2.2,70,2
258,보성군,2020-01-03 04:00,4.8,,4,68,6
258,보성군,2020-01-03 05:00,3.9,,4.2,72,0
258,보성군,2020-01-03 06:00,3.5,,4,75,0
258,보성군,2020-01-03 07:00,3,,4.1,75,0
258,보성군,2020-01-03 08:00,2.1,,3.8,80,0
258,보성군,2020-01-03 09:00,3.5,,2.8,75,2
258,보성군,2020-01-03 10:00,6.1,,3.4,61,2
258,보성군,2020-01-03 11:00,7.1,,5.9,57,3
258,보성군,2020-01-03 12:00,8.2,,6.9,55,
258,보성군,2020-01-03 13:00,8.9,,5.3,52,0
258,보성군,2020-01-03 14:00,9.6,,6.4,49,0
258,보성군,2020-01-03 15:00,9.4,,6.2,48,0
258,보성군,2020-01-03 16:00,9.6,,3.9,49,
258,보성군,2020-01-03 17:00,7.7,,4.4,57,
258,보성군,2020-01-03 18:00,5.7,,3.3,61,
258,보성군,2020-01-03 19:00,4.7,,3.7,66,
258,보성군,2020-01-03 20:00,4.5,,5,71,0
258,보성군,2020-01-03 21:00,3.8,,5,74,
258,보성군,2020-01-03 22:00,2.1,,1.5,76,0
258,보성군,2020-01-03 23:00,2.4,,2,74,0
258,보성군,2020-01-04 00:00,2.8,,2.3,74,0
258,보성군,2020-01-04 01:00,.7,,1.1,82,0
258,보성군,2020-01-04 02:00,.5,,1.8,83,0
258,보성군,2020-01-04 03:00,1.1,,4.6,81,0
258,보성군,2020-01-04 04:00,.9,,4.1,80,4
258,보성군,2020-01-04 05:00,.6,,4.5,80,7
258,보성군,2020-01-04 06:00,.8,,4.7,79,9
258,보성군,2020-01-04 07:00,.7,,4.6,78,6
258,보성군,2020-01-04 08:00,1,,3.7,76,8
258,보성군,2020-01-04 09:00,2.8,,3.4,71,6
258,보성군,2020-01-04 10:00,5,,3.2,68,8
258,보성군,2020-01-04 11:00,6.6,,3.4,62,6
258,보성군,2020-01-04 12:00,8.2,,4.1,56,4
258,보성군,2020-01-04 13:00,9.1,,6.2,51,0
258,보성군,2020-01-04 14:00,9.6,,6.8,48,0
258,보성군,2020-01-04 15:00,10,,5.5,47,0
258,보성군,2020-01-04 16:00,9.8,,4.7,46,0
258,보성군,2020-01-04 17:00,8.7,,5.5,50,0
258,보성군,2020-01-04 18:00,7.9,,4.6,52,0
258,보성군,2020-01-04 19:00,6.1,,3.2,59,1
258,보성군,2020-01-04 20:00,4,,2.5,69,9
258,보성군,2020-01-04 21:00,3.8,,1.6,71,7
258,보성군,2020-01-04 22:00,1.3,,2.4,79,0
258,보성군,2020-01-04 23:00,-.1,,1.9,88,0
258,보성군,2020-01-05 00:00,1.4,,3.3,84,4
258,보성군,2020-01-05 01:00,1.8,,3.9,82,0
258,보성군,2020-01-05 02:00,2.3,,3.3,79,0
258,보성군,2020-01-05 03:00,1.3,,2.5,82,0
258,보성군,2020-01-05 04:00,.6,,2.8,85,0
258,보성군,2020-01-05 05:00,.6,,3.4,82,0
258,보성군,2020-01-05 06:00,.9,,3.8,81,0
258,보성군,2020-01-05 07:00,-1.6,,1,87,0
258,보성군,2020-01-05 08:00,-2.6,,.5,91,0
258,보성군,2020-01-05 09:00,1.5,,2.9,73,2
258,보성군,2020-01-05 10:00,3.4,,1.5,69,0
258,보성군,2020-01-05 11:00,6.8,,2.1,42,0
258,보성군,2020-01-05 12:00,8,,1.5,39,0
258,보성군,2020-01-05 13:00,9,,2,38,0
258,보성군,2020-01-05 14:00,9.6,,2.1,34,
258,보성군,2020-01-05 15:00,10.2,,2.1,29,6
258,보성군,2020-01-05 16:00,9.1,,2.1,43,3
258,보성군,2020-01-05 17:00,7.1,,2.2,43,4
258,보성군,2020-01-05 18:00,5.3,,2.3,54,6
258,보성군,2020-01-05 19:00,4.5,,1.1,53,7
258,보성군,2020-01-05 20:00,3.4,,2.3,70,10
258,보성군,2020-01-05 21:00,2.7,,2.3,72,9
258,보성군,2020-01-05 22:00,3.2,,1.1,71,10
258,보성군,2020-01-05 23:00,3.2,,.6,70,3
258,보성군,2020-01-06 00:00,3.3,,1.6,74,8
258,보성군,2020-01-06 01:00,3.8,,2.2,70,10
258,보성군,2020-01-06 02:00,3.9,,1.5,74,9
258,보성군,2020-01-06 03:00,4.5,,1.9,68,10
258,보성군,2020-01-06 04:00,4.2,,1.7,74,7
258,보성군,2020-01-06 05:00,4.6,,2.1,72,9
258,보성군,2020-01-06 06:00,4.9,,.8,72,10
258,보성군,2020-01-06 07:00,4.5,,.7,84,10
258,보성군,2020-01-06 08:00,4.7,,2.2,88,10
258,보성군,2020-01-06 09:00,5.1,.4,.3,94,10
258,보성군,2020-01-06 10:00,5.8,,.9,95,10
258,보성군,2020-01-06 11:00,8,,1.7,75,10
258,보성군,2020-01-06 12:00,7.9,.2,2.3,81,10
258,보성군,2020-01-06 13:00,7.8,,2.2,86,
258,보성군,2020-01-06 14:00,7.4,,2.6,95,10
258,보성군,2020-01-06 15:00,7.5,3.8,3.1,97,10
258,보성군,2020-01-06 16:00,7.9,,2.8,95,10
258,보성군,2020-01-06 17:00,7.7,,3.2,96,10
258,보성군,2020-01-06 18:00,7.7,3.5,2.4,96,10
258,보성군,2020-01-06 19:00,7.8,,2.7,96,10
258,보성군,2020-01-06 20:00,7.8,,3.1,97,10
258,보성군,2020-01-06 21:00,8,4.2,3.5,98,10
258,보성군,2020-01-06 22:00,7.9,,2.5,99,10
258,보성군,2020-01-06 23:00,8.2,,2.7,99,2
258,보성군,2020-01-07 00:00,8.4,7.2,2.2,99,10
258,보성군,2020-01-07 01:00,8.4,,1.9,100,9
258,보성군,2020-01-07 02:00,8.9,,2.6,98,10
258,보성군,2020-01-07 03:00,8.4,6.7,2.9,100,4
258,보성군,2020-01-07 04:00,8.4,,2.4,100,10
258,보성군,2020-01-07 05:00,8.5,,1.6,100,10
258,보성군,2020-01-07 06:00,8.5,1.4,1.6,100,10
258,보성군,2020-01-07 07:00,8.3,,1.1,100,7
258,보성군,2020-01-07 08:00,8.5,,.5,100,1
258,보성군,2020-01-07 09:00,8.5,2.1,.4,100,7
258,보성군,2020-01-07 10:00,8.9,,.2,100,10
258,보성군,2020-01-07 11:00,9.5,,.2,100,
258,보성군,2020-01-07 12:00,10.3,1.7,.2,100,
258,보성군,2020-01-07 13:00,11.7,,1.2,99,
258,보성군,2020-01-07 14:00,12.3,,.9,99,
258,보성군,2020-01-07 15:00,13,.6,.3,100,
258,보성군,2020-01-07 16:00,12.8,,.9,100,
258,보성군,2020-01-07 17:00,14.1,,2.9,100,
258,보성군,2020-01-07 18:00,14.1,2.1,2.6,100,
258,보성군,2020-01-07 19:00,15.1,,3.3,96,10
258,보성군,2020-01-07 20:00,17,,6.3,93,10
258,보성군,2020-01-07 21:00,16.6,16.7,3.8,73,9
258,보성군,2020-01-07 22:00,14.9,,2.3,85,8
258,보성군,2020-01-07 23:00,14.3,,5.1,78,7
258,보성군,2020-01-08 00:00,12.8,1.1,5.9,78,10
258,보성군,2020-01-08 01:00,10.7,,8.1,76,
258,보성군,2020-01-08 02:00,9.7,,10.1,79,10
258,보성군,2020-01-08 03:00,8.5,0,7.9,81,10
258,보성군,2020-01-08 04:00,7.7,,7.3,79,6
258,보성군,2020-01-08 05:00,6.9,,6.9,82,10
258,보성군,2020-01-08 06:00,6.9,0,8.1,81,10
258,보성군,2020-01-08 07:00,6.7,,9.5,81,6
258,보성군,2020-01-08 08:00,6.5,,11.2,78,10
258,보성군,2020-01-08 09:00,6.4,,9.7,74,10
258,보성군,2020-01-08 10:00,6.3,,10.7,71,10
258,보성군,2020-01-08 11:00,6,,9.3,72,9
258,보성군,2020-01-08 12:00,5.7,,10.2,74,10
258,보성군,2020-01-08 13:00,5.5,,7.2,73,9
258,보성군,2020-01-08 14:00,5.5,,8,72,9
258,보성군,2020-01-08 15:00,5.3,,5.7,75,9
258,보성군,2020-01-08 16:00,5.1,,5.9,79,9
258,보성군,2020-01-08 17:00,5.2,,4.7,80,10
258,보성군,2020-01-08 18:00,5.1,,4.9,81,9
258,보성군,2020-01-08 19:00,5.3,,6.2,76,9
258,보성군,2020-01-08 20:00,5.3,,4.7,73,9
258,보성군,2020-01-08 21:00,5.1,,5.4,73,9
258,보성군,2020-01-08 22:00,5.1,,5.1,70,4
258,보성군,2020-01-08 23:00,4.7,,6.1,68,8
258,보성군,2020-01-09 00:00,4.6,,5.9,67,7
258,보성군,2020-01-09 01:00,4,,3.9,70,3
258,보성군,2020-01-09 02:00,3.9,,3.4,70,10
258,보성군,2020-01-09 03:00,3.8,,4.2,70,9
258,보성군,2020-01-09 04:00,3.5,,4.4,70,9
258,보성군,2020-01-09 05:00,3.8,,3.6,67,10
258,보성군,2020-01-09 06:00,3.2,,3.7,70,10
258,보성군,2020-01-09 07:00,3.2,,4.6,70,8
258,보성군,2020-01-09 08:00,3.4,,4,68,10
258,보성군,2020-01-09 09:00,3.6,,6,66,7
258,보성군,2020-01-09 10:00,4.5,,4.8,63,5
258,보성군,2020-01-09 11:00,5.6,,5,60,7
258,보성군,2020-01-09 12:00,6.2,,5.9,60,6
258,보성군,2020-01-09 13:00,6.9,,6.7,54,7
258,보성군,2020-01-09 14:00,7.4,,6.5,54,8
258,보성군,2020-01-09 15:00,7.2,,5.8,55,9
258,보성군,2020-01-09 16:00,7,,4.1,54,6
258,보성군,2020-01-09 17:00,6.3,,4.2,56,8
258,보성군,2020-01-09 18:00,5.3,,3.6,58,10
258,보성군,2020-01-09 19:00,4.6,,3.3,59,8
258,보성군,2020-01-09 20:00,3.6,,3.5,65,6
258,보성군,2020-01-09 21:00,3.1,,6.3,65,7
258,보성군,2020-01-09 22:00,2.9,,6.5,65,9
258,보성군,2020-01-09 23:00,1.9,,4.8,71,9
258,보성군,2020-01-10 00:00,1.4,,2.6,73,0
258,보성군,2020-01-10 01:00,1,,2.3,77,0
258,보성군,2020-01-10 02:00,.8,,2.4,76,0
258,보성군,2020-01-10 03:00,.5,,3.7,78,0
258,보성군,2020-01-10 04:00,.3,,5.4,79,0
258,보성군,2020-01-10 05:00,-.1,,6.4,83,2
258,보성군,2020-01-10 06:00,0,,4.7,81,4
258,보성군,2020-01-10 07:00,-.5,,3.1,83,2
258,보성군,2020-01-10 08:00,-.7,,2.8,84,0
258,보성군,2020-01-10 09:00,-.6,,.9,86,6
258,보성군,2020-01-10 10:00,2.3,,1.4,68,7
258,보성군,2020-01-10 11:00,4.5,,1.4,56,1
258,보성군,2020-01-10 12:00,6.1,,1.1,46,0
258,보성군,2020-01-10 13:00,6.5,,3.4,59,0
258,보성군,2020-01-10 14:00,7.7,,1.2,42,
258,보성군,2020-01-10 15:00,8.1,,4,47,
258,보성군,2020-01-10 16:00,7.9,,4.3,56,
258,보성군,2020-01-10 17:00,7,,2.3,67,
258,보성군,2020-01-10 18:00,5.1,,3.3,61,
258,보성군,2020-01-10 19:00,5.2,,3.1,60,5
258,보성군,2020-01-10 20:00,4.2,,4.5,63,5
258,보성군,2020-01-10 21:00,3.6,,3,66,7
258,보성군,2020-01-10 22:00,3.3,,3,65,8
258,보성군,2020-01-10 23:00,3,,3.8,66,9
258,보성군,2020-01-11 00:00,3,,3.5,65,9
258,보성군,2020-01-11 01:00,2.4,,4.5,68,10
258,보성군,2020-01-11 02:00,2.1,,5,68,9
258,보성군,2020-01-11 03:00,2.1,,4.1,67,8
258,보성군,2020-01-11 04:00,1.5,,5,71,7
258,보성군,2020-01-11 05:00,2,,5.5,64,8
258,보성군,2020-01-11 06:00,2,,4.1,61,6
258,보성군,2020-01-11 07:00,2.1,,4.1,61,4
258,보성군,2020-01-11 08:00,1.3,,3.5,71,0
258,보성군,2020-01-11 09:00,3,,3,66,0
258,보성군,2020-01-11 10:00,5.5,,2.5,59,2
258,보성군,2020-01-11 11:00,7.3,,2.8,53,2
258,보성군,2020-01-11 12:00,8.7,,3.7,53,1
258,보성군,2020-01-11 13:00,9,,4.4,47,0
258,보성군,2020-01-11 14:00,9.8,,5.1,46,0
258,보성군,2020-01-11 15:00,9.7,,4.8,50,3
258,보성군,2020-01-11 16:00,8.8,,6.2,53,4
258,보성군,2020-01-11 17:00,7.5,,5.4,56,6
258,보성군,2020-01-11 18:00,6.7,,4.1,58,8
258,보성군,2020-01-11 19:00,6.3,,4.9,58,9
258,보성군,2020-01-11 20:00,5.4,,7.3,60,8
258,보성군,2020-01-11 21:00,5,,5.4,62,10
258,보성군,2020-01-11 22:00,4.5,,6.7,63,10
258,보성군,2020-01-11 23:00,4.1,,6,58,10
258,보성군,2020-01-12 00:00,3.6,,3.6,61,10
258,보성군,2020-01-12 01:00,3.7,,3.5,56,10
258,보성군,2020-01-12 02:00,3.3,,4.1,60,9
258,보성군,2020-01-12 03:00,3.2,,4.4,63,10
258,보성군,2020-01-12 04:00,3.2,,4.2,64,9
258,보성군,2020-01-12 05:00,3.4,,3.6,65,10
258,보성군,2020-01-12 06:00,3.2,,2.7,66,6
258,보성군,2020-01-12 07:00,2.9,,3.2,70,0
258,보성군,2020-01-12 08:00,2.9,,4.2,70,0
258,보성군,2020-01-12 09:00,4.1,,6.6,65,8
258,보성군,2020-01-12 10:00,4.7,,7.3,63,9
258,보성군,2020-01-12 11:00,5.6,,7.8,55,8
258,보성군,2020-01-12 12:00,6.2,,8.4,54,6
258,보성군,2020-01-12 13:00,6.4,,8.3,52,5
258,보성군,2020-01-12 14:00,5.9,,7.6,52,7
258,보성군,2020-01-12 15:00,6.1,,7.7,53,7
258,보성군,2020-01-12 16:00,5.8,,7.4,52,8
258,보성군,2020-01-12 17:00,4.9,,9.2,55,8
258,보성군,2020-01-12 18:00,4,,5,60,3
258,보성군,2020-01-12 19:00,4,,5.5,57,7
258,보성군,2020-01-12 20:00,3.2,,4.4,63,0
258,보성군,2020-01-12 21:00,3.6,,5.4,63,6
258,보성군,2020-01-12 22:00,3.6,,5.4,63,0
258,보성군,2020-01-12 23:00,3.3,,5.7,66,4
258,보성군,2020-01-13 00:00,3.6,,5.3,67,7
258,보성군,2020-01-13 01:00,3.3,,4.8,68,4
258,보성군,2020-01-13 02:00,3,,4.5,67,8
258,보성군,2020-01-13 03:00,3.4,,4.5,64,10
258,보성군,2020-01-13 04:00,3.4,,6.9,65,5
258,보성군,2020-01-13 05:00,2.5,,4.1,68,1
258,보성군,2020-01-13 06:00,2.6,,4,69,3
258,보성군,2020-01-13 07:00,2.2,,4.2,71,0
258,보성군,2020-01-13 08:00,2.3,,4.5,73,1
258,보성군,2020-01-13 09:00,3.2,,3.9,70,7
258,보성군,2020-01-13 10:00,3.4,,5.7,72,9
258,보성군,2020-01-13 11:00,3.5,,5,76,9
258,보성군,2020-01-13 12:00,5.7,,4.9,58,9
258,보성군,2020-01-13 13:00,5.1,,6.8,57,9
258,보성군,2020-01-13 14:00,5.8,,7.1,48,8
258,보성군,2020-01-13 15:00,5.8,,7.4,50,6
258,보성군,2020-01-13 16:00,5.3,,6.4,49,4
258,보성군,2020-01-13 17:00,4.4,,5.9,57,2
258,보성군,2020-01-13 18:00,2.1,,4.1,65,0
258,보성군,2020-01-13 19:00,1.8,,3.4,64,0
258,보성군,2020-01-13 20:00,.9,,2.3,66,6
258,보성군,2020-01-13 21:00,.7,,2.6,69,8
258,보성군,2020-01-13 22:00,.4,,1.9,71,9
258,보성군,2020-01-13 23:00,.7,,2.7,68,10
258,보성군,2020-01-14 00:00,1,,3.4,62,10
258,보성군,2020-01-14 01:00,1.1,,2.4,59,10
258,보성군,2020-01-14 02:00,1.6,,1.1,56,10
258,보성군,2020-01-14 03:00,1.2,,2.5,57,10
258,보성군,2020-01-14 04:00,1.4,,2.8,58,10
258,보성군,2020-01-14 05:00,1.3,,3,60,10
258,보성군,2020-01-14 06:00,-.3,,3.1,83,10
258,보성군,2020-01-14 07:00,-.1,,2.9,79,10
258,보성군,2020-01-14 08:00,.2,,3.4,74,9
258,보성군,2020-01-14 09:00,.8,,2.3,68,10
258,보성군,2020-01-14 10:00,2,,1.5,66,2
258,보성군,2020-01-14 11:00,2.7,,1.8,58,2
258,보성군,2020-01-14 12:00,3.6,,1.7,47,10
258,보성군,2020-01-14 13:00,4.9,,1.8,45,7
258,보성군,2020-01-14 14:00,6.4,,3,41,6
258,보성군,2020-01-14 15:00,6.3,,2.9,40,5
258,보성군,2020-01-14 16:00,6.3,,5.8,48,2
258,보성군,2020-01-14 17:00,5.3,,4.8,52,0
258,보성군,2020-01-14 18:00,3.9,,3.8,57,0
258,보성군,2020-01-14 19:00,2.7,,2.9,62,0
258,보성군,2020-01-14 20:00,1.5,,2.6,70,0
258,보성군,2020-01-14 21:00,.4,,.8,76,0
258,보성군,2020-01-14 22:00,-.7,,2.6,83,0
258,보성군,2020-01-14 23:00,-1.1,,3.1,86,0
258,보성군,2020-01-15 00:00,.5,,3.4,78,0
258,보성군,2020-01-15 01:00,-.3,,3.3,83,0
258,보성군,2020-01-15 02:00,-.5,,3.3,82,0
258,보성군,2020-01-15 03:00,-.6,,3.6,82,0
258,보성군,2020-01-15 04:00,-.4,,4.1,77,0
258,보성군,2020-01-15 05:00,-1,,2.6,79,0
258,보성군,2020-01-15 06:00,.3,,2.4,66,0
258,보성군,2020-01-15 07:00,-.6,,3.7,72,0
258,보성군,2020-01-15 08:00,-.4,,3.2,70,1
258,보성군,2020-01-15 09:00,2.3,,3,56,0
258,보성군,2020-01-15 10:00,3,,2.6,50,1
258,보성군,2020-01-15 11:00,4,,3.4,52,1
258,보성군,2020-01-15 12:00,4.6,,4.5,48,1
258,보성군,2020-01-15 13:00,5.5,,6.4,49,0
258,보성군,2020-01-15 14:00,5.8,,6.4,47,0
258,보성군,2020-01-15 15:00,5.8,,6.3,45,0
258,보성군,2020-01-15 16:00,5.1,,5.4,50,6
258,보성군,2020-01-15 17:00,3.9,,3.8,56,6
258,보성군,2020-01-15 18:00,2.6,,4.6,58,8
258,보성군,2020-01-15 19:00,1.8,,3.9,59,8
258,보성군,2020-01-15 20:00,2.1,,4.4,57,5
258,보성군,2020-01-15 21:00,.8,,4,65,9
258,보성군,2020-01-15 22:00,.6,,2.2,65,9
258,보성군,2020-01-15 23:00,0,,2.5,71,8
258,보성군,2020-01-16 00:00,.1,,2.4,67,8
258,보성군,2020-01-16 01:00,-.3,,2.3,71,10
258,보성군,2020-01-16 02:00,.1,,2.5,68,10
258,보성군,2020-01-16 03:00,.3,,4,66,10
258,보성군,2020-01-16 04:00,.4,,4.7,65,10
258,보성군,2020-01-16 05:00,.3,,4.2,64,9
258,보성군,2020-01-16 06:00,.5,,1.5,60,9
258,보성군,2020-01-16 07:00,.7,,1.8,56,9
258,보성군,2020-01-16 08:00,.5,,5.1,56,9
258,보성군,2020-01-16 09:00,1.4,,4.3,54,10
258,보성군,2020-01-16 10:00,2.8,,2.8,45,7
258,보성군,2020-01-16 11:00,4.5,,.9,33,6
258,보성군,2020-01-16 12:00,6.1,,2.3,32,7
258,보성군,2020-01-16 13:00,7.6,,1.8,31,5
258,보성군,2020-01-16 14:00,7.7,,2.8,34,7
258,보성군,2020-01-16 15:00,7.5,,3.3,29,6
258,보성군,2020-01-16 16:00,7.2,,3.3,33,6
258,보성군,2020-01-16 17:00,6.1,,2.3,44,7
258,보성군,2020-01-16 18:00,4.3,,1.7,54,8
258,보성군,2020-01-16 19:00,4.9,,4.2,46,9
258,보성군,2020-01-16 20:00,4.2,,3.2,46,10
258,보성군,2020-01-16 21:00,3.9,,3.5,46,10
258,보성군,2020-01-16 22:00,3.2,,2.8,50,10
258,보성군,2020-01-16 23:00,3,,2.2,53,10
258,보성군,2020-01-17 00:00,2.9,,2.3,52,10
258,보성군,2020-01-17 01:00,2.7,,3,51,9
258,보성군,2020-01-17 02:00,2.2,,2.5,53,9
258,보성군,2020-01-17 03:00,2.1,,2.5,53,9
258,보성군,2020-01-17 04:00,1.9,,2.5,53,9
258,보성군,2020-01-17 05:00,1,,2.6,56,8
258,보성군,2020-01-17 06:00,1.6,,2.7,53,10
258,보성군,2020-01-17 07:00,1.6,,3.4,49,9
258,보성군,2020-01-17 08:00,.9,,3.3,54,8
258,보성군,2020-01-17 09:00,2.1,,3,49,6
258,보성군,2020-01-17 10:00,3.7,,3.2,40,7
258,보성군,2020-01-17 11:00,5.5,,3.5,36,5
258,보성군,2020-01-17 12:00,7,,4.7,30,6
258,보성군,2020-01-17 13:00,8.3,,3.5,24,6
258,보성군,2020-01-17 14:00,9.2,,5.1,26,6
258,보성군,2020-01-17 15:00,9.1,,4.5,28,7
258,보성군,2020-01-17 16:00,8.3,,5.1,26,3
258,보성군,2020-01-17 17:00,7.2,,4.5,28,3
258,보성군,2020-01-17 18:00,5.2,,5.3,37,1
258,보성군,2020-01-17 19:00,3.6,,6,49,0
258,보성군,2020-01-17 20:00,3,,4.9,52,0
258,보성군,2020-01-17 21:00,2,,6.7,56,0
258,보성군,2020-01-17 22:00,2,,5.5,51,0
258,보성군,2020-01-17 23:00,1.6,,4.6,52,0
258,보성군,2020-01-18 00:00,1.1,,4.6,56,0
258,보성군,2020-01-18 01:00,.8,,5.2,57,0
258,보성군,2020-01-18 02:00,.9,,4.1,58,0
258,보성군,2020-01-18 03:00,.2,,3.9,63,0
258,보성군,2020-01-18 04:00,.2,,4.1,65,0
258,보성군,2020-01-18 05:00,.1,,3.4,60,0
258,보성군,2020-01-18 06:00,.9,,3.8,51,0
258,보성군,2020-01-18 07:00,1.8,,5.7,48,2
258,보성군,2020-01-18 08:00,1.4,,2.9,51,5
258,보성군,2020-01-18 09:00,2.8,,5.8,49,0
258,보성군,2020-01-18 10:00,4.7,,5.6,39,0
258,보성군,2020-01-18 11:00,6.1,,7.4,34,0
258,보성군,2020-01-18 12:00,7.4,,5.3,32,0
258,보성군,2020-01-18 13:00,8.5,,6.3,31,0
258,보성군,2020-01-18 14:00,8.9,,7,31,0
258,보성군,2020-01-18 15:00,9.3,,6.4,30,0
258,보성군,2020-01-18 16:00,8.9,,5,29,0
258,보성군,2020-01-18 17:00,7.6,,5.1,32,0
258,보성군,2020-01-18 18:00,5.9,,2.9,39,0
258,보성군,2020-01-18 19:00,4.5,,5.3,54,0
258,보성군,2020-01-18 20:00,3.6,,5.1,58,0
258,보성군,2020-01-18 21:00,3.2,,3.4,56,0
258,보성군,2020-01-18 22:00,2.8,,5,63,2
258,보성군,2020-01-18 23:00,2.4,,2.3,66,2
258,보성군,2020-01-19 00:00,2.5,,3.3,69,4
258,보성군,2020-01-19 01:00,1.7,,4.5,73,6
258,보성군,2020-01-19 02:00,1.1,,4.8,77,8
258,보성군,2020-01-19 03:00,1.5,,5,74,7
258,보성군,2020-01-19 04:00,2.6,,2.7,68,10
258,보성군,2020-01-19 05:00,1.6,,2.6,73,10
258,보성군,2020-01-19 06:00,1.7,,3.7,74,10
258,보성군,2020-01-19 07:00,2.1,,3.2,73,10
258,보성군,2020-01-19 08:00,2.3,,2.6,72,10
258,보성군,2020-01-19 09:00,3.7,,3.9,67,10
258,보성군,2020-01-19 10:00,4.1,,1.6,68,10
258,보성군,2020-01-19 11:00,5.5,,2.5,65,9
258,보성군,2020-01-19 12:00,6.5,,3.6,64,9
258,보성군,2020-01-19 13:00,6.1,,4.3,69,9
258,보성군,2020-01-19 14:00,6.8,,4.4,70,9
258,보성군,2020-01-19 15:00,7.4,,5.9,67,9
258,보성군,2020-01-19 16:00,7.4,,3.5,67,8
258,보성군,2020-01-19 17:00,7.1,,3.7,66,4
258,보성군,2020-01-19 18:00,5.9,,2.6,70,0
258,보성군,2020-01-19 19:00,3.9,,2.6,76,0
258,보성군,2020-01-19 20:00,4.1,,2.9,75,0
258,보성군,2020-01-19 21:00,3.6,,2.3,75,0
258,보성군,2020-01-19 22:00,3.3,,2.9,76,0
258,보성군,2020-01-19 23:00,.5,,2.4,85,0
258,보성군,2020-01-20 00:00,-.6,,1.7,91,0
258,보성군,2020-01-20 01:00,-.2,,2.3,93,0
258,보성군,2020-01-20 02:00,0,,2,88,1
258,보성군,2020-01-20 03:00,0,,2.2,91,0
258,보성군,2020-01-20 04:00,.3,,2.8,87,2
258,보성군,2020-01-20 05:00,.9,,1.6,85,1
258,보성군,2020-01-20 06:00,2.7,,2.4,73,4
258,보성군,2020-01-20 07:00,3.2,,3.4,70,5
258,보성군,2020-01-20 08:00,2.3,,2.6,75,1
258,보성군,2020-01-20 09:00,2.5,,1.1,79,6
258,보성군,2020-01-20 10:00,5.3,,2.1,62,8
258,보성군,2020-01-20 11:00,6.9,,5.9,58,7
258,보성군,2020-01-20 12:00,7.8,,7.5,44,5
258,보성군,2020-01-20 13:00,8.3,,7.6,44,4
258,보성군,2020-01-20 14:00,8.6,,8,40,3
258,보성군,2020-01-20 15:00,8.5,,8,43,4
