지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위)
258,보성군,2020-02-16 12:00,3.4,,8.5,68,9
258,보성군,2020-02-16 13:00,3.3,,7.7,67,10
258,보성군,2020-02-16 14:00,2.4,,7.9,75,10
258,보성군,2020-02-16 15:00,2.3,,9.7,74,10
258,보성군,2020-02-16 16:00,2.6,,9.7,68,10
258,보성군,2020-02-16 17:00,1.1,,6.8,82,10
258,보성군,2020-02-16 18:00,1.2,0,8.2,72,10
258,보성군,2020-02-16 19:00,.8,,7.7,70,10
258,보성군,2020-02-16 20:00,.7,,7.4,73,10
258,보성군,2020-02-16 21:00,.6,,8.3,69,5
258,보성군,2020-02-16 22:00,.1,,6.7,80,10
258,보성군,2020-02-16 23:00,.4,,7.1,73,9
258,보성군,2020-02-17 00:00,-.1,0,3.9,86,9
258,보성군,2020-02-17 01:00,.4,,4.7,78,9
258,보성군,2020-02-17 02:00,-.2,,4.9,86,10
258,보성군,2020-02-17 03:00,0,0,6.4,81,9
258,보성군,2020-02-17 04:00,-.1,,5.7,78,10
258,보성군,2020-02-17 05:00,-.3,,5.3,82,8
258,보성군,2020-02-17 06:00,-.6,.2,7.4,81,9
258,보성군,2020-02-17 07:00,-1.1,,5.6,80,10
258,보성군,2020-02-17 08:00,-1.5,,7.1,90,9
258,보성군,2020-02-17 09:00,-.2,,6.7,68,7
258,보성군,2020-02-17 10:00,-1.6,,7.3,89,9
258,보성군,2020-02-17 11:00,-1.6,,7.6,90,9
258,보성군,2020-02-17 12:00,.4,.1,7,77,7
258,보성군,2020-02-17 13:00,.2,,9.1,72,9
258,보성군,2020-02-17 14:00,-.3,,4.7,92,9
258,보성군,2020-02-17 15:00,-.2,.6,4.4,88,9
258,보성군,2020-02-17 16:00,-.2,,5.4,86,9
258,보성군,2020-02-17 17:00,-1.4,,9.8,82,9
258,보성군,2020-02-17 18:00,-1.4,.8,9.5,72,8
258,보성군,2020-02-17 19:00,-1.7,,8.5,77,3
258,보성군,2020-02-17 20:00,-1.9,,11,74,1
258,보성군,2020-02-17 21:00,-2.1,,11.3,69,1
258,보성군,2020-02-17 22:00,-2.4,,11.4,73,0
258,보성군,2020-02-17 23:00,-2.3,,10.8,75,1
258,보성군,2020-02-18 00:00,-2.2,,9.9,78,5
258,보성군,2020-02-18 01:00,-1.8,,6.4,77,8
258,보성군,2020-02-18 02:00,-1.6,,7.1,73,7
258,보성군,2020-02-18 03:00,-1.6,,4,75,8
258,보성군,2020-02-18 04:00,-1.4,,5.6,78,8
258,보성군,2020-02-18 05:00,-1.2,,6.2,75,2
258,보성군,2020-02-18 06:00,-1.3,,3.8,75,0
258,보성군,2020-02-18 07:00,-.8,,5.8,72,6
258,보성군,2020-02-18 08:00,-.3,,5.3,65,0
258,보성군,2020-02-18 09:00,.6,,7.3,63,1
258,보성군,2020-02-18 10:00,1.4,,8.4,60,0
258,보성군,2020-02-18 11:00,2.7,,7.1,58,0
258,보성군,2020-02-18 12:00,3.6,,8.3,51,0
258,보성군,2020-02-18 13:00,5.4,,6,45,0
258,보성군,2020-02-18 14:00,5.5,,7.4,44,0
258,보성군,2020-02-18 15:00,6.3,,6,41,0
258,보성군,2020-02-18 16:00,6.5,,6.8,37,0
258,보성군,2020-02-18 17:00,5.8,,6.2,40,0
258,보성군,2020-02-18 18:00,3.8,,3.7,49,0
258,보성군,2020-02-18 19:00,2.6,,2.3,52,0
258,보성군,2020-02-18 20:00,1.4,,3.5,59,0
258,보성군,2020-02-18 21:00,1.5,,4.2,56,0
258,보성군,2020-02-18 22:00,.2,,6.2,64,0
258,보성군,2020-02-18 23:00,.3,,5.5,60,0
258,보성군,2020-02-19 00:00,0,,6.2,60,0
258,보성군,2020-02-19 01:00,0,,5.6,57,
258,보성군,2020-02-19 02:00,-.2,,6,58,
258,보성군,2020-02-19 03:00,-.3,,7.8,64,0
258,보성군,2020-02-19 04:00,-.3,,4.9,64,7
258,보성군,2020-02-19 05:00,0,,5.7,62,7
258,보성군,2020-02-19 06:00,-.2,,5,63,8
258,보성군,2020-02-19 07:00,0,,4.5,61,8
258,보성군,2020-02-19 08:00,.7,,4.8,60,10
258,보성군,2020-02-19 09:00,2.3,,5.5,61,8
258,보성군,2020-02-19 10:00,4.4,,4.1,57,3
258,보성군,2020-02-19 11:00,7,,3.1,54,7
258,보성군,2020-02-19 12:00,8.6,,4.2,49,5
258,보성군,2020-02-19 13:00,10.7,,3,38,3
258,보성군,2020-02-19 14:00,11.4,,2.7,36,0
258,보성군,2020-02-19 15:00,10.9,,5.1,47,3
258,보성군,2020-02-19 16:00,11.4,,3.9,46,2
258,보성군,2020-02-19 17:00,10.9,,5.1,47,4
258,보성군,2020-02-19 18:00,8.6,,4.1,54,6
258,보성군,2020-02-19 19:00,7.5,,1.4,59,8
258,보성군,2020-02-19 20:00,7.8,,3.1,59,9
258,보성군,2020-02-19 21:00,7.2,,3.6,67,10
258,보성군,2020-02-19 22:00,6.2,,2.7,72,10
258,보성군,2020-02-19 23:00,5.9,,3,72,10
258,보성군,2020-02-20 00:00,4.9,,1.6,72,10
258,보성군,2020-02-20 01:00,4.7,,3,75,9
258,보성군,2020-02-20 02:00,4.5,,2.4,76,9
258,보성군,2020-02-20 03:00,2.4,,1.1,89,8
258,보성군,2020-02-20 04:00,3.5,,2.7,83,8
258,보성군,2020-02-20 05:00,2.8,,2.9,84,4
258,보성군,2020-02-20 06:00,1.2,,1,92,8
258,보성군,2020-02-20 07:00,1.7,,2.4,89,0
258,보성군,2020-02-20 08:00,.5,,1,92,0
258,보성군,2020-02-20 09:00,4.2,,.7,84,0
258,보성군,2020-02-20 10:00,7.7,,.3,63,0
258,보성군,2020-02-20 11:00,10.3,,.5,53,0
258,보성군,2020-02-20 12:00,10.6,,3,52,0
258,보성군,2020-02-20 13:00,12,,3.6,41,0
258,보성군,2020-02-20 14:00,12.7,,3.7,36,0
258,보성군,2020-02-20 15:00,13.1,,4.1,28,0
258,보성군,2020-02-20 16:00,13.2,,4,34,0
258,보성군,2020-02-20 17:00,12.6,,2.5,47,0
258,보성군,2020-02-20 18:00,10.2,,1.1,50,0
258,보성군,2020-02-20 19:00,7.6,,2.1,53,0
258,보성군,2020-02-20 20:00,7,,1.1,56,0
258,보성군,2020-02-20 21:00,3.3,,1,80,0
258,보성군,2020-02-20 22:00,2.9,,2.6,78,1
258,보성군,2020-02-20 23:00,.4,,1.5,90,8
258,보성군,2020-02-21 00:00,2.5,,2.1,81,9
258,보성군,2020-02-21 01:00,2.2,,2,83,7
258,보성군,2020-02-21 02:00,2,,1.1,82,9
258,보성군,2020-02-21 03:00,.2,,.9,88,7
258,보성군,2020-02-21 04:00,.2,,2.2,88,7
258,보성군,2020-02-21 05:00,.2,,2,87,0
258,보성군,2020-02-21 06:00,-.3,,1.8,91,0
258,보성군,2020-02-21 07:00,-.4,,2.5,91,0
258,보성군,2020-02-21 08:00,-.9,,.9,92,0
258,보성군,2020-02-21 09:00,3.1,,.5,80,5
258,보성군,2020-02-21 10:00,8.3,,.7,64,2
258,보성군,2020-02-21 11:00,11.8,,1.4,55,6
258,보성군,2020-02-21 12:00,13.3,,3,55,6
258,보성군,2020-02-21 13:00,14.5,,3.5,53,6
258,보성군,2020-02-21 14:00,14.5,,4.5,51,4
258,보성군,2020-02-21 15:00,13.9,,4,52,0
258,보성군,2020-02-21 16:00,13.4,,2.7,55,8
258,보성군,2020-02-21 17:00,12.1,,1.1,66,10
258,보성군,2020-02-21 18:00,11.3,,2,73,9
258,보성군,2020-02-21 19:00,10.5,,3.1,76,10
258,보성군,2020-02-21 20:00,9.4,,.6,87,10
258,보성군,2020-02-21 21:00,8.8,,1.3,97,10
258,보성군,2020-02-21 22:00,8.7,,.9,98,9
258,보성군,2020-02-21 23:00,8.4,,1.2,99,9
258,보성군,2020-02-22 00:00,8.3,.9,1.1,100,10
258,보성군,2020-02-22 01:00,8.3,,1.1,100,1
258,보성군,2020-02-22 02:00,8.4,,.6,100,1
258,보성군,2020-02-22 03:00,10.5,.4,3.2,94,10
258,보성군,2020-02-22 04:00,10.8,,4.9,84,1
258,보성군,2020-02-22 05:00,9.3,,8.4,80,1
258,보성군,2020-02-22 06:00,8.2,,7.6,74,0
258,보성군,2020-02-22 07:00,7.2,,6.4,69,1
258,보성군,2020-02-22 08:00,6.8,,5.3,70,0
258,보성군,2020-02-22 09:00,7.7,,4.6,67,0
258,보성군,2020-02-22 10:00,8.9,,5.6,57,0
258,보성군,2020-02-22 11:00,9.8,,8.6,46,0
258,보성군,2020-02-22 12:00,10.6,,9.3,50,0
258,보성군,2020-02-22 13:00,11.4,,9.6,43,5
258,보성군,2020-02-22 14:00,11.1,,12.5,41,6
258,보성군,2020-02-22 15:00,11.1,,11.1,42,7
258,보성군,2020-02-22 16:00,10,,9.4,44,3
258,보성군,2020-02-22 17:00,9,,10.5,44,0
258,보성군,2020-02-22 18:00,8,,7.2,39,2
258,보성군,2020-02-22 19:00,7,,6.7,49,3
258,보성군,2020-02-22 20:00,5.9,,6.4,54,0
258,보성군,2020-02-22 21:00,5.2,,7.2,59,0
258,보성군,2020-02-22 22:00,5,,6.8,60,2
258,보성군,2020-02-22 23:00,4.3,,9.1,57,0
258,보성군,2020-02-23 00:00,3.3,,6.2,61,0
258,보성군,2020-02-23 01:00,3.5,,5.1,58,0
258,보성군,2020-02-23 02:00,3.1,,4.9,60,0
258,보성군,2020-02-23 03:00,2.9,,5.5,62,0
258,보성군,2020-02-23 04:00,2.1,,3.2,67,0
258,보성군,2020-02-23 05:00,2,,2.2,66,0
258,보성군,2020-02-23 06:00,1.5,,2.4,67,0
258,보성군,2020-02-23 07:00,.5,,2.3,74,0
258,보성군,2020-02-23 08:00,-.2,,2.5,83,0
258,보성군,2020-02-23 09:00,3.6,,2.3,64,0
258,보성군,2020-02-23 10:00,5.1,,2.6,49,0
258,보성군,2020-02-23 11:00,6.9,,2.8,47,0
258,보성군,2020-02-23 12:00,8.4,,2.2,43,0
258,보성군,2020-02-23 13:00,8.5,,5.4,56,0
258,보성군,2020-02-23 14:00,10.7,,2.9,33,0
258,보성군,2020-02-23 15:00,11.7,,3.4,28,0
258,보성군,2020-02-23 16:00,11,,2.4,42,0
258,보성군,2020-02-23 17:00,10,,2.6,52,0
258,보성군,2020-02-23 18:00,7.7,,2.1,64,0
258,보성군,2020-02-23 19:00,5.5,,2.9,72,0
258,보성군,2020-02-23 20:00,5,,3,66,0
258,보성군,2020-02-23 21:00,4.5,,3.5,64,0
258,보성군,2020-02-23 22:00,4.3,,3,64,0
258,보성군,2020-02-23 23:00,2.7,,2.8,72,0
258,보성군,2020-02-24 00:00,2.1,,3,75,0
258,보성군,2020-02-24 01:00,.9,,2.6,81,0
258,보성군,2020-02-24 02:00,.4,,2.8,84,0
258,보성군,2020-02-24 03:00,-2.2,,1.1,92,0
258,보성군,2020-02-24 04:00,-.7,,2.1,85,0
258,보성군,2020-02-24 05:00,-2.4,,1.3,89,0
258,보성군,2020-02-24 06:00,-2.4,,1.3,86,0
258,보성군,2020-02-24 07:00,-2.2,,.6,90,0
258,보성군,2020-02-24 08:00,-1.3,,.5,87,0
258,보성군,2020-02-24 09:00,2,,1.1,77,0
258,보성군,2020-02-24 10:00,6.9,,.4,59,0
258,보성군,2020-02-24 11:00,10,,1.9,46,0
258,보성군,2020-02-24 12:00,11.4,,2.8,52,2
258,보성군,2020-02-24 13:00,12.2,,4.5,56,5
258,보성군,2020-02-24 14:00,12.9,,2.9,57,7
258,보성군,2020-02-24 15:00,14.1,,4.1,48,8
258,보성군,2020-02-24 16:00,14,,2.8,44,9
258,보성군,2020-02-24 17:00,12.5,,2,63,10
258,보성군,2020-02-24 18:00,11.1,,1.4,76,7
258,보성군,2020-02-24 19:00,9.8,,2.9,82,9
258,보성군,2020-02-24 20:00,10.7,,.5,74,9
258,보성군,2020-02-24 21:00,10.4,,.5,77,5
258,보성군,2020-02-24 22:00,10.3,,.2,82,10
258,보성군,2020-02-24 23:00,9.6,,1.3,85,10
258,보성군,2020-02-25 00:00,9.6,.2,.8,89,10
258,보성군,2020-02-25 01:00,9.5,,1.1,94,10
258,보성군,2020-02-25 02:00,9.6,,.6,94,10
258,보성군,2020-02-25 03:00,9.5,,.8,96,1
258,보성군,2020-02-25 04:00,9.6,,.5,94,10
258,보성군,2020-02-25 05:00,9.8,,.5,95,10
258,보성군,2020-02-25 06:00,9.9,,.4,96,10
258,보성군,2020-02-25 07:00,9.7,,.7,98,10
258,보성군,2020-02-25 08:00,10.1,,.4,100,10
258,보성군,2020-02-25 09:00,10.4,7.3,.2,100,10
258,보성군,2020-02-25 10:00,10.5,,.4,100,10
258,보성군,2020-02-25 11:00,10.8,,.3,100,10
258,보성군,2020-02-25 12:00,11.1,1.8,.6,100,10
258,보성군,2020-02-25 13:00,11.8,,.6,100,10
258,보성군,2020-02-25 14:00,12.4,,.6,100,10
258,보성군,2020-02-25 15:00,12.7,.6,.3,100,9
258,보성군,2020-02-25 16:00,13,,0,100,10
258,보성군,2020-02-25 17:00,12.1,,1.2,100,10
258,보성군,2020-02-25 18:00,11.8,.6,.2,100,9
258,보성군,2020-02-25 19:00,11.8,,.2,100,9
258,보성군,2020-02-25 20:00,11.8,,1.8,100,10
258,보성군,2020-02-25 21:00,11.8,,1.9,100,9
258,보성군,2020-02-25 22:00,9.8,,6.6,98,10
258,보성군,2020-02-25 23:00,9.4,,4.1,98,10
258,보성군,2020-02-26 00:00,9.3,,3,96,10
258,보성군,2020-02-26 01:00,8.9,,2.7,95,10
258,보성군,2020-02-26 02:00,8.9,,2.9,92,9
258,보성군,2020-02-26 03:00,8.8,,2.1,93,9
258,보성군,2020-02-26 04:00,8.8,,1.2,93,9
258,보성군,2020-02-26 05:00,8.7,,.4,93,9
258,보성군,2020-02-26 06:00,8.6,,.1,93,1
258,보성군,2020-02-26 07:00,8.4,,1.3,96,9
258,보성군,2020-02-26 08:00,8.8,,1.9,98,9
258,보성군,2020-02-26 09:00,9.6,,1.6,92,9
258,보성군,2020-02-26 10:00,11.1,,.8,80,9
258,보성군,2020-02-26 11:00,11.8,,1.5,76,10
258,보성군,2020-02-26 12:00,12.6,,2.7,75,9
258,보성군,2020-02-26 13:00,13.5,,2.2,74,9
258,보성군,2020-02-26 14:00,14.6,,1.3,65,9
258,보성군,2020-02-26 15:00,14.8,,2.9,63,6
258,보성군,2020-02-26 16:00,15.4,,4.2,62,5
258,보성군,2020-02-26 17:00,14.7,,4.1,62,3
258,보성군,2020-02-26 18:00,11.9,,6.8,68,0
258,보성군,2020-02-26 19:00,9.8,,5.2,69,0
258,보성군,2020-02-26 20:00,8.4,,3.9,70,0
258,보성군,2020-02-26 21:00,7,,3.3,76,0
258,보성군,2020-02-26 22:00,6,,2.6,80,0
258,보성군,2020-02-26 23:00,5.1,,2.8,82,0
258,보성군,2020-02-27 00:00,4.2,,3,85,1
258,보성군,2020-02-27 01:00,4.3,,10.7,83,0
258,보성군,2020-02-27 02:00,3.7,,5.9,84,0
258,보성군,2020-02-27 03:00,3.5,,3.6,82,0
258,보성군,2020-02-27 04:00,3,,4,84,0
258,보성군,2020-02-27 05:00,2.9,,3.9,84,0
258,보성군,2020-02-27 06:00,2.4,,3.4,86,0
258,보성군,2020-02-27 07:00,2,,3.1,88,0
258,보성군,2020-02-27 08:00,2.2,,3.9,90,1
258,보성군,2020-02-27 09:00,4.6,,3.6,83,1
258,보성군,2020-02-27 10:00,6.5,,2.7,77,4
258,보성군,2020-02-27 11:00,9.7,,.8,65,6
258,보성군,2020-02-27 12:00,10.1,,3,70,7
258,보성군,2020-02-27 13:00,11,,3.6,65,7
258,보성군,2020-02-27 14:00,11.1,,4.1,64,8
258,보성군,2020-02-27 15:00,11,,3.9,66,8
258,보성군,2020-02-27 16:00,10.2,,3.8,72,8
258,보성군,2020-02-27 17:00,10,,3.4,73,7
258,보성군,2020-02-27 18:00,9.3,,2.7,72,6
258,보성군,2020-02-27 19:00,8.7,,2.4,73,9
258,보성군,2020-02-27 20:00,8.5,,2.2,75,4
258,보성군,2020-02-27 21:00,7.9,,1.6,78,7
258,보성군,2020-02-27 22:00,7.8,,.8,77,1
258,보성군,2020-02-27 23:00,7.6,,1,79,1
258,보성군,2020-02-28 00:00,5.9,,2.7,83,7
258,보성군,2020-02-28 01:00,5.5,,.7,81,8
258,보성군,2020-02-28 02:00,4.2,,1,91,9
258,보성군,2020-02-28 03:00,4.4,,2.1,92,9
258,보성군,2020-02-28 04:00,5,,.8,88,9
258,보성군,2020-02-28 05:00,4.4,,1.1,93,10
258,보성군,2020-02-28 06:00,5.7,,2.2,84,10
258,보성군,2020-02-28 07:00,6,,2,82,10
258,보성군,2020-02-28 08:00,6.8,,.8,75,10
258,보성군,2020-02-28 09:00,6.9,,1.9,81,10
258,보성군,2020-02-28 10:00,8.1,,2.7,70,10
258,보성군,2020-02-28 11:00,8,,3.5,74,10
258,보성군,2020-02-28 12:00,8.4,,2.3,73,10
258,보성군,2020-02-28 13:00,8.2,,3.1,77,10
258,보성군,2020-02-28 14:00,7.4,,2.9,86,10
258,보성군,2020-02-28 15:00,7.2,1.6,3.8,84,10
258,보성군,2020-02-28 16:00,6.9,,4.1,87,10
258,보성군,2020-02-28 17:00,6.7,,2.8,89,10
258,보성군,2020-02-28 18:00,6.4,.2,2.6,91,10
258,보성군,2020-02-28 19:00,6.2,,2.7,91,10
258,보성군,2020-02-28 20:00,6.2,,2.5,91,5
258,보성군,2020-02-28 21:00,6.5,0,2.1,87,9
258,보성군,2020-02-28 22:00,6.4,,2.1,89,1
258,보성군,2020-02-28 23:00,6.4,,1.1,89,1
258,보성군,2020-02-29 00:00,6.4,,.7,90,2
258,보성군,2020-02-29 01:00,6.7,,1.4,88,9
258,보성군,2020-02-29 02:00,6.8,,2.6,87,8
258,보성군,2020-02-29 03:00,6.8,,1.3,87,9
258,보성군,2020-02-29 04:00,6.8,,.7,86,10
258,보성군,2020-02-29 05:00,6.3,,.6,92,10
258,보성군,2020-02-29 06:00,6.1,,2,92,9
258,보성군,2020-02-29 07:00,6.1,,1.4,92,10
258,보성군,2020-02-29 08:00,6.5,,1.7,92,9
258,보성군,2020-02-29 09:00,8.3,,2.3,85,9
258,보성군,2020-02-29 10:00,9.6,,1.2,73,10
258,보성군,2020-02-29 11:00,10.9,,1.2,64,9
258,보성군,2020-02-29 12:00,11.4,,2,66,10
258,보성군,2020-02-29 13:00,11.9,,2,61,10
258,보성군,2020-02-29 14:00,12,,1,63,10
258,보성군,2020-02-29 15:00,11.9,,1.8,63,9
258,보성군,2020-02-29 16:00,12.1,,1.8,64,9
258,보성군,2020-02-29 17:00,12.2,,1.8,65,9
258,보성군,2020-02-29 18:00,10.4,,2.4,77,0
258,보성군,2020-02-29 19:00,7.8,,1.5,86,0
258,보성군,2020-02-29 20:00,7.3,,.6,86,0
258,보성군,2020-02-29 21:00,5.3,,2.1,94,0
258,보성군,2020-02-29 22:00,4.5,,.9,96,0
258,보성군,2020-02-29 23:00,5.3,,2,96,6
258,보성군,2020-03-01 00:00,3.8,,1.6,98,1
258,보성군,2020-03-01 01:00,3.2,,1.5,100,0
258,보성군,2020-03-01 02:00,2.8,,1.3,99,0
258,보성군,2020-03-01 03:00,3.1,,1.6,99,6
258,보성군,2020-03-01 04:00,2.2,,1.2,99,6
258,보성군,2020-03-01 05:00,2.2,,1.1,100,8
258,보성군,2020-03-01 06:00,4.1,,1.8,100,10
258,보성군,2020-03-01 07:00,3.2,,.6,98,6
258,보성군,2020-03-01 08:00,5.3,,1.6,96,7
258,보성군,2020-03-01 09:00,7.8,,1.7,90,6
258,보성군,2020-03-01 10:00,10.9,,.9,72,7
258,보성군,2020-03-01 11:00,13.1,,1.5,65,9
258,보성군,2020-03-01 12:00,13,,1.4,64,9
258,보성군,2020-03-01 13:00,13.3,,1.5,63,10
258,보성군,2020-03-01 14:00,13.7,,2.8,62,9
258,보성군,2020-03-01 15:00,12.6,,2.6,66,10
258,보성군,2020-03-01 16:00,12.4,,2.8,73,9
258,보성군,2020-03-01 17:00,12,,1.6,74,10
258,보성군,2020-03-01 18:00,11.5,,3.5,75,10
258,보성군,2020-03-01 19:00,9.6,,6.3,75,7
258,보성군,2020-03-01 20:00,8.7,,5.4,75,9
258,보성군,2020-03-01 21:00,7.3,0,6.5,85,8
258,보성군,2020-03-01 22:00,7.1,,6,73,1
258,보성군,2020-03-01 23:00,6.5,,4.1,62,4
258,보성군,2020-03-02 00:00,6.4,,4.3,66,8
258,보성군,2020-03-02 01:00,6.1,,3.8,67,4
258,보성군,2020-03-02 02:00,5.6,,4.3,70,0
258,보성군,2020-03-02 03:00,5.9,,5.4,70,10
258,보성군,2020-03-02 04:00,5.8,,4.6,68,6
258,보성군,2020-03-02 05:00,5.1,,4.8,65,0
258,보성군,2020-03-02 06:00,4.3,,3.5,71,3
258,보성군,2020-03-02 07:00,4.8,,5.2,64,10
258,보성군,2020-03-02 08:00,4.2,,4.6,70,6
258,보성군,2020-03-02 09:00,4.8,,5.7,66,6
258,보성군,2020-03-02 10:00,6.6,,7.9,59,2
258,보성군,2020-03-02 11:00,7.7,,4.4,46,0
258,보성군,2020-03-02 12:00,9.3,,5.7,45,0
258,보성군,2020-03-02 13:00,10.9,,4.7,44,0
258,보성군,2020-03-02 14:00,11.6,,5.2,36,0
258,보성군,2020-03-02 15:00,12.5,,4.8,33,0
258,보성군,2020-03-02 16:00,12.3,,5.6,31,0
258,보성군,2020-03-02 17:00,11.7,,5.1,29,2
258,보성군,2020-03-02 18:00,8.9,,3.6,45,0
258,보성군,2020-03-02 19:00,6.9,,4.2,54,6
258,보성군,2020-03-02 20:00,5.2,,4.7,63,5
258,보성군,2020-03-02 21:00,4.7,,4.7,66,8
258,보성군,2020-03-02 22:00,4,,4.6,69,7
258,보성군,2020-03-02 23:00,3.6,,4.2,71,8
258,보성군,2020-03-03 00:00,1.9,,2.1,82,8
258,보성군,2020-03-03 01:00,1.9,,3.1,82,7
258,보성군,2020-03-03 02:00,1.6,,2,83,7
258,보성군,2020-03-03 03:00,1.1,,2,85,7
258,보성군,2020-03-03 04:00,1.3,,2.4,83,7
258,보성군,2020-03-03 05:00,1.1,,2,87,10
258,보성군,2020-03-03 06:00,1.9,,.5,89,9
258,보성군,2020-03-03 07:00,1.4,,1.1,95,9
258,보성군,2020-03-03 08:00,3.6,,1.7,88,10
258,보성군,2020-03-03 09:00,8,,1.5,72,9
258,보성군,2020-03-03 10:00,9.5,,4.3,67,7
258,보성군,2020-03-03 11:00,10.2,,3.4,64,9
258,보성군,2020-03-03 12:00,11.6,,5.2,65,9
258,보성군,2020-03-03 13:00,11.7,,3.9,67,7
258,보성군,2020-03-03 14:00,11.3,,4.5,66,9
258,보성군,2020-03-03 15:00,11.9,,3.4,64,9
258,보성군,2020-03-03 16:00,11.7,,3.4,61,8
258,보성군,2020-03-03 17:00,11.8,,3.1,63,7
258,보성군,2020-03-03 18:00,10.3,,2.3,70,8
258,보성군,2020-03-03 19:00,8,,1,81,7
258,보성군,2020-03-03 20:00,8.1,,1.1,83,10
258,보성군,2020-03-03 21:00,7.2,,2.6,86,9
258,보성군,2020-03-03 22:00,7,,2.1,88,9
258,보성군,2020-03-03 23:00,7.6,,3.1,85,10
258,보성군,2020-03-04 00:00,7.9,,4,79,10
258,보성군,2020-03-04 01:00,7.4,,3.4,79,10
258,보성군,2020-03-04 02:00,7.2,,4.2,80,10
258,보성군,2020-03-04 03:00,6.9,,5.9,78,9
258,보성군,2020-03-04 04:00,6.4,,6.5,75,10
258,보성군,2020-03-04 05:00,6.2,,5.2,72,10
258,보성군,2020-03-04 06:00,6,,3,71,10
258,보성군,2020-03-04 07:00,5.9,,3.3,67,10
258,보성군,2020-03-04 08:00,6.2,,5.2,69,7
258,보성군,2020-03-04 09:00,6.7,,7.1,64,7
258,보성군,2020-03-04 10:00,8,,7.2,55,5
258,보성군,2020-03-04 11:00,9,,7.2,53,1
258,보성군,2020-03-04 12:00,9.7,,7.8,46,3
258,보성군,2020-03-04 13:00,9.8,,10.5,41,0
258,보성군,2020-03-04 14:00,9.3,,9.3,40,0
258,보성군,2020-03-04 15:00,8.8,,7.2,42,1
258,보성군,2020-03-04 16:00,7.9,,9.8,42,1
258,보성군,2020-03-04 17:00,6.5,,8.3,45,2
258,보성군,2020-03-04 18:00,4.4,,7.8,48,3
258,보성군,2020-03-04 19:00,3.5,,9.7,51,4
258,보성군,2020-03-04 20:00,2.6,,8.5,50,5
258,보성군,2020-03-04 21:00,2.5,,9.4,54,5
258,보성군,2020-03-04 22:00,2.1,,7.6,59,9
258,보성군,2020-03-04 23:00,1.6,,7.2,67,8
258,보성군,2020-03-05 00:00,1.6,,7.8,65,7
258,보성군,2020-03-05 01:00,1.3,,4.7,69,3
258,보성군,2020-03-05 02:00,1.9,,4.3,66,2
258,보성군,2020-03-05 03:00,2,,3.1,64,3
258,보성군,2020-03-05 04:00,1.8,,2.9,65,0
258,보성군,2020-03-05 05:00,1.2,,1.9,68,0
258,보성군,2020-03-05 06:00,.7,,.4,68,0
258,보성군,2020-03-05 07:00,.7,,2.8,67,0
258,보성군,2020-03-05 08:00,.7,,3.2,74,0
258,보성군,2020-03-05 09:00,2.9,,6.7,61,0
258,보성군,2020-03-05 10:00,4.6,,4.9,55,0
258,보성군,2020-03-05 11:00,6.2,,4.4,50,0
258,보성군,2020-03-05 12:00,6.8,,4.6,42,0
258,보성군,2020-03-05 13:00,8.4,,5.7,39,0
258,보성군,2020-03-05 14:00,10.3,,3.6,36,0
258,보성군,2020-03-05 15:00,10.3,,4.2,33,0
258,보성군,2020-03-05 16:00,10.4,,4.3,32,0
258,보성군,2020-03-05 17:00,9.5,,5.4,39,
258,보성군,2020-03-05 18:00,7.4,,5.8,42,0
258,보성군,2020-03-05 19:00,4,,4.5,54,0
258,보성군,2020-03-05 20:00,3.2,,4.1,57,0
258,보성군,2020-03-05 21:00,2.4,,4.7,59,0
258,보성군,2020-03-05 22:00,1.6,,4.7,62,0
258,보성군,2020-03-05 23:00,1.1,,3.7,63,0
258,보성군,2020-03-06 00:00,.4,,3.7,65,0
258,보성군,2020-03-06 01:00,-.2,,3.6,68,0
258,보성군,2020-03-06 02:00,-.6,,2.6,70,0
258,보성군,2020-03-06 03:00,-.8,,3.7,72,0
258,보성군,2020-03-06 04:00,-1.9,,2.3,77,0
258,보성군,2020-03-06 05:00,-4.6,,2.1,88,0
258,보성군,2020-03-06 06:00,-2.9,,1.5,83,0
258,보성군,2020-03-06 07:00,-2.5,,3.8,82,0
258,보성군,2020-03-06 08:00,-1.6,,.1,82,0
258,보성군,2020-03-06 09:00,1.4,,1.2,71,0
258,보성군,2020-03-06 10:00,5,,.5,57,0
258,보성군,2020-03-06 11:00,8.1,,1.5,44,0
258,보성군,2020-03-06 12:00,9.6,,3,24,0
258,보성군,2020-03-06 13:00,10.8,,4.2,30,1
258,보성군,2020-03-06 14:00,11.3,,5.5,21,4
258,보성군,2020-03-06 15:00,12.2,,6.2,25,3
258,보성군,2020-03-06 16:00,12.5,,4.5,25,0
258,보성군,2020-03-06 17:00,11.7,,4.3,29,4
258,보성군,2020-03-06 18:00,10,,2.2,33,0
258,보성군,2020-03-06 19:00,7,,.7,49,0
258,보성군,2020-03-06 20:00,5.1,,1.2,58,0
258,보성군,2020-03-06 21:00,3,,1.3,75,7
258,보성군,2020-03-06 22:00,2.9,,2.2,86,8
258,보성군,2020-03-06 23:00,3.5,,2.2,85,8
258,보성군,2020-03-07 00:00,2.9,,1.8,89,10
258,보성군,2020-03-07 01:00,3.3,,1.6,86,8
258,보성군,2020-03-07 02:00,3.1,,1.6,85,9
